SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	0	0	1	0	2	0.083	0.014
1	0.71	0.00013	0.29	0	0	0.083	0
2	0	0.95	8.1e-06	0.054	1	0.15	0.13
3	0	1	0	0	1	0.15	0.13
4	0	0	1	0	2	0.083	0.014
5	0	0	1	0	2	0.083	0.014
6	1	0	0.0006	0	0	0.083	0
7	0.87	0	0.13	0	0	0.083	0
8	0	0	1	0	2	0.083	0.014
9	0	0	1	0	2	0.083	0.014
10	0	1	0	0	1	0.15	0.13
11	0	0	1	0	2	0.083	0.014
12	0.93	0	0.071	0	0	0.083	0
13	0.97	0	0.027	0	0	0.083	0
14	0	1	0	0	1	0.15	0.13
15	0	0	1	0	2	0.083	0.014
16	0	0	1	0	2	0.083	0.014
17	0	0	1	0	2	0.083	0.014
18	0	0	1	0	2	0.083	0.014
19	0	0	0	1	3	0.017	0.13
20	0	1	0	0	1	0.15	0.13
21	0	0	1	0	2	0.083	0.014
22	0	0	1	0	2	0.083	0.014
23	0	1	0	0	1	0.15	0.13
24	0.79	0	0.21	0	0	0.083	0
25	0	0	0	1	3	0.017	0.13
26	1	0	0.00086	0	0	0.083	0
27	0	1	0	0.0025	1	0.15	0.13
28	0	0	1	0	2	0.083	0.014
29	0	0	1	0	2	0.083	0.014
30	0	0.00015	1	0	2	0.083	0.014
31	0	0	0	1	3	0.017	0.13
32	0	1	0	0	1	0.15	0.13
33	0.97	0	0.027	0	0	0.083	0
34	0.7	0	0.3	0	0	0.083	0
35	0.94	0	0.058	0	0	0.083	0
36	0	1	0	0	1	0.15	0.13
37	0	0	1	0	2	0.083	0.014
38	0	0	1	0	2	0.083	0.014
39	0	0	1	0	2	0.083	0.014
40	0	1	0	0	1	0.15	0.13
41	0.86	0	0.14	0	0	0.083	0
42	0	1	0	0	1	0.15	0.13
43	0	0	1	0	2	0.083	0.014
44	0	0	1	0	2	0.083	0.014
45	0	0	1	0	2	0.083	0.014
46	0	1e-05	1	0	2	0.083	0.014
47	0.66	0.013	0.33	0	0	0.083	0
48	0.93	0	0.071	0	0	0.083	0
49	0.96	0	0.04	0	0	0.083	0
50	0	0.0003	1	0	2	0.083	0.014
51	0	0	1	0	2	0.083	0.014
52	0	0.97	0	0.031	1	0.15	0.13
53	0.96	0	0.043	0	0	0.083	0
54	0	0	1	0	2	0.083	0.014
55	0	1	0	0	1	0.15	0.13
56	0.93	0	0.072	0	0	0.083	0
57	0	0	1	0	2	0.083	0.014
58	0	1	0	0	1	0.15	0.13
59	0	1	0	0	1	0.15	0.13
60	0	1	0	0	1	0.15	0.13
61	0	1	0	0	1	0.15	0.13
62	0	0	1	0	2	0.083	0.014
63	0	1.5e-05	0	1	3	0.017	0.13
64	0	1	0	0	1	0.15	0.13
65	0	1	0	0.00095	1	0.15	0.13
66	0.81	0	0.19	0	0	0.083	0
67	0.92	0	0.083	0	0	0.083	0
68	0	1	0	0	1	0.15	0.13
69	0	0	1	0	2	0.083	0.014
70	0	0	1	0	2	0.083	0.014
71	0	1	0	0	1	0.15	0.13
72	0	1	0	0	1	0.15	0.13
73	1	0	0.0013	0	0	0.083	0
74	0.58	2.6e-05	0.42	0	0	0.083	0
75	0.95	0	0.048	0	0	0.083	0
76	0	1	0	0	1	0.15	0.13
77	0.98	0	0.018	0	0	0.083	0
78	0	0	1	0	2	0.083	0.014
79	0	1	0	0	1	0.15	0.13
80	0.83	0	0.17	0	0	0.083	0
81	0	1	0	0	1	0.15	0.13
82	0	1	0	0	1	0.15	0.13
83	0	1.8e-05	1	0	2	0.083	0.014
84	0.93	0	0.074	0	0	0.083	0
85	0	0	1	0	2	0.083	0.014
86	0	1	0	0	1	0.15	0.13
87	0	1	0	0.00077	1	0.15	0.13
88	0.91	0	0.085	0	0	0.083	0
89	0	0	1	0	2	0.083	0.014
90	0	0	1	0	2	0.083	0.014
91	0.55	0.00032	0.45	0	0	0.083	0
92	0	0	1	0	2	0.083	0.014
93	0	0	1	0	2	0.083	0.014
94	0.79	0	0.21	0	0	0.083	0
95	0	0	1	0	2	0.083	0.014
96	0	1	0	0	1	0.15	0.13
97	0	0	1	0	2	0.083	0.014
98	0	1	0	0	1	0.15	0.13
99	0	1	0	0	1	0.15	0.13
100	0.98	0	0.025	0	0	0.083	0
101	0.92	0	0.085	0	0	0.083	0
102	0	2.9e-05	1	0	2	0.083	0.014
103	0.93	0	0.072	0	0	0.083	0
104	0	1	0	0	1	0.15	0.13
105	0.98	0	0.023	0	0	0.083	0
106	0	1	0	0	1	0.15	0.13
107	0	0	1	0	2	0.083	0.014
108	0	1	0	0	1	0.15	0.13
109	0	0	1	0	2	0.083	0.014
110	0	2.3e-05	1	0	2	0.083	0.014
111	0	0	1	0	2	0.083	0.014
112	0.96	0	0.035	0	0	0.083	0
113	0	1	0	0	1	0.15	0.13
114	0	0	0	1	3	0.017	0.13
115	0	0.012	0	0.99	3	0.017	0.13
116	0	1	0	0	1	0.15	0.13
117	0	0	1	0	2	0.083	0.014
118	0	0	1	0	2	0.083	0.014
119	0	0	0	1	3	0.017	0.13
120	0	0	1	0	2	0.083	0.014
121	0	0	0	1	3	0.017	0.13
122	0	8.3e-05	0.00034	1	3	0.017	0.13
123	0	4.2e-06	1	0	2	0.083	0.014
124	0	0	0	1	3	0.017	0.13
125	0.85	0	0.15	0	0	0.083	0
126	0.78	0	0.22	0	0	0.083	0
127	0	1	0	0	1	0.15	0.13
128	0	0	1	0	2	0.083	0.014
129	0	0	1	0	2	0.083	0.014
130	0.5	0.0014	0.5	0	2	0.083	0.014
131	0	0	1	0	2	0.083	0.014
132	0.85	0	0.15	0	0	0.083	0
133	0	1	0	0	1	0.15	0.13
134	0	0	2.7e-06	1	3	0.017	0.13
135	0	0.00026	1	2.2e-06	2	0.083	0.014
136	0	0	1	0	2	0.083	0.014
137	0.68	0	0.32	0	0	0.083	0
138	0	1	0	0	1	0.15	0.13
139	0.79	0	0.21	0	0	0.083	0
140	0.75	0	0.25	0	0	0.083	0
141	0	0	1	0	2	0.083	0.014
142	0	0	1	0	2	0.083	0.014
143	0	0	1	0	2	0.083	0.014
144	0	1	0	0	1	0.15	0.13
145	0.63	8.9e-06	0.37	0	0	0.083	0
146	0	0	0	1	3	0.017	0.13
147	0	0	1	0	2	0.083	0.014
148	0	1	0	0	1	0.15	0.13
149	0.042	0.95	0.004	0	1	0.15	0.13
150	0.83	0.0068	0.16	8e-05	0	0.083	0
151	0	1	0	0	1	0.15	0.13
152	0	1	0	0	1	0.15	0.13
153	0	1	0	0	1	0.15	0.13
154	0.9	0	0.1	0	0	0.083	0
155	0	1	0	0	1	0.15	0.13
156	0	0	1	0	2	0.083	0.014
157	0	0	1	0	2	0.083	0.014
158	0.98	0	0.021	0	0	0.083	0
159	0	0	1	0	2	0.083	0.014
160	0	0	1	0	2	0.083	0.014
161	0	0	1	0	2	0.083	0.014
162	0.56	2.3e-05	0.44	0	0	0.083	0
163	0	0	1	0	2	0.083	0.014
164	0	0	1	0	2	0.083	0.014
165	0	1	0	0	1	0.15	0.13
166	0	0	1	0	2	0.083	0.014
167	0	0	1	0	2	0.083	0.014
168	0	0.0004	1	0	2	0.083	0.014
169	0	0	1	0	2	0.083	0.014
170	0.93	0	0.073	0	0	0.083	0
171	0	0	0	1	3	0.017	0.13
172	0	0	1	0	2	0.083	0.014
173	0	1	0	0	1	0.15	0.13
174	0	0	1	0	2	0.083	0.014
175	0	1	0	0	1	0.15	0.13
176	0	1	0	0	1	0.15	0.13
177	0	0	0	1	3	0.017	0.13
178	0	0	1	0	2	0.083	0.014
179	0	0	1	0	2	0.083	0.014
180	0	0	1	0	2	0.083	0.014
181	0.95	0	0.052	0	0	0.083	0
182	0.98	0	0.018	0	0	0.083	0
183	0	0	1	0	2	0.083	0.014
184	0	0	0	1	3	0.017	0.13
185	0.93	0	0.072	0	0	0.083	0
186	0	7e-06	0	1	3	0.017	0.13
187	0	0	1	0	2	0.083	0.014
188	0.74	0	0.26	0	0	0.083	0
189	0	0	1	0	2	0.083	0.014
190	0	1	0	0	1	0.15	0.13
191	0	1	0	0	1	0.15	0.13
192	0	8.5e-06	1	0	2	0.083	0.014
193	0	0	1	0	2	0.083	0.014
194	0	0	1	0	2	0.083	0.014
195	0.58	0.00023	0.42	0	0	0.083	0
196	0	0	1	0	2	0.083	0.014
197	0	0	0	1	3	0.017	0.13
198	0.86	0	0.14	0	0	0.083	0
199	0	0	1	0	2	0.083	0.014
200	0	1	0	0	1	0.15	0.13
