SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0.42	0	0	0	0	0.56	0	0	0	0	0.02	5	0.083	0.014
1	0.12	8.7e-05	0	0	0	0.14	0	0.26	0.18	0.26	0.048	7	0.083	0
2	7.2e-06	0.13	0.86	0	0	0	0.009	0	0	0	0.0035	2	0	0.072
3	0	0.026	0	0.97	0	0	0	0	0	0	0	3	0.23	0.21
4	0.75	0	0	0	0	0.25	0	0	0	0	0	0	0.067	0.014
5	0.78	0	0	0	0	0.22	0	0	0	0	0	0	0.067	0.014
6	0.00026	0	0	0	0	0.00029	0	0.36	0.28	0.36	0	7	0.083	0
7	0.082	0	0	0	0	0.054	0	0.26	0.34	0.26	0.0003	8	0.067	0
8	0.61	0	0	0	0	0.39	0	0	0	0	0.00049	0	0.067	0.014
9	0.38	0	0	0	0	0.61	0	0	0	0	0.0066	5	0.083	0.014
10	0	1	0	0	0	0	0	0	0	0	0	1	0.15	0.13
11	0.78	0	0	0	0	0.22	0	0	0	0	0	0	0.067	0.014
12	0.039	0	0	0	0	0.03	0	0.3	0.33	0.3	0.00013	8	0.067	0
13	0.0069	0	0	0	0	0.015	0	0.41	0.16	0.41	0.00014	7	0.083	0
14	0	0.098	0	0.9	5.1e-06	0	0	0	0	0	0	3	0.23	0.21
15	0.57	0	0	0	0	0.43	0	0	0	0	0.0003	0	0.067	0.014
16	0.82	0	0	0	0	0.18	0	0	0	0	0	0	0.067	0.014
17	0.033	0	0	0	0	0.65	0	0	0	0	0.32	5	0.083	0.014
18	0.8	0	0	0	0	0.2	0	0	0	0	0	0	0.067	0.014
19	6.5e-06	0	0	0	0	0	1	0	0	0	0	6	0.017	0.13
20	0	0.68	0	0.32	0.00089	0	0	0	0	0	0	1	0.15	0.13
21	0.72	0	0	0	0	0.28	0	0	0	0	1.3e-05	0	0.067	0.014
22	0.65	0	0	0	0	0.35	0	0	0	0	0	0	0.067	0.014
23	0	0.019	0	0.98	0	0	0	0	0	0	0	3	0.23	0.21
24	0.071	0	0	0	0	0.12	0	0.32	0.17	0.32	0.0026	7	0.083	0
25	0	0	0	0	0	0	1	0	0	0	0	6	0.017	0.13
26	0.00085	0	0	0	0	0.0002	0	0.18	0.65	0.18	0	8	0.067	0
27	0	0.0049	1	0	0	0	1.4e-05	0	0	0	3.6e-06	2	0	0.072
28	0.34	0	0	0	0	0.66	0	0	0	0	7.5e-06	5	0.083	0.014
29	0.64	0	0	0	0	0.36	0	0	0	0	3e-06	0	0.067	0.014
30	0.26	0.00011	0	0	0	0.55	0	0	0	0	0.19	5	0.083	0.014
31	0	0	0	0	0	0	1	0	0	0	0	6	0.017	0.13
32	0	0.69	0	0.31	0.00062	0	0	0	0	0	0	1	0.15	0.13
33	0.02	0	0	0	0	0.0097	0	0.26	0.45	0.26	0	8	0.067	0
34	0.2	0	0	0	0	0.11	0	0.19	0.3	0.19	0.00022	8	0.067	0
35	0.0073	0	0	0	0	0.036	0	0.44	0.077	0.44	0.00044	7	0.083	0
36	0	1	0	2.7e-05	1.2e-05	0	0	0	0	0	0	1	0.15	0.13
37	0.014	0	0	0	0	0.49	0	0	0	0	0.5	10	0.15	0.014
38	0.75	0	0	0	0	0.25	0	0	0	0	0	0	0.067	0.014
39	0.38	0	0	0	0	0.6	0	0	0	0	0.018	5	0.083	0.014
40	0	0.13	0	0.66	0.21	0	0	0	0	0	0	3	0.23	0.21
41	0.08	0	0	0	0	0.061	0	0.27	0.31	0.27	0.0006	8	0.067	0
42	0	0.59	0	0.37	0.04	0	0	0	0	0	0	1	0.15	0.13
43	0.8	0	0	0	0	0.2	0	0	0	0	0	0	0.067	0.014
44	0.87	0	0	0	0	0.13	0	0	0	0	0	0	0.067	0.014
45	0.54	0	0	0	0	0.46	0	0	0	0	0.002	0	0.067	0.014
46	0.59	5.7e-06	0	0	0	0.41	0	0	0	0	0.0019	0	0.067	0.014
47	0.028	0.0052	0	9.8e-06	0	0.096	0	0.14	0.036	0.14	0.55	10	0.15	0.014
48	0.0074	0	0	0	0	0.044	0	0.43	0.063	0.43	0.029	7	0.083	0
49	0.022	0	0	0	0	0.017	0	0.31	0.35	0.31	1.8e-05	8	0.067	0
50	0.49	0.0002	0	0	0	0.49	0	0	0	0	0.022	5	0.083	0.014
51	0.56	0	0	0	0	0.44	0	0	0	0	0.002	0	0.067	0.014
52	0	0.96	0	0	0	0	0.037	0	0	0	0	1	0.15	0.13
53	0.019	0	0	0	0	0.02	0	0.34	0.28	0.34	2.4e-05	7	0.083	0
54	0.84	0	0	0	0	0.16	0	0	0	0	0	0	0.067	0.014
55	0	1	0	0.00029	1e-06	0	0	0	0	0	0	1	0.15	0.13
56	0.054	0	0	0	0	0.024	0	0.23	0.45	0.23	5.6e-06	8	0.067	0
57	0.71	0	0	0	0	0.29	0	0	0	0	0	0	0.067	0.014
58	0	0.67	0	0.3	0.036	0	0	0	0	0	0	1	0.15	0.13
59	0	0.0065	0	0.99	0	0	0	0	0	0	0	3	0.23	0.21
60	0	0.96	0	0.039	0.00015	0	0	0	0	0	0	1	0.15	0.13
61	0	0.99	0	0.01	4.2e-06	0	0	0	0	0	0	1	0.15	0.13
62	0.21	0	0	0	0	0.79	0	0	0	0	7.8e-06	5	0.083	0.014
63	0	1.3e-05	0	0	0	0	1	0	0	0	0	6	0.017	0.13
64	0	0.96	0	0.04	0	0	0	0	0	0	0	1	0.15	0.13
65	0	0.0097	0.99	0	0	0	1.1e-05	0	0	0	0	2	0	0.072
66	0.076	0	0	0	0	0.092	0	0.3	0.22	0.3	0.0084	7	0.083	0
67	0.034	0	0	0	0	0.041	0	0.34	0.24	0.34	0.00039	7	0.083	0
68	0	0.029	0	0.97	2.8e-06	0	0	0	0	0	0	3	0.23	0.21
69	0.27	0	0	0	0	0.69	0	0	0	0	0.041	5	0.083	0.014
70	0.77	0	0	0	0	0.23	0	0	0	0	0	0	0.067	0.014
71	0	0.23	0	0.77	0.0032	0	0	0	0	0	0	3	0.23	0.21
72	0	0.74	0	0.26	0.00014	0	0	0	0	0	0	1	0.15	0.13
73	0.00032	0	0	0	0	0.0007	0	0.42	0.17	0.42	0	7	0.083	0
74	0.14	2e-05	0	0	0	0.23	0	0.24	0.13	0.24	0.033	7	0.083	0
75	0.021	0	0	0	0	0.023	0	0.34	0.28	0.34	4.9e-06	7	0.083	0
76	0	0.84	0	0.12	0.032	0	0	0	0	0	0	1	0.15	0.13
77	0.0038	0	0	0	0	0.011	0	0.43	0.13	0.43	9.7e-06	7	0.083	0
78	0.6	0	0	0	0	0.4	0	0	0	0	0.00034	0	0.067	0.014
79	0	0.78	0	0.22	0.00082	0	0	0	0	0	0	1	0.15	0.13
80	0.11	0	0	0	0	0.067	0	0.24	0.34	0.24	2.9e-05	8	0.067	0
