SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0	0	0.62	0	0	0.37	0	0	0	0	0	0	0	0.0059	0	2	0.083	0.014
1	2.1e-06	0.072	0.17	9.2e-05	0.14	0.11	0.18	0	0.18	0	0	3.8e-06	0.14	0.01	0	6	0.1	0
2	3.7e-05	0	0	0.13	0	6.1e-06	0	0.8	0	0	0	0.02	0	0.044	0.0058	7	0	0.072
3	0	0	0	0.025	0	0	0	0	0	0.49	0.49	0	0	0	0	9	0.23	0.21
4	0	0	0.3	0	0	0.7	0	0	0	0	0	0	0	0	0	5	0.067	0.014
5	0	0	0.26	0	0	0.74	0	0	0	0	0	0	0	0	0	5	0.067	0.014
6	0	0.17	0.00052	0	0.34	0.00037	0.074	0	0.074	0	0	0	0.34	0	0	4	0.067	0
7	0	0.14	0.065	0	0.28	0.078	0.082	0	0.082	0	0	0	0.28	2.4e-05	0	4	0.067	0
8	0	0	0.44	0	0	0.56	0	0	0	0	0	0	0	3.1e-05	0	5	0.067	0.014
9	0	0	0.66	0	0	0.33	0	0	0	0	0	0	0	0.00073	0	2	0.083	0.014
10	7.5e-06	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.15	0.13
11	0	0	0.26	0	0	0.74	0	0	0	0	0	0	0	0	0	5	0.067	0.014
12	0	0.14	0.039	0	0.28	0.039	0.1	0	0.1	0	0	0	0.28	5.5e-06	0	4	0.067	0
13	0	0.077	0.022	0	0.15	0.0079	0.29	0	0.29	0	0	0	0.15	2.4e-06	0	6	0.1	0
14	0	0	0	0.096	0	0	0	0	0	0.45	0.45	0	0	0	0	9	0.23	0.21
15	0	0	0.48	0	0	0.52	0	0	0	0	0	0	0	1e-05	0	5	0.067	0.014
16	0	0	0.22	0	0	0.78	0	0	0	0	0	0	0	0	0	5	0.067	0.014
17	0	0	0.93	0	0	0.038	0	0	0	0	0	0	0	0.03	0	2	0.083	0.014
18	0	0	0.24	0	0	0.76	0	0	0	0	0	0	0	0	0	5	0.067	0.014
19	0.0017	0	0	0	0	2.5e-06	0	0	0	0	0	0.71	0	0	0.29	11	0.017	0.058
20	0	0	0	0.68	0	0	0	0	0	0.16	0.16	0	0	0	0	3	0.15	0.13
21	0	0	0.33	0	0	0.67	0	0	0	0	0	0	0	0	0	5	0.067	0.014
22	0	0	0.4	0	0	0.6	0	0	0	0	0	0	0	0	0	5	0.067	0.014
23	0	0	0	0.019	0	0	0	0	0	0.49	0.49	0	0	0	0	9	0.23	0.21
24	0	0.073	0.15	0	0.14	0.071	0.21	0	0.21	0	0	0	0.14	0.00019	0	6	0.1	0
25	0.03	0	0	0	0	0	0	0	0	0	0	0.0024	0	0	0.97	14	0.017	0.13
26	0	0.2	0.00018	0	0.4	0.00062	0.004	0	0.004	0	0	0	0.4	0	0	4	0.067	0
27	0	0	0	0.005	0	0	0	0.99	0	0	0	0.0011	0	0.0052	9.9e-06	7	0	0.072
28	0	0	0.71	0	0	0.29	0	0	0	0	0	0	0	0	0	2	0.083	0.014
29	0	0	0.41	0	0	0.59	0	0	0	0	0	0	0	0	0	5	0.067	0.014
30	0	0	0.69	0.00012	0	0.26	0	0	0	0	0	0	0	0.056	0	2	0.083	0.014
31	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.017	0.13
32	0	0	0	0.68	0	0	0	0	0	0.16	0.16	0	0	0	0	3	0.15	0.13
33	0	0.18	0.011	0	0.36	0.019	0.034	0	0.034	0	0	0	0.36	0	0	4	0.067	0
