SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	1	0	0	0	0	0	0	0	0.083	0.014
1	0.33	0.32	0	0	0	9.2e-05	0.35	6	0.067	0
2	1.9e-06	0	0.85	0.009	0	0.14	0	2	0	0.072
3	0	0	0	0	0.97	0.026	0	4	0.23	0.21
4	1	0	0	0	0	0	0	0	0.083	0.014
5	1	0	0	0	0	0	0	0	0.083	0.014
6	0.0011	0.14	0	0	0	0	0.86	6	0.067	0
7	0.13	0.15	0	0	0	0	0.71	6	0.067	0
8	1	0	0	0	0	0	0	0	0.083	0.014
9	1	0	0	0	0	0	0	0	0.083	0.014
10	0	0	0	0	0	1	0	5	0.15	0.13
11	1	0	0	0	0	0	0	0	0.083	0.014
12	0.08	0.19	0	0	0	0	0.73	6	0.067	0
13	0.047	0.55	0	0	0	0	0.4	1	0.1	0
14	0	0	0	0	0.9	0.1	0	4	0.23	0.21
15	1	0	0	0	0	0	0	0	0.083	0.014
16	1	0	0	0	0	0	0	0	0.083	0.014
17	1	0	0	0	0	0	0	0	0.083	0.014
18	1	0	0	0	0	0	0	0	0.083	0.014
19	0	0	0	1	0	0	0	3	0.017	0.13
20	0	0	0	0	0.31	0.69	0	5	0.15	0.13
21	1	0	0	0	0	0	0	0	0.083	0.014
22	1	0	0	0	0	0	0	0	0.083	0.014
23	0	0	0	0	0.98	0.02	0	4	0.23	0.21
24	0.28	0.37	0	0	0	0	0.35	1	0.1	0
25	0	0	0	1	0	0	0	3	0.017	0.13
26	0.00037	0.0073	0	0	0	0	0.99	6	0.067	0
27	0	0	0.99	1.4e-05	0	0.0052	0	2	0	0.072
28	1	0	0	0	0	0	0	0	0.083	0.014
29	1	0	0	0	0	0	0	0	0.083	0.014
30	1	0	0	0	0	9.1e-05	0	0	0.083	0.014
31	0	0	0	1	0	0	0	3	0.017	0.13
32	0	0	0	0	0.31	0.69	0	5	0.15	0.13
33	0.024	0.063	0	0	0	0	0.91	6	0.067	0
34	0.28	0.1	0	0	0	0	0.62	6	0.067	0
35	0.085	0.76	0	0	0	0	0.15	1	0.1	0
36	0	0	0	0	2.7e-05	1	0	5	0.15	0.13
37	1	0	0	0	0	0	0	0	0.083	0.014
38	1	0	0	0	0	0	0	0	0.083	0.014
39	1	0	0	0	0	0	0	0	0.083	0.014
40	0	0	0	0	0.83	0.17	0	4	0.23	0.21
41	0.15	0.19	0	0	0	0	0.66	6	0.067	0
42	0	0	0	0	0.38	0.62	0	5	0.15	0.13
43	1	0	0	0	0	0	0	0	0.083	0.014
44	1	0	0	0	0	0	0	0	0.083	0.014
45	1	0	0	0	0	0	0	0	0.083	0.014
46	1	0	0	0	0	6.4e-06	0	0	0.083	0.014
47	0.31	0.59	0	0	1.4e-05	0.0076	0.097	1	0.1	0
48	0.07	0.85	0	0	0	0	0.083	1	0.1	0
49	0.046	0.17	0	0	0	0	0.79	6	0.067	0
50	1	0	0	0	0	0.00019	0	0	0.083	0.014
51	1	0	0	0	0	0	0	0	0.083	0.014
52	0	0	0	0.035	0	0.97	0	5	0.15	0.13
53	0.061	0.25	0	0	0	0	0.69	6	0.067	0
54	1	0	0	0	0	0	0	0	0.083	0.014
55	0	0	0	0	0.00028	1	0	5	0.15	0.13
56	0.056	0.07	0	0	0	0	0.87	6	0.067	0
57	1	0	0	0	0	0	0	0	0.083	0.014
58	0	0	0	0	0.3	0.7	0	5	0.15	0.13
59	0	0	0	0	0.99	0.0066	0	4	0.23	0.21
60	0	0	0	0	0.038	0.96	0	5	0.15	0.13
61	0	0	0	0	0.01	0.99	0	5	0.15	0.13
62	1	0	0	0	0	0	0	0	0.083	0.014
63	0	0	0	1	0	1.3e-05	0	3	0.017	0.13
64	0	0	0	0	0.04	0.96	0	5	0.15	0.13
65	0	0	0.99	1.1e-05	0	0.01	0	2	0	0.072
66	0.22	0.33	0	0	0	0	0.44	6	0.067	0
67	0.12	0.32	0	0	0	0	0.57	6	0.067	0
68	0	0	0	0	0.97	0.029	0	4	0.23	0.21
69	1	0	0	0	0	0	0	0	0.083	0.014
70	1	0	0	0	0	0	0	0	0.083	0.014
71	0	0	0	0	0.77	0.23	0	4	0.23	0.21
72	0	0	0	0	0.25	0.75	0	5	0.15	0.13
73	0.0035	0.31	0	0	0	0	0.68	6	0.067	0
74	0.48	0.3	0	0	0	1.9e-05	0.22	0	0.083	0.014
75	0.071	0.22	0	0	0	0	0.71	6	0.067	0
76	0	0	0	0	0.13	0.87	0	5	0.15	0.13
77	0.037	0.59	0	0	0	0	0.37	1	0.1	0
78	1	0	0	0	0	0	0	0	0.083	0.014
79	0	0	0	0	0.21	0.79	0	5	0.15	0.13
80	0.17	0.11	0	0	0	0	0.72	6	0.067	0
81	0	0	0	0	0.12	0.88	0	5	0.15	0.13
82	0	0	0	0	0.00053	1	0	5	0.15	0.13
83	1	0	0	0	0	1.1e-05	0	0	0.083	0.014
84	0.12	0.58	0	0	0	0	0.3	1	0.1	0
85	1	0	0	0	0	0	0	0	0.083	0.014
86	0	0	0	0	0.65	0.35	0	4	0.23	0.21
87	0	0	0	0.00087	0.0017	1	0	5	0.15	0.13
88	0.078	0.086	0	0	0	0	0.84	6	0.067	0
89	1	0	0	0	0	0	0	0	0.083	0.014
90	1	0	0	0	0	0	0	0	0.083	0.014
91	0.49	0.36	0	0	0	0.00022	0.15	0	0.083	0.014
92	1	0	0	0	0	0	0	0	0.083	0.014
93	1	0	0	0	0	0	0	0	0.083	0.014
94	0.24	0.2	0	0	0	0	0.56	6	0.067	0
95	1	0	0	0	0	0	0	0	0.083	0.014
96	0	0	0	0	0.03	0.97	0	5	0.15	0.13
97	1	0	0	0	0	0	0	0	0.083	0.014
98	0	0	0	0	0.46	0.54	0	5	0.15	0.13
99	0	0	0	0	0.41	0.59	0	5	0.15	0.13
100	0.046	0.58	0	0	0	0	0.37	1	0.1	0
101	0.11	0.19	0	0	0	0	0.7	6	0.067	0
102	1	0	0	0	0	1.8e-05	0	0	0.083	0.014
103	0.086	0.17	0	0	0	0	0.74	6	0.067	0
104	0	0	0	0	0.27	0.73	0	5	0.15	0.13
105	0.04	0.24	0	0	0	0	0.72	6	0.067	0
106	0	0	0	0	0.085	0.91	0	5	0.15	0.13
107	1	0	0	0	0	0	0	0	0.083	0.014
108	0	0	0	0	0.81	0.19	0	4	0.23	0.21
109	1	0	0	0	0	0	0	0	0.083	0.014
110	1	0	0	0	0	1.5e-05	0	0	0.083	0.014
111	1	0	0	0	0	0	0	0	0.083	0.014
112	0.035	0.092	0	0	0	0	0.87	6	0.067	0
113	0	0	0	0	0.41	0.59	0	5	0.15	0.13
114	0	0	0.98	0.024	0	0	0	2	0	0.072
115	0	0	0	0.99	0	0.011	0	3	0.017	0.13
116	0	0	0	0	0.035	0.96	0	5	0.15	0.13
117	1	0	0	0	0	0	0	0	0.083	0.014
118	1	0	0	0	0	0	0	0	0.083	0.014
119	0	0	1	0	0	0	0	2	0	0.072
120	1	0	0	0	0	0	0	0	0.083	0.014
121	0	0	0.9	0.097	0	0	0	2	0	0.072
122	0.00048	0	0	1	0	7.4e-05	0	3	0.017	0.13
123	1	0	0	0	0	2.6e-06	0	0	0.083	0.014
124	0	0	0	1	0	0	0	3	0.017	0.13
125	0.22	0.44	0	0	0	0	0.34	1	0.1	0
126	0.29	0.36	0	0	0	0	0.35	1	0.1	0
