SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3
0	2.9e-05	0	0	1	3	0.051	0	0.049	0
1	0	0	0.5	0.5	2	0	0	0.12	0.089
2	0	1	0	0	1	0.29	0.1	0.22	0.2
3	0	1	0	0	1	0.29	0.1	0.22	0.2
4	0.025	0	0	0.98	3	0.051	0	0.049	0
5	0	1	0	0	1	0.29	0.1	0.22	0.2
6	1	0	0	0	0	0.077	0.044	0.024	0
7	0	0	1	0	2	0	0	0.12	0.089
8	0	0	1	0.00062	2	0	0	0.12	0.089
9	0	1	0	0	1	0.29	0.1	0.22	0.2
10	0	0	1	0	2	0	0	0.12	0.089
11	0	0	1	0	2	0	0	0.12	0.089
12	0	0	1	0	2	0	0	0.12	0.089
13	0	0	1	0	2	0	0	0.12	0.089
14	0	1	0	0	1	0.29	0.1	0.22	0.2
15	0	1	0	0	1	0.29	0.1	0.22	0.2
16	1	0	0	0	0	0.077	0.044	0.024	0
17	1	0	0	0	0	0.077	0.044	0.024	0
18	0	1	0	0	1	0.29	0.1	0.22	0.2
19	1	0	0	0	0	0.077	0.044	0.024	0
20	1	0	0	0	0	0.077	0.044	0.024	0
21	0	0	0	1	3	0.051	0	0.049	0
22	0	1	0	0	1	0.29	0.1	0.22	0.2
23	0	0	1	0	2	0	0	0.12	0.089
24	1	0	0	0	0	0.077	0.044	0.024	0
25	0	1	0	0	1	0.29	0.1	0.22	0.2
26	0	1	0	0	1	0.29	0.1	0.22	0.2
27	0	0	1	0.0015	2	0	0	0.12	0.089
28	0	0	1	0	2	0	0	0.12	0.089
29	0	1	0	0	1	0.29	0.1	0.22	0.2
30	1	0	0	0	0	0.077	0.044	0.024	0
31	0	0	1	0	2	0	0	0.12	0.089
32	0	1	0	0	1	0.29	0.1	0.22	0.2
33	0	0	1	0	2	0	0	0.12	0.089
34	0.24	0.76	0	0	1	0.29	0.1	0.22	0.2
35	0	0	1	0.00011	2	0	0	0.12	0.089
36	0	1	0	0	1	0.29	0.1	0.22	0.2
37	0	0	1	0	2	0	0	0.12	0.089
38	1	0	0	0	0	0.077	0.044	0.024	0
39	0	1	0	0	1	0.29	0.1	0.22	0.2
40	0	0	1	0	2	0	0	0.12	0.089
41	0.00048	0	0	1	3	0.051	0	0.049	0
42	0	1	0	0	1	0.29	0.1	0.22	0.2
43	0	0	0	1	3	0.051	0	0.049	0
44	1	0	0	0	0	0.077	0.044	0.024	0
45	1	0	0	0	0	0.077	0.044	0.024	0
46	0	1	0	0	1	0.29	0.1	0.22	0.2
47	0	1	0	0	1	0.29	0.1	0.22	0.2
48	5.1e-05	0	0	1	3	0.051	0	0.049	0
49	0	0	1	0	2	0	0	0.12	0.089
50	0	1	0	0	1	0.29	0.1	0.22	0.2
51	0	0	1	0	2	0	0	0.12	0.089
52	0	1	0	0	1	0.29	0.1	0.22	0.2
53	0	1	0	0	1	0.29	0.1	0.22	0.2
54	0.44	0	0	0.56	3	0.051	0	0.049	0
55	0.4	0	0	0.6	3	0.051	0	0.049	0
56	0	0	0.98	0.018	2	0	0	0.12	0.089
57	0	1	0	0	1	0.29	0.1	0.22	0.2
58	0	1	0	0	1	0.29	0.1	0.22	0.2
59	0.0093	0	0	0.99	3	0.051	0	0.049	0
60	0	0	1	0	2	0	0	0.12	0.089
61	0.13	0	0	0.87	3	0.051	0	0.049	0
62	1	0	0	0	0	0.077	0.044	0.024	0
63	0	1	0	0	1	0.29	0.1	0.22	0.2
64	0	0	0.96	0.041	2	0	0	0.12	0.089
65	3.7e-06	0.053	0.94	0.01	2	0	0	0.12	0.089
66	0	1	0	0	1	0.29	0.1	0.22	0.2
67	0	0	1	0	2	0	0	0.12	0.089
68	0	1	0	0	1	0.29	0.1	0.22	0.2
69	0.91	0	0	0.095	0	0.077	0.044	0.024	0
70	0	1	0	0	1	0.29	0.1	0.22	0.2
71	0	1	0	0	1	0.29	0.1	0.22	0.2
72	0	0	0.00099	1	3	0.051	0	0.049	0
73	0	0	0.0032	1	3	0.051	0	0.049	0
74	0	0	0.36	0.64	3	0.051	0	0.049	0
75	0	0	0.0074	0.99	3	0.051	0	0.049	0
76	0	0	1	0	2	0	0	0.12	0.089
77	0	0	1	0	2	0	0	0.12	0.089
78	0	1	0	0	1	0.29	0.1	0.22	0.2
79	0	0	1	0	2	0	0	0.12	0.089
80	0	6.1e-05	1	0	2	0	0	0.12	0.089
81	0.072	4e-05	0	0.93	3	0.051	0	0.049	0
82	0	0	1	0	2	0	0	0.12	0.089
83	1	0	0	0	0	0.077	0.044	0.024	0
84	0	0	1	0	2	0	0	0.12	0.089
85	0	0	1	0	2	0	0	0.12	0.089
86	1	0	0	0	0	0.077	0.044	0.024	0
87	0	1	0	0	1	0.29	0.1	0.22	0.2
88	0	1	0	0	1	0.29	0.1	0.22	0.2
89	0	1	0	0	1	0.29	0.1	0.22	0.2
90	1	0	0	0	0	0.077	0.044	0.024	0
91	0	1	0	0	1	0.29	0.1	0.22	0.2
92	0	1	0	0	1	0.29	0.1	0.22	0.2
93	0	1	0	0	1	0.29	0.1	0.22	0.2
94	0	1	0	0	1	0.29	0.1	0.22	0.2
95	0	0	0.00046	1	3	0.051	0	0.049	0
96	1	0	0	0	0	0.077	0.044	0.024	0
97	0	1	0	0	1	0.29	0.1	0.22	0.2
98	0	1	0	0	1	0.29	0.1	0.22	0.2
99	0.95	0.053	0	0	0	0.077	0.044	0.024	0
100	0	1	0	0	1	0.29	0.1	0.22	0.2
101	0	0	1	0	2	0	0	0.12	0.089
102	0	1	0	0	1	0.29	0.1	0.22	0.2
103	0	0	0.67	0.33	2	0	0	0.12	0.089
104	0	1	0	0	1	0.29	0.1	0.22	0.2
105	1	0	0	0	0	0.077	0.044	0.024	0
106	0	0	1	0	2	0	0	0.12	0.089
107	0	0	0.82	0.18	2	0	0	0.12	0.089
108	0	0	1	0	2	0	0	0.12	0.089
109	0.00015	1	0	0.0011	1	0.29	0.1	0.22	0.2
110	0	1	0	0	1	0.29	0.1	0.22	0.2
111	1	0	0	0	0	0.077	0.044	0.024	0
112	9.6e-06	0	0.48	0.52	3	0.051	0	0.049	0
113	0.04	0	0	0.96	3	0.051	0	0.049	0
114	0	0	1	0	2	0	0	0.12	0.089
115	0	1	0	0	1	0.29	0.1	0.22	0.2
116	0	0	1	0	2	0	0	0.12	0.089
117	1	0	0	0	0	0.077	0.044	0.024	0
118	0	0.00021	1	0	2	0	0	0.12	0.089
119	0	0.71	0.29	0	1	0.29	0.1	0.22	0.2
120	0.0033	0	0	1	3	0.051	0	0.049	0
121	0	1	0	0	1	0.29	0.1	0.22	0.2
122	0	0	1	0	2	0	0	0.12	0.089
123	1	0	0	0	0	0.077	0.044	0.024	0
124	0.34	0	0	0.66	3	0.051	0	0.049	0
125	0	1	0	0	1	0.29	0.1	0.22	0.2
126	0	0	1	0	2	0	0	0.12	0.089
127	0	1	0	0	1	0.29	0.1	0.22	0.2
128	0	1	0	0	1	0.29	0.1	0.22	0.2
129	0	1	0	0	1	0.29	0.1	0.22	0.2
130	1	0	0	0	0	0.077	0.044	0.024	0
131	0	1	0	0	1	0.29	0.1	0.22	0.2
132	0	0	1	0	2	0	0	0.12	0.089
133	0.24	0	0	0.76	3	0.051	0	0.049	0
134	0.00011	0	0	1	3	0.051	0	0.049	0
135	1	0	0	0	0	0.077	0.044	0.024	0
136	0	0	0.00066	1	3	0.051	0	0.049	0
137	1	0	0	0	0	0.077	0.044	0.024	0
138	0	0	0	1	3	0.051	0	0.049	0
139	0	0	0	1	3	0.051	0	0.049	0
140	0	1	0	0	1	0.29	0.1	0.22	0.2
141	0	0	0	1	3	0.051	0	0.049	0
142	0	0	1	0	2	0	0	0.12	0.089
143	0.12	0	0	0.88	3	0.051	0	0.049	0
144	0	0	1	0	2	0	0	0.12	0.089
145	0	0	0	1	3	0.051	0	0.049	0
146	0.011	0	0	0.99	3	0.051	0	0.049	0
147	1	0	0	0	0	0.077	0.044	0.024	0
148	0.43	0.00016	0	0.57	3	0.051	0	0.049	0
149	0.056	0	0	0.94	3	0.051	0	0.049	0
150	1	0	0	0	0	0.077	0.044	0.024	0
151	0	0	0.058	0.94	3	0.051	0	0.049	0
152	0	1	0	0	1	0.29	0.1	0.22	0.2
153	0.077	0	0	0.92	3	0.051	0	0.049	0
154	0	0	1	0	2	0	0	0.12	0.089
155	0	1	0	0	1	0.29	0.1	0.22	0.2
156	0	3.7e-06	1	6.8e-05	2	0	0	0.12	0.089
157	0	0	1	0.001	2	0	0	0.12	0.089
158	0	1	0	0	1	0.29	0.1	0.22	0.2
159	1	0	0	0	0	0.077	0.044	0.024	0
160	0	0	1	0	2	0	0	0.12	0.089
161	0	0	1	0	2	0	0	0.12	0.089
162	0	1	0	0	1	0.29	0.1	0.22	0.2
163	0	1	0	0	1	0.29	0.1	0.22	0.2
164	0	1	0	0	1	0.29	0.1	0.22	0.2
165	0	0	0.87	0.13	2	0	0	0.12	0.089
166	0.0015	0	0	1	3	0.051	0	0.049	0
167	0	1	0	0	1	0.29	0.1	0.22	0.2
168	0	0	0	1	3	0.051	0	0.049	0
169	0	0	1	0	2	0	0	0.12	0.089
170	0	1	0	0	1	0.29	0.1	0.22	0.2
171	0	0	0.61	0.39	2	0	0	0.12	0.089
172	0.99	0.0063	0	0	0	0.077	0.044	0.024	0
