SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0.1	0.011	0.024	0
1	1	0	1e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0
2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.077	0.022	0.024	0.2
3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.077	0.022	0.024	0.2
4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0.1	0.011	0.024	0
5	0	0	1	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	2	0.23	0.1	0.22	0.2
6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00081	3	0	0.1	0	0
7	0	0	9.9e-05	0	0	0.98	0	0	0	0	0	0.014	0.0013	0	0.00024	0	5	0	0	0.28	0.089
8	0.37	0	0.58	0	0.041	0.011	0	0	0	0	0	0	0	0	0	0	2	0.23	0.1	0.22	0.2
9	0	1	5e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.077	0.022	0.024	0.2
10	0	0	0	0	0	0	0	0	0	0	0.97	0.029	0	0	0.0059	0	10	0	0	0	0.16
11	0	0	2.7e-06	0	0	0.99	0	0	0	0	0	0.0059	1.8e-05	0	0.00013	0	5	0	0	0.28	0.089
12	0	0	0	0	0	0	0	0	0	0	1	0.0029	0	0	0.00044	0	10	0	0	0	0.16
13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0.16
14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.23	0.1	0.22	0.2
15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.23	0.1	0.22	0.2
16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00021	3	0	0.1	0	0
17	0	0	0	0	9.2e-06	0	0	0	0	0	0	0	0	1	0	0	13	0.1	0.011	0.024	0
18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.077	0.022	0.024	0.2
19	0	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0.018	3	0	0.1	0	0
20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0.1	0.011	0.024	0
21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0.1	0.011	0.024	0
22	0	0	0.0085	0	0	0	0.99	0	0	0	0	0	0	0	0	0	6	0.29	0.19	0.41	0.27
23	0	0.00038	0.2	0	0	0	0	0	0	0	0.8	0	0.00021	0	0	0	10	0	0	0	0.16
24	0	0	0	0	7.2e-05	0	0	0	0	0	0	0	0	1	0	0	13	0.1	0.011	0.024	0
