SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	1	0	0	0	0	0	2	0.077	0	0.024	0
1	0	0.99	0	0	0.0091	0	0	0	1	0.026	0.011	0.073	0
2	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
3	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
4	0	0	1	0	0	0	0	0	2	0.077	0	0.024	0
5	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
6	0	0	0	1	0	0	0	0	3	0.026	0.1	0.024	0
7	1	0	0	0	0	0.00022	0	0	0	0.026	0.011	0.024	0.2
8	0	7.3e-05	0	0	1	0	0	0	4	0	0	0.28	0
9	0.54	0	0	0	0	0.46	0	0	0	0.026	0.011	0.024	0.2
10	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
11	1	0	0	0	0	0.0014	0	0	0	0.026	0.011	0.024	0.2
12	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
13	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
14	1.4e-05	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
15	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
16	0	0	0	1	0	0	0	0	3	0.026	0.1	0.024	0
17	0	0	0	0	0	0	0	1	7	0.23	0.1	0.049	0
18	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
19	0	8.3e-06	0	1	0	0	0	0	3	0.026	0.1	0.024	0
20	0	0	0	0	0	0	0	1	7	0.23	0.1	0.049	0
21	0	0.0004	1	0	0	0	0	0	2	0.077	0	0.024	0
22	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
23	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
24	0	0	0	0	0	0	0	1	7	0.23	0.1	0.049	0
25	0.98	0	0	0	0	0.018	0	0	0	0.026	0.011	0.024	0.2
26	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
27	0	0.00016	0	0	1	0	0	2.5e-06	4	0	0	0.28	0
28	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
29	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
30	0	1	0	0	0	0	0	0	1	0.026	0.011	0.073	0
31	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
32	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
33	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
34	0	1	0	0	0	0	0	0	1	0.026	0.011	0.073	0
35	0	8.4e-06	0	0	1	0	0	0	4	0	0	0.28	0
36	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
37	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
38	0	0	0	1	0	0	0	0	3	0.026	0.1	0.024	0
39	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
40	0	0	0	0	1	0	0	0	4	0	0	0.28	0
41	0	0	1	0	0	0	0	0	2	0.077	0	0.024	0
42	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
43	0	0	1	0	0	0	0	0	2	0.077	0	0.024	0
44	0	1	0	0	0	0	0	0	1	0.026	0.011	0.073	0
45	1.5e-06	0.97	0	0.025	0	0	0	0.00045	1	0.026	0.011	0.073	0
46	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
47	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
48	0	1	0.00013	0	0	0	0	0	1	0.026	0.011	0.073	0
49	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
50	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
51	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
52	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
53	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
54	0	0.00018	1	2.7e-06	0	0	0	0.00018	2	0.077	0	0.024	0
55	0	0	1	0	0	0	0	0	2	0.077	0	0.024	0
56	0	0.043	0	0	0.96	0	0	0	4	0	0	0.28	0
57	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
58	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
59	0	0	1	0	0	0	0	0	2	0.077	0	0.024	0
60	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
61	0	0	1	0	0	0	0	0	2	0.077	0	0.024	0
62	0	2.4e-05	0	1	0	0	0	0	3	0.026	0.1	0.024	0
63	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
64	0	0.3	0	0	0.058	0	0	0.64	7	0.23	0.1	0.049	0
65	0	0.0032	0	0	0.99	0.0089	0	0.00046	4	0	0	0.28	0
66	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
67	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
68	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
69	0	0	0.82	0	0	0	0	0.18	2	0.077	0	0.024	0
70	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
71	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
72	0	1	0	0	0	0	0	0	1	0.026	0.011	0.073	0
73	0	1	0	0	0	0	0	0	1	0.026	0.011	0.073	0
74	0	0.97	1.3e-05	0	0.032	0	0	2e-06	1	0.026	0.011	0.073	0
75	0	1	0	0	8.3e-06	0	0	0	1	0.026	0.011	0.073	0
76	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
77	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
78	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
79	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
80	1	0	0	0	0	1.3e-06	0	0	0	0.026	0.011	0.024	0.2
81	0	0	1	0	0	0	0	0	2	0.077	0	0.024	0
82	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
83	0	1.8e-05	0	0	0	0	0	1	7	0.23	0.1	0.049	0
84	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
85	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
86	0	0	0	1	0	0	0	0	3	0.026	0.1	0.024	0
87	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
88	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
89	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
90	0	0.11	0	0.89	0	0	0	0	3	0.026	0.1	0.024	0
91	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
92	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
93	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
94	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
95	0	0.00077	0	0	1	0	0	0	4	0	0	0.28	0
96	0	0	0	1	0	0	0	0	3	0.026	0.1	0.024	0
97	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
98	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
99	0	1.1e-05	0	5e-05	0	0.00046	0	1	7	0.23	0.1	0.049	0
100	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
101	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
102	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
103	0	0.81	0	0	0.19	0	0	0	1	0.026	0.011	0.073	0
104	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
105	0	1	0	0	0	0	0	0	1	0.026	0.011	0.073	0
106	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
107	0	0.077	0	0	0.92	0	0	0	4	0	0	0.28	0
108	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
109	0	3.4e-06	1	0	0	0	0	0	2	0.077	0	0.024	0
110	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
111	0	0	0	0	0	0	0	1	7	0.23	0.1	0.049	0
112	0	0.97	0.00022	0	0.03	0	0	0	1	0.026	0.011	0.073	0
113	0	0	1	0	0	0	0	0	2	0.077	0	0.024	0
114	0	0	0	0	1	0	0	0	4	0	0	0.28	0
115	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
116	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
117	0	1	0	0	0	0	0	0	1	0.026	0.011	0.073	0
118	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
119	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
120	0	0	1	0	0	0	0	0	2	0.077	0	0.024	0
121	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
122	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
123	0	0	0	1	0	0	0	0.0012	3	0.026	0.1	0.024	0
124	0	0.00076	1	2.1e-05	0	0	0	0	2	0.077	0	0.024	0
125	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
126	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
127	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
128	0	0	0	0	0	0.0036	1	0	6	0.77	0.72	0.78	0.2
129	0	0	0	0	0	0	0	1	7	0.23	0.1	0.049	0
130	0	0	0	0	0	0	0	1	7	0.23	0.1	0.049	0
131	0	0	0	0	0	1	0	0	5	0.23	0.1	0.28	0.2
132	1	0	0	0	0	0	0	0	0	0.026	0.011	0.024	0.2
133	0	0	1	0	0	0	0	0	2	0.077	0	0.024	0
134	0	0	1	0	0	0	0	0	2	0.077	0	0.024	0
135	0	1	0	0	0	0	0	0	1	0.026	0.011	0.073	0
136	0	0.0011	0	0	0	0	0	1	7	0.23	0.1	0.049	0
