SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.1	0.011	0.024	0
1	0	0	0	0	0	0	0	0	0	0.5	0	0.00017	0	0	0	0.5	0	0	0	9	0	0	0.12	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.026	0.011	0.024	0.2
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.026	0.011	0.024	0.2
4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.1	0.011	0.024	0
5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.41	0.19	0.47	0.33
6	0	0	0.00082	0	0	0.49	0	0	0.49	0	0	0	0.024	0	0	0	0	0	0	5	0	0.1	0	0
7	0	0	0	0.94	0	0	0	0.055	0	0	0	1.8e-06	0	0	0	0	0.0012	0	0	3	0.23	0	0.22	0.044
8	0	0	0	0.02	0	0	0.0061	5.7e-05	0	0.49	0	6.9e-05	0.0022	0	0	0.49	0	0	0	9	0	0	0.12	0
9	0	0	0	0	0	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	1	18	0.23	0.19	0.087	0.089
10	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	3.7e-05	0	0	0.83	0	17	0	0	0	0.18
11	0	0	0	0.97	0	0	0	0.034	0	0	0	0	0	0	0	0	1.8e-05	0	0	3	0.23	0	0.22	0.044
12	0	0	0	1e-05	0	0	0	0.054	0	0	0	0	0	0	4.4e-05	0	0	0.95	0	17	0	0	0	0.18
13	0	0	0	0.99	0	0	0	1.7e-05	0	0	0	0	0	0	0	0	0	0.0072	0	3	0.23	0	0.22	0.044
14	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	0.043	11	0.23	0.1	0.073	0.2
15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.41	0.19	0.47	0.33
16	0	0	0.00021	0	0	0.47	0	0	0.47	0	0	0	0.056	0	0	0	0	0	0	5	0	0.1	0	0
17	0	0	0	0	0.00037	0	0	0	0	0	0	0	0.93	0	0	0	0	0	0.067	12	0.23	0.089	0.22	0
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.026	0.011	0.024	0.2
19	0	0	0.019	0	0	0.49	0	0	0.49	0	0	0	0	0	0	0	0	0	0	5	0	0.1	0	0
20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.1	0.011	0.024	0
21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.1	0.011	0.024	0
22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.41	0.19	0.47	0.33
23	0	0	0	0	0	0	0	0.083	0	0	0	0	0	0	0.006	0	0.00028	0.91	0	17	0	0	0	0.18
24	0	0	0	0	1	0	0	0	0	0	0	0	4.1e-06	0	0	0	0	0	0	4	0.1	0.011	0.024	0
25	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0.83	18	0.23	0.19	0.087	0.089
26	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0.17	0.1	0.28	0.27
27	0	0	0	0	0	0	0.00019	5e-06	0	0.5	0	0	0	0	0	0.5	0	0	0	9	0	0	0.12	0
28	0	0	0	0	0	0	0	0.047	0	0	0	0	0	0	0.00011	0	4.4e-06	0.95	0	17	0	0	0	0.18
29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.41	0.19	0.47	0.33
30	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0.026	0.1	0.22	0
31	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0.22	0.2
