SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
1	0	0	0	0	1	0	0	0	0	1.1e-05	4	0	0	0.12	0
2	0.69	0	0	0.0043	0	0	0	0	0	0.3	0	0.17	0.1	0.087	0.089
3	0	0	0	0.0037	0	0	0	0	0	1	9	0.23	0.1	0.22	0.2
4	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
5	0	0	0	0	0	0.014	0	0	0	0.99	9	0.23	0.1	0.22	0.2
6	0	1	0	0	0	0	0	0	0	0	1	0.026	0.1	0	0
7	0	0	0	0	0	0	1	0	2e-05	4.7e-05	6	0.23	0.011	0.22	0.022
8	0	0	0	0	0.35	0	0.044	0	0	0.61	9	0.23	0.1	0.22	0.2
9	1	0	0	0	0	0	0	0	0	0	0	0.17	0.1	0.087	0.089
10	0	0	0	0	0	0	0	0	1	0	8	0	0	0.024	0.2
11	0	0	0	0	0	0	1	0	0	0	6	0.23	0.011	0.22	0.022
12	0	0	0	0	0	0	0	0	1	3.1e-06	8	0	0	0.024	0.2
13	0	0	0	0	0	0	1	0	0.00074	0	6	0.23	0.011	0.22	0.022
14	0	0	0	0	0	0	1	0	0	1.7e-05	6	0.23	0.011	0.22	0.022
15	0	0	0	0	0	0	0	0	0	1	9	0.23	0.1	0.22	0.2
16	0	1	0	0	0	0	1.4e-06	0	0	0	1	0.026	0.1	0	0
17	1	0	0	0	0	0	0	0	0	0	0	0.17	0.1	0.087	0.089
18	0	0	0	0.00018	0	0	0	0	0	1	9	0.23	0.1	0.22	0.2
19	0	1	0	0	0	0	0	0	0	0	1	0.026	0.1	0	0
20	1	0	0	0	0	0	0	0	0	0	0	0.17	0.1	0.087	0.089
21	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
22	0	0	0	0	0	0.98	0	0	0	0.017	5	0.35	0.19	0.47	0.27
23	0	0	0	0	0	0	0	0	0.24	0.76	9	0.23	0.1	0.22	0.2
24	0.39	0	0	0	0	0	0.61	0	0	0	6	0.23	0.011	0.22	0.022
25	0.9	0	0	0	0	0	0.095	0	0	0	0	0.17	0.1	0.087	0.089
26	0	0	0	0	0	0	0	0	0	1	9	0.23	0.1	0.22	0.2
27	0	0	0	0	1	0	0	0	0	4.3e-06	4	0	0	0.12	0
28	0	0	0	0	0	0	0	0	0.088	0.91	9	0.23	0.1	0.22	0.2
29	0	0	0	0	0	0.0013	0	0	0	1	9	0.23	0.1	0.22	0.2
30	0	0	0	0	0	0	1	0	0	0	6	0.23	0.011	0.22	0.022
31	0	0	0	0	0	0	1	0	0	0	6	0.23	0.011	0.22	0.022
32	0	0	0	0	0	0.14	0	0	0	0.86	9	0.23	0.1	0.22	0.2
33	0	0	0	0	0	0	0	0	0.0016	1	9	0.23	0.1	0.22	0.2
34	0	0	0	0	0	0	1	0	0	0	6	0.23	0.011	0.22	0.022
35	0	0	0	0	1	0	5.6e-05	0	0	0.004	4	0	0	0.12	0
36	0	0	0	0	0	0.99	0	0	0	0.011	5	0.35	0.19	0.47	0.27
37	0	0	0	0	0	0	0	0	1	0	8	0	0	0.024	0.2
38	0	1	0	0	0	0	0	0	0	0	1	0.026	0.1	0	0
39	0	0	0	0	0	0.00016	0	0	0	1	9	0.23	0.1	0.22	0.2
40	0	0	0	0	1	0	0	0	0	0	4	0	0	0.12	0
41	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
42	0	0	0	0	0	0.81	0	0	0	0.19	5	0.35	0.19	0.47	0.27
43	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
44	1.5e-05	0	0	0	0	0	1	0	0	0	6	0.23	0.011	0.22	0.022
45	4.1e-06	1	0	0	0	0	0	0	0	0	1	0.026	0.1	0	0
46	0	0	0	0	0	0	0	0	0	1	9	0.23	0.1	0.22	0.2
47	1	0	0	0	0	0	0	0	0	0	0	0.17	0.1	0.087	0.089
48	0.00012	0	0.53	0	0	0	0.47	0	0	0	2	0.077	0	0.024	0
49	0	0	0	0	0	0	0	0	1	0	8	0	0	0.024	0.2
50	0	0	0	0	0	0.97	0	0	0	0.028	5	0.35	0.19	0.47	0.27
51	0	0	0	0	0	0	0	0	1.1e-06	1	9	0.23	0.1	0.22	0.2
52	1	0	0	0	0	0	0	0	0	0	0	0.17	0.1	0.087	0.089
53	0	0	0	0	0	0.61	0	0	0	0.39	5	0.35	0.19	0.47	0.27
54	0	2e-05	1	0	0	0	2.8e-06	0	0	0	2	0.077	0	0.024	0
55	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
56	0	0	0	0	1	0	0	0	0	0	4	0	0	0.12	0
57	0	0	0	0	0	0	0	0	0	1	9	0.23	0.1	0.22	0.2
58	0	0	0	0	0	0.38	0	0	0	0.62	9	0.23	0.1	0.22	0.2
59	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
60	0	0	0	0	0	0	0	0	1	1.4e-06	8	0	0	0.024	0.2
61	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
62	0	1	0	0	0	0	0	0	0	0	1	0.026	0.1	0	0
63	0	0	0	0	0	0.47	0	0	0	0.53	9	0.23	0.1	0.22	0.2
64	0	0	0	0	1	0	0	0	0	0	4	0	0	0.12	0
65	0	0	0	0	0.99	0	0.0003	0	0	0.014	4	0	0	0.12	0
66	0	0	0	0	0	1	0	0	0	3.6e-05	5	0.35	0.19	0.47	0.27
67	0	0	0	0.084	0	0	0	0	0.92	0	8	0	0	0.024	0.2
68	0	0	0	0	0	1	0	0	0	0	5	0.35	0.19	0.47	0.27
69	5.6e-05	0	1	0	0	0	0.00058	0	0	0	2	0.077	0	0.024	0
70	1	0	0	0	0	0	0	0	0	0	0	0.17	0.1	0.087	0.089
71	0	0	0	0	0	0	1	0	0	0	6	0.23	0.011	0.22	0.022
72	0	0	0	0	1	0	0	0	0	0	4	0	0	0.12	0
73	0	0	0	0	1	0	0	0	0.0033	0	4	0	0	0.12	0
74	0	0	0	0	1	0	3.5e-05	0	0	0	4	0	0	0.12	0
75	0	0	0	0	1	0	0	0	0	0	4	0	0	0.12	0
76	0	0	0	0	0	0	0	0	1	0	8	0	0	0.024	0.2
77	0	0	0	0	0	0	0	0	1	0	8	0	0	0.024	0.2
78	1	0	0	0	0	0	0	0	0	0	0	0.17	0.1	0.087	0.089
79	0	0	0	0	0	0	0	0	1	0	8	0	0	0.024	0.2
80	0	0	0	0	0	0	0	0	1	2.9e-06	8	0	0	0.024	0.2
81	0	0	1	0	0	0	5.1e-06	0	0	0	2	0.077	0	0.024	0
82	0	0	0	0	0	0	0	0	1	0	8	0	0	0.024	0.2
83	0.93	0	0	0	0	0	0.066	0	0	0	0	0.17	0.1	0.087	0.089
84	0	0	0	0	0	0	0	0	1	0	8	0	0	0.024	0.2
85	0	0	0	0	0	0	1	0	3.3e-05	0	6	0.23	0.011	0.22	0.022
86	0	1	0	0	0	0	0	0	0	0	1	0.026	0.1	0	0
87	0.0035	0	0	0	0	0.00052	0	0	0	1	9	0.23	0.1	0.22	0.2
88	0	0	0	0	0	0.93	0	0	0	0.069	5	0.35	0.19	0.47	0.27
89	0	0	0	0	0	0.015	0	0	0	0.99	9	0.23	0.1	0.22	0.2
90	0	1	0	0	0	0	0	0	0	0	1	0.026	0.1	0	0
91	0	0	0	0	0	0.033	0	0	0	0.97	9	0.23	0.1	0.22	0.2
92	0	0	0	0	0	0	0	0	0	1	9	0.23	0.1	0.22	0.2
93	1	0	0	0	0	0	0	0	0	0	0	0.17	0.1	0.087	0.089
94	0	0	0	0	0	8.9e-06	0	0	0	1	9	0.23	0.1	0.22	0.2
95	0	0	0	0	1	0	0	0	0	0	4	0	0	0.12	0
96	0	1	0	0	0	0	0	0	0	0	1	0.026	0.1	0	0
97	0	0	0	0	0	0.02	0	0	0	0.98	9	0.23	0.1	0.22	0.2
98	0	0	0	0	0	0	0	0	0	1	9	0.23	0.1	0.22	0.2
99	0.99	0	0	0.00031	0	0	0.0067	0	0	0.0068	0	0.17	0.1	0.087	0.089
100	0	0	0	0	0	0.021	0	0	0	0.98	9	0.23	0.1	0.22	0.2
101	0	0	0	0	0	0	0	0	1	0	8	0	0	0.024	0.2
102	0	0	0	0	0	0.0045	0	0	0	1	9	0.23	0.1	0.22	0.2
103	0	0	0	0	1	0	0	0	0	0	4	0	0	0.12	0
104	0	0	0	0.0027	0	0	0	0	0	1	9	0.23	0.1	0.22	0.2
105	0	0	0	0	0	0	1	0	0	0	6	0.23	0.011	0.22	0.022
106	0	0	0	0	0	0	0	0	1	0	8	0	0	0.024	0.2
107	0	0	0	0	1	0	0	0	0	0	4	0	0	0.12	0
108	0	0	0	0	0	0	0	0	1	0	8	0	0	0.024	0.2
109	0	0	1	0	0	0	5.6e-05	0	0	0	2	0.077	0	0.024	0
110	0	0	0	0	0	0	0	0	0	1	9	0.23	0.1	0.22	0.2
111	1	0	0	1.4e-05	0	3.1e-06	0.00035	0	0	0	0	0.17	0.1	0.087	0.089
112	0	0	0	0	1	0	0	0	0.00016	0	4	0	0	0.12	0
113	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
114	0	0	0	0	0.03	0	0.97	0	0	0	6	0.23	0.011	0.22	0.022
115	0	0	0	0	0	3.3e-06	0	0	0	1	9	0.23	0.1	0.22	0.2
116	0	0	0	6.9e-06	0	0	0	0	1	0	8	0	0	0.024	0.2
117	0	1	0	0	0	0	0	0	0	0	1	0.026	0.1	0	0
118	0	0	0	0	0	0	0.0079	0	0	0.99	9	0.23	0.1	0.22	0.2
119	0	0	0	0	0	0.00026	0.00096	0	0	1	9	0.23	0.1	0.22	0.2
120	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
121	1	0	0	0	0	0	0	0	0	0	0	0.17	0.1	0.087	0.089
122	0	0	0	0	0	0	0	0	1	0	8	0	0	0.024	0.2
123	0	1	0	0	0	0	0	0	0	0	1	0.026	0.1	0	0
124	0	0.00011	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
125	0	0	0	0	0	0	0	0	0	1	9	0.23	0.1	0.22	0.2
126	0	0	0	0.068	0	0	0	0	0.93	0	8	0	0	0.024	0.2
127	0.37	0	0	0.63	0	0	0	0	0	0	3	0.23	0.1	0.024	0.2
128	0	0	0	0	0	1	0	0	0	0	5	0.35	0.19	0.47	0.27
129	0.00015	0	0	0.006	0	0	0	0	0	0.99	9	0.23	0.1	0.22	0.2
130	0	0	0	1	0	0	0	0	0	0	3	0.23	0.1	0.024	0.2
131	0	0	0	0	0	0.00067	0	0	0	1	9	0.23	0.1	0.22	0.2
132	0	0	0	0	0	0	0	0	1	0	8	0	0	0.024	0.2
133	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
134	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
135	0	1	0	0	0	0	0	0	0	0	1	0.026	0.1	0	0
136	0	0	0	0	1	0	0	0	0	0	4	0	0	0.12	0
137	1	0	0	8.3e-05	0	0	0	0	0	0	0	0.17	0.1	0.087	0.089
138	0	0	0	0	1	0	0	0	0	0	4	0	0	0.12	0
139	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
140	0.0017	0	0	1	0	0	0	0	0	0	3	0.23	0.1	0.024	0.2
141	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
142	0	0	0	0	0	0	0	0	1	0	8	0	0	0.024	0.2
143	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
144	0	0	0	0	0	0.00031	0	0	1	0	8	0	0	0.024	0.2
145	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
146	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
147	1	0	0	0	0	0	0	0	0	0	0	0.17	0.1	0.087	0.089
148	0	2.3e-05	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
149	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
150	1	0	0	7.9e-06	0	0	0.00026	0	0	0	0	0.17	0.1	0.087	0.089
151	0	0	0	0	1	0	0	0	0	0	4	0	0	0.12	0
152	0	0	0	0	0	0	0	0	0	1	9	0.23	0.1	0.22	0.2
153	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
154	0	0	0	0	1	0	0	0	0	0	4	0	0	0.12	0
155	0	0	0	0	0	0.12	0	0	0	0.88	9	0.23	0.1	0.22	0.2
156	0	0	0	0	0.99	0	0.0057	0	0	2.3e-05	4	0	0	0.12	0
157	0	0	0	0	1	0	0	0	0	7.5e-06	4	0	0	0.12	0
158	0	0	0	0	0	0.022	0	0	0	0.98	9	0.23	0.1	0.22	0.2
159	0.88	0	0	0	0	0	0.12	0	0	0	0	0.17	0.1	0.087	0.089
160	0	0	0	0	0	0	0	0	0.014	0.99	9	0.23	0.1	0.22	0.2
161	0	0	0	0	0	0	0	0	0	1	9	0.23	0.1	0.22	0.2
162	0	0	0	0	0	0.014	0	0	0	0.99	9	0.23	0.1	0.22	0.2
163	0	0	0	0	0	1	0	0	0	0	5	0.35	0.19	0.47	0.27
164	0	0	0	0	0	7.7e-05	0	0	0	1	9	0.23	0.1	0.22	0.2
165	0	0	0	0	1	0	0	0	0	0	4	0	0	0.12	0
166	0	0	1	0	0	0	0	0	0	0	2	0.077	0	0.024	0
167	0	0	0	0	0	0.17	0	0	0	0.83	9	0.23	0.1	0.22	0.2
168	0	0	0	0	0	0	1	0	0	0	6	0.23	0.011	0.22	0.022
169	0	0	0	0	1	0	0	0	0	0	4	0	0	0.12	0
170	0	0	0	0	0	0	0	0	0	1	9	0.23	0.1	0.22	0.2
171	0	0	0	0	1	0	0	0	0	0	4	0	0	0.12	0
