SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2
0	0	0.13	0.0092	0.19	3e-06	0.031	0	0	0.64	0	8	0.22	0.42	0.22
1	0.008	0.96	0	4e-05	0.027	0	0	0.00057	0.00031	0	1	0.14	0.31	0.14
2	0	0.14	0	0.22	0	0	0	0	0.64	0	8	0.22	0.42	0.22
3	0.015	0.012	0	0	0.29	0	0	0.69	0	0	7	0.078	0.17	0.078
4	0	0.24	0.24	0.21	0	0.097	0	0	0.21	0	2	0.3	0.74	0.3
5	0	0.02	0	0.53	6.5e-06	0	0	0	0.45	0	3	0.22	0.47	0.22
6	0	0.04	0.63	0.065	0	0.17	0	0	0.098	0	2	0.3	0.74	0.3
7	0	0.91	0.0049	0.019	0	0.046	0	0	0.017	0	1	0.14	0.31	0.14
8	0	0.84	0	0.14	0	1.9e-05	0	0	0.017	0	1	0.14	0.31	0.14
9	0	0.18	0	0.013	0.8	0	0	0	0.0057	0	4	0.093	0.26	0.14
10	0	0.00067	0.93	0.0071	0	0.053	0	0	0.0077	0	2	0.3	0.74	0.3
11	0.0038	0.97	0	0.0002	0.021	0	0	0	0.00066	0	1	0.14	0.31	0.14
12	2.5e-05	0.98	0	0	0.021	0	0	0	0	0	1	0.14	0.31	0.14
13	0	0.21	0.13	0.28	0	0.083	0	0	0.3	0	8	0.22	0.42	0.22
14	0.00065	1	0	0	2.3e-06	0	0	0	0	0	1	0.14	0.31	0.14
15	0	0.92	0.00053	0.0053	0	0.024	0	0	0.054	0	1	0.14	0.31	0.14
16	0	0	0	0.59	0	0	0	0	0.41	0	3	0.22	0.47	0.22
17	6.7e-05	0.22	0	0.32	0.0025	1.8e-05	0	0	0.46	0	8	0.22	0.42	0.22
18	0	0.85	0.0036	0.029	0	0.035	0	0	0.084	0	1	0.14	0.31	0.14
19	0	0.15	0.22	0.34	0	0.086	0	0	0.21	0	3	0.22	0.47	0.22
20	2.9e-05	0.39	0	0.15	0.00026	0	0	0	0.46	0	8	0.22	0.42	0.22
21	0	0.65	0.1	0.079	0	0.08	0	0	0.087	0	1	0.14	0.31	0.14
22	0	2.3e-05	1.5e-06	0.21	0	1.7e-06	0	0	0.79	0	8	0.22	0.42	0.22
23	0	0.41	0.095	0.25	3e-06	0.052	0	0	0.19	0	1	0.14	0.31	0.14
24	0.00038	0.67	0	0.11	0.0035	0	0	0	0.22	0	1	0.14	0.31	0.14
25	0	0.039	0	0.53	0	0.0001	0	0	0.43	0	3	0.22	0.47	0.22
26	0	0.19	0.71	0.018	0	0.069	0	0	0.012	0	2	0.3	0.74	0.3
27	0	0.99	0	0.0046	0.0021	0	0	0	0.001	0	1	0.14	0.31	0.14
28	0	0	0	0	0	0	0	1	0	0	7	0.078	0.17	0.078
29	0	0.62	0.15	0.012	0	0.2	0	0	0.023	0	1	0.14	0.31	0.14
30	0	0.095	0	0.77	0.00013	2.7e-05	0	0	0.14	0	3	0.22	0.47	0.22
31	0	0.78	0.13	0.042	0	0.033	0	0	0.011	0	1	0.14	0.31	0.14
32	0	0.98	0	0.015	1.2e-05	0	0	0	0.001	0	1	0.14	0.31	0.14
33	0	0.52	0.087	0.19	0	0.08	0	0	0.12	0	1	0.14	0.31	0.14
34	2.1e-06	0.056	2.8e-05	0.67	0.00026	0.00044	0	0	0.28	0	3	0.22	0.47	0.22
35	0	0.033	0	0.88	0	0	0	0	0.091	0	3	0.22	0.47	0.22
36	0	0.54	0.4	0.025	0	0.02	0	0	0.0087	0	1	0.14	0.31	0.14
37	0	0.34	0.022	0.37	0.0047	0.01	0	0	0.26	0	3	0.22	0.47	0.22
38	0	0	0	0	0	0	0	1	0	0	7	0.078	0.17	0.078
