SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0	dcf1	dcf2
0	0.04	0.96	0	0	0.00022	1	0.22	0.42	0.22
1	1	0.00031	0	0	0.0004	0	0.14	0.26	0.14
2	0.052	0.95	0	0	0.00054	1	0.22	0.42	0.22
3	1	0	0.00051	0	0	0	0.14	0.26	0.14
4	0.031	0.97	0	0	0	1	0.22	0.42	0.22
5	0.52	0.48	0	0	0.0005	0	0.14	0.26	0.14
6	7.6e-05	1	0	0	0	1	0.22	0.42	0.22
7	0.97	0.034	0	0	0	0	0.14	0.26	0.14
8	0.9	0.1	0	0	0	0	0.14	0.26	0.14
9	0.99	0.0069	0	0	0	0	0.14	0.26	0.14
10	0	1	0	0	0	1	0.22	0.42	0.22
11	1	0.0028	0	0	0.00016	0	0.14	0.26	0.14
12	1	0	0	0	0	0	0.14	0.26	0.14
13	0.099	0.9	0	0	0	1	0.22	0.42	0.22
14	1	0	0	0	0	0	0.14	0.26	0.14
15	0.62	0.38	0	0	0	0	0.14	0.26	0.14
16	0.00011	1	0	0	0	1	0.22	0.42	0.22
17	0.31	0.69	0	0	0.00056	1	0.22	0.42	0.22
18	0.7	0.3	0	0	0	0	0.14	0.26	0.14
19	0.091	0.91	0	0	0	1	0.22	0.42	0.22
20	0.11	0.89	0	0	0.0011	1	0.22	0.42	0.22
21	0.82	0.18	0	0	0	0	0.14	0.26	0.14
22	8.5e-05	1	0	0	0	1	0.22	0.42	0.22
23	0.61	0.39	0	0	0	0	0.14	0.26	0.14
24	0.6	0.39	0	0	0.0057	0	0.14	0.26	0.14
25	0.22	0.78	0	0	0	1	0.22	0.42	0.22
26	0.99	0.0057	0	0	0	0	0.14	0.26	0.14
27	1	0.00075	0	0	1.8e-05	0	0.14	0.26	0.14
28	0	0	1	0	0	2	0.062	0.12	0.062
29	0.91	0.091	0	0	0	0	0.14	0.26	0.14
30	0.46	0.54	0	0	0	1	0.22	0.42	0.22
31	0.98	0.017	0	0	0	0	0.14	0.26	0.14
32	1	5.3e-05	0	0	3.5e-05	0	0.14	0.26	0.14
33	0.69	0.31	0	0	0	0	0.14	0.26	0.14
34	0.18	0.82	0	0	0.00025	1	0.22	0.42	0.22
35	0.75	0.25	0	0	7.8e-06	0	0.14	0.26	0.14
36	0.99	0.0071	0	0	0	0	0.14	0.26	0.14
37	0.58	0.42	0	0	0	0	0.14	0.26	0.14
38	0	0	1	0	0	2	0.062	0.12	0.062
39	0.14	0.86	0	0	0	1	0.22	0.42	0.22
40	0.97	4.3e-05	0	0	0.033	0	0.14	0.26	0.14
41	0.43	0.57	0	0	0	1	0.22	0.42	0.22
42	0.88	0.12	0	0	0	0	0.14	0.26	0.14
43	0.11	0.89	0	0	0	1	0.22	0.42	0.22
44	0.74	0.26	0	0	4.2e-05	0	0.14	0.26	0.14
45	1	3.7e-05	0	0	0	0	0.14	0.26	0.14
46	0.99	0.0054	0	0	0	0	0.14	0.26	0.14
47	0.89	0.11	0	0	0.0079	0	0.14	0.26	0.14
48	0.11	0.89	0	0	0	1	0.22	0.42	0.22
49	0.93	0.065	0	0	2.3e-05	0	0.14	0.26	0.14
50	0.036	0.96	0	0	8.4e-06	1	0.22	0.42	0.22
51	0.91	0.093	0	0	0	0	0.14	0.26	0.14
52	0.011	0.99	0	0	0	1	0.22	0.42	0.22
53	0.0087	0.99	0	0	0	1	0.22	0.42	0.22
54	1	0	0	0	0	0	0.14	0.26	0.14
55	0.64	0.36	0	0	9.1e-06	0	0.14	0.26	0.14
56	0	0	1	0	0	2	0.062	0.12	0.062
57	0.01	0.99	0	0	1.3e-05	1	0.22	0.42	0.22
58	0.0083	0.99	0	0	1.7e-05	1	0.22	0.42	0.22
59	0.0014	1	0	0	1.5e-05	1	0.22	0.42	0.22
60	0.69	0.31	0	0	0	0	0.14	0.26	0.14
61	1	0	0	0	0	0	0.14	0.26	0.14
62	1	0	1.6e-05	0	0	0	0.14	0.26	0.14
63	1	0	0	0	0	0	0.14	0.26	0.14
64	1	0	0	0	0	0	0.14	0.26	0.14
65	1	0.0035	0	0	9.1e-05	0	0.14	0.26	0.14
66	1	0	0	0	0	0	0.14	0.26	0.14
67	1	0	2.8e-06	0	0	0	0.14	0.26	0.14
68	1	1.7e-05	0	0	8.7e-06	0	0.14	0.26	0.14
69	0.94	0.064	0	0	0.00053	0	0.14	0.26	0.14
70	0.004	1	0	0	0	1	0.22	0.42	0.22
71	1	0	0	0	2e-06	0	0.14	0.26	0.14
72	0.74	0.26	0	0	0	0	0.14	0.26	0.14
73	0	0	1	0	0	2	0.062	0.12	0.062
74	0.97	0.027	0	0	0.00013	0	0.14	0.26	0.14
75	1	3.3e-06	0	0	0	0	0.14	0.26	0.14
76	0.99	0.014	0	0	9.2e-06	0	0.14	0.26	0.14
77	0.82	0.18	0	0	0.001	0	0.14	0.26	0.14
78	0.97	0.03	0	0	5.7e-05	0	0.14	0.26	0.14
79	0.77	0.23	0	0	0.0079	0	0.14	0.26	0.14
80	0.83	0.17	0	0	1.9e-05	0	0.14	0.26	0.14
81	0.49	0.51	0	0	0	1	0.22	0.42	0.22
82	0.00017	1	0	0	0	1	0.22	0.42	0.22
83	0.86	0.14	0	0	0.00016	0	0.14	0.26	0.14
84	1	0	0	0	0	0	0.14	0.26	0.14
85	0.012	0.99	0	0	0.00025	1	0.22	0.42	0.22
86	0.97	0.025	0	0	0.0013	0	0.14	0.26	0.14
87	1	0	0	0	0	0	0.14	0.26	0.14
88	1	0	0	0	0	0	0.14	0.26	0.14
89	1	0	0	0	0	0	0.14	0.26	0.14
90	0.34	0.66	0	0	0.00061	1	0.22	0.42	0.22
91	0.8	0.2	0	0	0	0	0.14	0.26	0.14
92	0.0031	1	0	0	3.7e-05	1	0.22	0.42	0.22
93	1	0	0	0	0	0	0.14	0.26	0.14
94	0.9	0.06	0	0	0.042	0	0.14	0.26	0.14
95	0.88	0.1	0	0	0.017	0	0.14	0.26	0.14
96	0.19	0.81	0	0	0.0026	1	0.22	0.42	0.22
97	0.015	0.99	0	0	0	1	0.22	0.42	0.22
98	1	3.2e-06	0	0	0	0	0.14	0.26	0.14
99	0.73	0.26	0	0	0.011	0	0.14	0.26	0.14
100	0.63	0.35	0	0	0.023	0	0.14	0.26	0.14
101	1	0.0001	0	0	1.1e-05	0	0.14	0.26	0.14
102	1	4.8e-06	0	0	1.4e-06	0	0.14	0.26	0.14
103	0.98	0.0027	0.022	0	5.9e-05	0	0.14	0.26	0.14
104	0.18	0.82	0	0	0	1	0.22	0.42	0.22
105	0.59	0.41	0	0	8.6e-05	0	0.14	0.26	0.14
106	0.049	0.95	0	0	0	1	0.22	0.42	0.22
107	0.98	0.016	0	0	0.00015	0	0.14	0.26	0.14
108	0	1	0	0	0	1	0.22	0.42	0.22
109	0.3	0.7	0	0	0	1	0.22	0.42	0.22
110	0.034	0.97	0	0	0	1	0.22	0.42	0.22
111	0.017	0.98	0	0	0	1	0.22	0.42	0.22
112	0	0	1	0	0	2	0.062	0.12	0.062
113	0.89	0.11	0	0	0	0	0.14	0.26	0.14
114	0.014	0.99	0	0	0	1	0.22	0.42	0.22
115	1	0	0.00012	0	0	0	0.14	0.26	0.14
116	0.0038	1	0	0	0	1	0.22	0.42	0.22
117	0.2	0.8	0	0	2.4e-06	1	0.22	0.42	0.22
118	1	0.0017	0	0	0.0003	0	0.14	0.26	0.14
119	0.75	0.25	0	0	9.6e-06	0	0.14	0.26	0.14
120	0.5	0.5	0	0	0	0	0.14	0.26	0.14
121	0.14	0.86	0	0	0	1	0.22	0.42	0.22
122	0.0029	1	0	0	0	1	0.22	0.42	0.22
123	0.061	0.94	0	0	0	1	0.22	0.42	0.22
124	1	0.00024	0	0	1.2e-06	0	0.14	0.26	0.14
125	0.27	0.73	0	0	0	1	0.22	0.42	0.22
126	0.28	0.72	0	0	1.1e-06	1	0.22	0.42	0.22
127	0	0	1	0	0	2	0.062	0.12	0.062
128	0.99	0.012	0	0	0	0	0.14	0.26	0.14
129	1	0.00017	0	0	0	0	0.14	0.26	0.14
130	0.93	0.066	0	0	0	0	0.14	0.26	0.14
131	0	0	0	1	0	3	0	0	0.062
132	1	0.00021	0	0	0	0	0.14	0.26	0.14
133	0.94	0.057	0	0	0	0	0.14	0.26	0.14
134	0.99	0.0053	0	0	0	0	0.14	0.26	0.14
135	0	0.99	0.013	0	0	1	0.22	0.42	0.22
136	1	0	0	0	0	0	0.14	0.26	0.14
137	5.7e-06	0.53	0.47	0	0	1	0.22	0.42	0.22
138	0	0.93	0.074	0	0	1	0.22	0.42	0.22
139	0.36	0.64	0	0	7.2e-05	1	0.22	0.42	0.22
140	0	0	1	0	0	2	0.062	0.12	0.062
141	0.99	0.01	0	0	0	0	0.14	0.26	0.14
142	0.98	0.019	0	0	0	0	0.14	0.26	0.14
143	0.98	0.017	0	0	0	0	0.14	0.26	0.14
144	0.93	0.073	0	0	0	0	0.14	0.26	0.14
145	3.9e-05	1	0	0	0	1	0.22	0.42	0.22
146	0.98	0.025	0	0	0	0	0.14	0.26	0.14
147	0.99	0.014	0	0	0	0	0.14	0.26	0.14
148	1	0.0034	0	0	0	0	0.14	0.26	0.14
149	1	6.2e-05	0	0	0	0	0.14	0.26	0.14
150	1	0	0	0	0	0	0.14	0.26	0.14
151	1	0.00024	0	0	6.9e-06	0	0.14	0.26	0.14
152	1	0.0019	0	0	0	0	0.14	0.26	0.14
153	1	2.1e-06	0	0	0	0	0.14	0.26	0.14
154	0	0	0	1	0	3	0	0	0.062
155	1	0.00089	0	0	7.7e-06	0	0.14	0.26	0.14
156	0.87	0	0	0	0.13	0	0.14	0.26	0.14
157	1	0	0	0	0	0	0.14	0.26	0.14
158	1	0	0	0	0	0	0.14	0.26	0.14
159	1	0	0	0	0	0	0.14	0.26	0.14
160	0.65	0.26	0	0	0.086	0	0.14	0.26	0.14
161	1	0.00045	0	0	0.00025	0	0.14	0.26	0.14
162	0.95	8.1e-06	0	0	0.047	0	0.14	0.26	0.14
163	0.99	0.00052	0	0	0.012	0	0.14	0.26	0.14
164	1	0	0	0	0	0	0.14	0.26	0.14
165	0.00025	1	0	0	0	1	0.22	0.42	0.22
166	0	0	0	1	0	3	0	0	0.062
167	0	0	0	1	0	3	0	0	0.062
168	0	1	0	0	0	1	0.22	0.42	0.22
169	0.23	0.77	0	0	0.00094	1	0.22	0.42	0.22
170	0	1	0	0	2.2e-05	1	0.22	0.42	0.22
171	0.57	0.43	0	0	0.00021	0	0.14	0.26	0.14
172	1	0.0014	0	0	0	0	0.14	0.26	0.14
173	1	0.0012	0	0	4.8e-06	0	0.14	0.26	0.14
174	0.49	0.5	0	0	0	1	0.22	0.42	0.22
175	0	0	1	0	0	2	0.062	0.12	0.062
176	0.86	0.14	0	0	0	0	0.14	0.26	0.14
177	0.41	0.59	0	0	0	1	0.22	0.42	0.22
178	0.53	0.47	0	0	0.00014	0	0.14	0.26	0.14
179	5e-05	1	0	0	0	1	0.22	0.42	0.22
180	0.98	0.023	0	0	0.00078	0	0.14	0.26	0.14
181	0.00014	1	0	0	0	1	0.22	0.42	0.22
182	0.99	0.0076	0	0	0	0	0.14	0.26	0.14
183	0.75	0.25	0	0	0.00018	0	0.14	0.26	0.14
184	1	0.00054	0	0	0	0	0.14	0.26	0.14
185	1	0.00017	0	0	0	0	0.14	0.26	0.14
186	0.32	0.68	0	0	6e-05	1	0.22	0.42	0.22
187	0.0027	1	0	0	0	1	0.22	0.42	0.22
188	0.6	0.4	0	0	1.8e-06	0	0.14	0.26	0.14
189	0.81	0.19	0	0	0.00022	0	0.14	0.26	0.14
190	0.98	0.021	0	0	0.00022	0	0.14	0.26	0.14
191	0.5	0.49	0.00052	0	0	0	0.14	0.26	0.14
192	0.0038	1	0	0	0	1	0.22	0.42	0.22
193	1	0.002	0	0	0	0	0.14	0.26	0.14
194	1	0.0002	0	0	0	0	0.14	0.26	0.14
195	0.97	0.031	0	0	0	0	0.14	0.26	0.14
196	0.98	0.021	0	0	0	0	0.14	0.26	0.14
197	0.99	0.0066	0	0	0	0	0.14	0.26	0.14
198	0.74	0.26	0	0	0	0	0.14	0.26	0.14
199	0.99	0.0067	0	0	0	0	0.14	0.26	0.14
200	1	0	0	0	0	0	0.14	0.26	0.14
201	1	2.9e-05	0	0	0	0	0.14	0.26	0.14
202	5.7e-06	1	0	0	0	1	0.22	0.42	0.22
203	1	2.6e-05	0	0	0	0	0.14	0.26	0.14
204	0.97	0.033	0	0	0	0	0.14	0.26	0.14
205	6.1e-05	1	0	0	0	1	0.22	0.42	0.22
206	1.2e-05	1	0	0	0	1	0.22	0.42	0.22
207	1	1.2e-06	0	0	0	0	0.14	0.26	0.14
208	1	0.0035	0	0	1.6e-05	0	0.14	0.26	0.14
209	0.26	0.74	0	0	0	1	0.22	0.42	0.22
210	0.041	0.96	0	0	0	1	0.22	0.42	0.22
211	0.91	0.087	0	0	0	0	0.14	0.26	0.14
212	0.8	0.2	0	0	0	0	0.14	0.26	0.14
213	1	0	0.0046	0	8.9e-06	0	0.14	0.26	0.14
214	0.32	0.68	0	0	1.6e-05	1	0.22	0.42	0.22
215	1	0.00022	0	0	1.7e-06	0	0.14	0.26	0.14
216	1.8e-06	1	0	0	0	1	0.22	0.42	0.22
217	0.0065	0.99	0	0	0.0011	1	0.22	0.42	0.22
218	0.22	0.78	0	0	1.2e-06	1	0.22	0.42	0.22
219	0.91	0.089	0	0	0	0	0.14	0.26	0.14
220	0.91	0.086	0	0	0	0	0.14	0.26	0.14
221	0.0039	1	0	0	0	1	0.22	0.42	0.22
222	0.98	0.0047	0	0	0.018	0	0.14	0.26	0.14
223	0.99	0.013	0	0	0	0	0.14	0.26	0.14
224	0.75	0.25	0	0	0	0	0.14	0.26	0.14
225	1	0.0002	0	0	0	0	0.14	0.26	0.14
