SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3
0	1	0	0	0.0015	0	0.14	0.15	0.12	0.31
1	0	1	0	0.00058	1	0	0	0	0.17
2	0	0	1	0	2	0	0.083	0.013	0
3	1	0	0	0	0	0.14	0.15	0.12	0.31
4	1	0	0	0	0	0.14	0.15	0.12	0.31
5	1	0	0	0	0	0.14	0.15	0.12	0.31
6	0	0	0	1	3	0.14	0.017	0.027	0.31
7	1	0	0	0	0	0.14	0.15	0.12	0.31
8	1	0	0	0	0	0.14	0.15	0.12	0.31
9	0	0	1	0	2	0	0.083	0.013	0
10	0	1	0	0.0021	1	0	0	0	0.17
11	0	0	0	1	3	0.14	0.017	0.027	0.31
12	0	0	0	1	3	0.14	0.017	0.027	0.31
13	0	1	0	0	1	0	0	0	0.17
14	0	0	0	1	3	0.14	0.017	0.027	0.31
15	0	0	0	1	3	0.14	0.017	0.027	0.31
16	1	0	0	0	0	0.14	0.15	0.12	0.31
17	0	0	0	1	3	0.14	0.017	0.027	0.31
18	1	0	0	0	0	0.14	0.15	0.12	0.31
19	1	0	0	0	0	0.14	0.15	0.12	0.31
20	0.0039	0	0	1	3	0.14	0.017	0.027	0.31
21	1	0	0	0	0	0.14	0.15	0.12	0.31
22	1	0	0	0	0	0.14	0.15	0.12	0.31
23	0.00066	0	0	1	3	0.14	0.017	0.027	0.31
24	1	0	0	0	0	0.14	0.15	0.12	0.31
25	1	0	0	0	0	0.14	0.15	0.12	0.31
26	0.001	0	1	0.00074	2	0	0.083	0.013	0
27	1	0	0	0	0	0.14	0.15	0.12	0.31
28	1	0	0	0	0	0.14	0.15	0.12	0.31
29	0	0	0	1	3	0.14	0.017	0.027	0.31
30	0.017	0	0	0.98	3	0.14	0.017	0.027	0.31
31	1	0	0	0	0	0.14	0.15	0.12	0.31
32	1	0	0	0	0	0.14	0.15	0.12	0.31
33	1.9e-05	0	0	1	3	0.14	0.017	0.027	0.31
34	0	0	0	1	3	0.14	0.017	0.027	0.31
35	0	0	0	1	3	0.14	0.017	0.027	0.31
36	0	0	0	1	3	0.14	0.017	0.027	0.31
37	1	0	0	0	0	0.14	0.15	0.12	0.31
38	1	0	0	0	0	0.14	0.15	0.12	0.31
39	1	0	0	0	0	0.14	0.15	0.12	0.31
40	0	0	0	1	3	0.14	0.017	0.027	0.31
41	0	0	0	1	3	0.14	0.017	0.027	0.31
42	0	0	1	0	2	0	0.083	0.013	0
43	1	0	0	0	0	0.14	0.15	0.12	0.31
44	1	0	0	0	0	0.14	0.15	0.12	0.31
45	1	0	0	0	0	0.14	0.15	0.12	0.31
46	0	0	1	0	2	0	0.083	0.013	0
47	1	0	0	0	0	0.14	0.15	0.12	0.31
48	1	0	0	0	0	0.14	0.15	0.12	0.31
49	1	0	0	0	0	0.14	0.15	0.12	0.31
50	1	0	0	0	0	0.14	0.15	0.12	0.31
51	0	1	0	0	1	0	0	0	0.17
52	0	0	0	1	3	0.14	0.017	0.027	0.31
53	8e-06	0	0	1	3	0.14	0.017	0.027	0.31
54	0	0	0	1	3	0.14	0.017	0.027	0.31
55	1	0	0	0	0	0.14	0.15	0.12	0.31
