SNV	cluster0	cluster	dcf0	dcf1	dcf2	dcf3
0	1	0	0.14	0.15	0.12	0.31
1	1	0	0.14	0.15	0.12	0.31
2	1	0	0.14	0.15	0.12	0.31
3	1	0	0.14	0.15	0.12	0.31
4	1	0	0.14	0.15	0.12	0.31
5	1	0	0.14	0.15	0.12	0.31
6	1	0	0.14	0.15	0.12	0.31
7	1	0	0.14	0.15	0.12	0.31
8	1	0	0.14	0.15	0.12	0.31
9	1	0	0.14	0.15	0.12	0.31
10	1	0	0.14	0.15	0.12	0.31
11	1	0	0.14	0.15	0.12	0.31
12	1	0	0.14	0.15	0.12	0.31
13	1	0	0.14	0.15	0.12	0.31
14	1	0	0.14	0.15	0.12	0.31
15	1	0	0.14	0.15	0.12	0.31
16	1	0	0.14	0.15	0.12	0.31
17	1	0	0.14	0.15	0.12	0.31
18	1	0	0.14	0.15	0.12	0.31
19	1	0	0.14	0.15	0.12	0.31
20	1	0	0.14	0.15	0.12	0.31
21	1	0	0.14	0.15	0.12	0.31
22	1	0	0.14	0.15	0.12	0.31
23	1	0	0.14	0.15	0.12	0.31
24	1	0	0.14	0.15	0.12	0.31
25	1	0	0.14	0.15	0.12	0.31
26	1	0	0.14	0.15	0.12	0.31
27	1	0	0.14	0.15	0.12	0.31
28	1	0	0.14	0.15	0.12	0.31
29	1	0	0.14	0.15	0.12	0.31
30	1	0	0.14	0.15	0.12	0.31
31	1	0	0.14	0.15	0.12	0.31
32	1	0	0.14	0.15	0.12	0.31
33	1	0	0.14	0.15	0.12	0.31
34	1	0	0.14	0.15	0.12	0.31
35	1	0	0.14	0.15	0.12	0.31
36	1	0	0.14	0.15	0.12	0.31
37	1	0	0.14	0.15	0.12	0.31
38	1	0	0.14	0.15	0.12	0.31
39	1	0	0.14	0.15	0.12	0.31
40	1	0	0.14	0.15	0.12	0.31
41	1	0	0.14	0.15	0.12	0.31
42	1	0	0.14	0.15	0.12	0.31
43	1	0	0.14	0.15	0.12	0.31
44	1	0	0.14	0.15	0.12	0.31
45	1	0	0.14	0.15	0.12	0.31
46	1	0	0.14	0.15	0.12	0.31
47	1	0	0.14	0.15	0.12	0.31
48	1	0	0.14	0.15	0.12	0.31
49	1	0	0.14	0.15	0.12	0.31
50	1	0	0.14	0.15	0.12	0.31
51	1	0	0.14	0.15	0.12	0.31
52	1	0	0.14	0.15	0.12	0.31
53	1	0	0.14	0.15	0.12	0.31
54	1	0	0.14	0.15	0.12	0.31
55	1	0	0.14	0.15	0.12	0.31
56	1	0	0.14	0.15	0.12	0.31
57	1	0	0.14	0.15	0.12	0.31
58	1	0	0.14	0.15	0.12	0.31
59	1	0	0.14	0.15	0.12	0.31
60	1	0	0.14	0.15	0.12	0.31
61	1	0	0.14	0.15	0.12	0.31
62	1	0	0.14	0.15	0.12	0.31
63	1	0	0.14	0.15	0.12	0.31
64	1	0	0.14	0.15	0.12	0.31
65	1	0	0.14	0.15	0.12	0.31
66	1	0	0.14	0.15	0.12	0.31
67	1	0	0.14	0.15	0.12	0.31
68	1	0	0.14	0.15	0.12	0.31
69	1	0	0.14	0.15	0.12	0.31
70	1	0	0.14	0.15	0.12	0.31
71	1	0	0.14	0.15	0.12	0.31
72	1	0	0.14	0.15	0.12	0.31
73	1	0	0.14	0.15	0.12	0.31
74	1	0	0.14	0.15	0.12	0.31
75	1	0	0.14	0.15	0.12	0.31
76	1	0	0.14	0.15	0.12	0.31
77	1	0	0.14	0.15	0.12	0.31
78	1	0	0.14	0.15	0.12	0.31
79	1	0	0.14	0.15	0.12	0.31
80	1	0	0.14	0.15	0.12	0.31
81	1	0	0.14	0.15	0.12	0.31
82	1	0	0.14	0.15	0.12	0.31
83	1	0	0.14	0.15	0.12	0.31
84	1	0	0.14	0.15	0.12	0.31
85	1	0	0.14	0.15	0.12	0.31
86	1	0	0.14	0.15	0.12	0.31
87	1	0	0.14	0.15	0.12	0.31
88	1	0	0.14	0.15	0.12	0.31
89	1	0	0.14	0.15	0.12	0.31
90	1	0	0.14	0.15	0.12	0.31
91	1	0	0.14	0.15	0.12	0.31
92	1	0	0.14	0.15	0.12	0.31
93	1	0	0.14	0.15	0.12	0.31
94	1	0	0.14	0.15	0.12	0.31
95	1	0	0.14	0.15	0.12	0.31
96	1	0	0.14	0.15	0.12	0.31
97	1	0	0.14	0.15	0.12	0.31
98	1	0	0.14	0.15	0.12	0.31
99	1	0	0.14	0.15	0.12	0.31
100	1	0	0.14	0.15	0.12	0.31
101	1	0	0.14	0.15	0.12	0.31
102	1	0	0.14	0.15	0.12	0.31
103	1	0	0.14	0.15	0.12	0.31
104	1	0	0.14	0.15	0.12	0.31
105	1	0	0.14	0.15	0.12	0.31
106	1	0	0.14	0.15	0.12	0.31
107	1	0	0.14	0.15	0.12	0.31
108	1	0	0.14	0.15	0.12	0.31
109	1	0	0.14	0.15	0.12	0.31
110	1	0	0.14	0.15	0.12	0.31
111	1	0	0.14	0.15	0.12	0.31
112	1	0	0.14	0.15	0.12	0.31
113	1	0	0.14	0.15	0.12	0.31
114	1	0	0.14	0.15	0.12	0.31
115	1	0	0.14	0.15	0.12	0.31
116	1	0	0.14	0.15	0.12	0.31
117	1	0	0.14	0.15	0.12	0.31
118	1	0	0.14	0.15	0.12	0.31
119	1	0	0.14	0.15	0.12	0.31
120	1	0	0.14	0.15	0.12	0.31
121	1	0	0.14	0.15	0.12	0.31
122	1	0	0.14	0.15	0.12	0.31
123	1	0	0.14	0.15	0.12	0.31
124	1	0	0.14	0.15	0.12	0.31
125	1	0	0.14	0.15	0.12	0.31
126	1	0	0.14	0.15	0.12	0.31
127	1	0	0.14	0.15	0.12	0.31
128	1	0	0.14	0.15	0.12	0.31
129	1	0	0.14	0.15	0.12	0.31
130	1	0	0.14	0.15	0.12	0.31
131	1	0	0.14	0.15	0.12	0.31
132	1	0	0.14	0.15	0.12	0.31
133	1	0	0.14	0.15	0.12	0.31
134	1	0	0.14	0.15	0.12	0.31
135	1	0	0.14	0.15	0.12	0.31
136	1	0	0.14	0.15	0.12	0.31
137	1	0	0.14	0.15	0.12	0.31
138	1	0	0.14	0.15	0.12	0.31
139	1	0	0.14	0.15	0.12	0.31
140	1	0	0.14	0.15	0.12	0.31
141	1	0	0.14	0.15	0.12	0.31
142	1	0	0.14	0.15	0.12	0.31
143	1	0	0.14	0.15	0.12	0.31
144	1	0	0.14	0.15	0.12	0.31
145	1	0	0.14	0.15	0.12	0.31
146	1	0	0.14	0.15	0.12	0.31
147	1	0	0.14	0.15	0.12	0.31
148	1	0	0.14	0.15	0.12	0.31
149	1	0	0.14	0.15	0.12	0.31
150	1	0	0.14	0.15	0.12	0.31
151	1	0	0.14	0.15	0.12	0.31
152	1	0	0.14	0.15	0.12	0.31
153	1	0	0.14	0.15	0.12	0.31
154	1	0	0.14	0.15	0.12	0.31
155	1	0	0.14	0.15	0.12	0.31
156	1	0	0.14	0.15	0.12	0.31
157	1	0	0.14	0.15	0.12	0.31
158	1	0	0.14	0.15	0.12	0.31
159	1	0	0.14	0.15	0.12	0.31
160	1	0	0.14	0.15	0.12	0.31
161	1	0	0.14	0.15	0.12	0.31
162	1	0	0.14	0.15	0.12	0.31
163	1	0	0.14	0.15	0.12	0.31
164	1	0	0.14	0.15	0.12	0.31
165	1	0	0.14	0.15	0.12	0.31
166	1	0	0.14	0.15	0.12	0.31
167	1	0	0.14	0.15	0.12	0.31
168	1	0	0.14	0.15	0.12	0.31
169	1	0	0.14	0.15	0.12	0.31
170	1	0	0.14	0.15	0.12	0.31
171	1	0	0.14	0.15	0.12	0.31
172	1	0	0.14	0.15	0.12	0.31
173	1	0	0.14	0.15	0.12	0.31
174	1	0	0.14	0.15	0.12	0.31
175	1	0	0.14	0.15	0.12	0.31
176	1	0	0.14	0.15	0.12	0.31
177	1	0	0.14	0.15	0.12	0.31
178	1	0	0.14	0.15	0.12	0.31
179	1	0	0.14	0.15	0.12	0.31
180	1	0	0.14	0.15	0.12	0.31
181	1	0	0.14	0.15	0.12	0.31
182	1	0	0.14	0.15	0.12	0.31
183	1	0	0.14	0.15	0.12	0.31
184	1	0	0.14	0.15	0.12	0.31
185	1	0	0.14	0.15	0.12	0.31
186	1	0	0.14	0.15	0.12	0.31
187	1	0	0.14	0.15	0.12	0.31
188	1	0	0.14	0.15	0.12	0.31
189	1	0	0.14	0.15	0.12	0.31
190	1	0	0.14	0.15	0.12	0.31
191	1	0	0.14	0.15	0.12	0.31
192	1	0	0.14	0.15	0.12	0.31
193	1	0	0.14	0.15	0.12	0.31
194	1	0	0.14	0.15	0.12	0.31
195	1	0	0.14	0.15	0.12	0.31
196	1	0	0.14	0.15	0.12	0.31
197	1	0	0.14	0.15	0.12	0.31
198	1	0	0.14	0.15	0.12	0.31
199	1	0	0.14	0.15	0.12	0.31
200	1	0	0.14	0.15	0.12	0.31
201	1	0	0.14	0.15	0.12	0.31
202	1	0	0.14	0.15	0.12	0.31
203	1	0	0.14	0.15	0.12	0.31
204	1	0	0.14	0.15	0.12	0.31
205	1	0	0.14	0.15	0.12	0.31
206	1	0	0.14	0.15	0.12	0.31
207	1	0	0.14	0.15	0.12	0.31
208	1	0	0.14	0.15	0.12	0.31
209	1	0	0.14	0.15	0.12	0.31
210	1	0	0.14	0.15	0.12	0.31
211	1	0	0.14	0.15	0.12	0.31
212	1	0	0.14	0.15	0.12	0.31
213	1	0	0.14	0.15	0.12	0.31
214	1	0	0.14	0.15	0.12	0.31
215	1	0	0.14	0.15	0.12	0.31
216	1	0	0.14	0.15	0.12	0.31
217	1	0	0.14	0.15	0.12	0.31
218	1	0	0.14	0.15	0.12	0.31
219	1	0	0.14	0.15	0.12	0.31
220	1	0	0.14	0.15	0.12	0.31
221	1	0	0.14	0.15	0.12	0.31
222	1	0	0.14	0.15	0.12	0.31
223	1	0	0.14	0.15	0.12	0.31
224	1	0	0.14	0.15	0.12	0.31
225	1	0	0.14	0.15	0.12	0.31
226	1	0	0.14	0.15	0.12	0.31
227	1	0	0.14	0.15	0.12	0.31
228	1	0	0.14	0.15	0.12	0.31
229	1	0	0.14	0.15	0.12	0.31
230	1	0	0.14	0.15	0.12	0.31
231	1	0	0.14	0.15	0.12	0.31
232	1	0	0.14	0.15	0.12	0.31
233	1	0	0.14	0.15	0.12	0.31
234	1	0	0.14	0.15	0.12	0.31
235	1	0	0.14	0.15	0.12	0.31
236	1	0	0.14	0.15	0.12	0.31
237	1	0	0.14	0.15	0.12	0.31
238	1	0	0.14	0.15	0.12	0.31
239	1	0	0.14	0.15	0.12	0.31
240	1	0	0.14	0.15	0.12	0.31
241	1	0	0.14	0.15	0.12	0.31
242	1	0	0.14	0.15	0.12	0.31
243	1	0	0.14	0.15	0.12	0.31
244	1	0	0.14	0.15	0.12	0.31
245	1	0	0.14	0.15	0.12	0.31
246	1	0	0.14	0.15	0.12	0.31
247	1	0	0.14	0.15	0.12	0.31
248	1	0	0.14	0.15	0.12	0.31
249	1	0	0.14	0.15	0.12	0.31
250	1	0	0.14	0.15	0.12	0.31
251	1	0	0.14	0.15	0.12	0.31
252	1	0	0.14	0.15	0.12	0.31
253	1	0	0.14	0.15	0.12	0.31
254	1	0	0.14	0.15	0.12	0.31
255	1	0	0.14	0.15	0.12	0.31
256	1	0	0.14	0.15	0.12	0.31
257	1	0	0.14	0.15	0.12	0.31
258	1	0	0.14	0.15	0.12	0.31
259	1	0	0.14	0.15	0.12	0.31
260	1	0	0.14	0.15	0.12	0.31
261	1	0	0.14	0.15	0.12	0.31
262	1	0	0.14	0.15	0.12	0.31
263	1	0	0.14	0.15	0.12	0.31
264	1	0	0.14	0.15	0.12	0.31
