SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
0	0.99	0	0	0.0048	0	0	2.5e-05	0.005	0.0048	0	0	0.14	0.083	0.053	0.31
1	0	0	0	0	0	1	0.00041	0	0	0	5	0	0	0	0.17
2	0	0	1	0	0	0	0	0	0	0	2	0	0.15	0.12	0.034
3	1.8e-05	0	0	0.3	2.3e-06	0	0	0.31	0.3	0.093	7	0.14	0.15	0.12	0.31
4	0	0	0	0.33	0	0	0	0.34	0.33	2.1e-05	7	0.14	0.15	0.12	0.31
5	0.99	0	0	0.0042	0	0	0	0.0043	0.0042	0	0	0.14	0.083	0.053	0.31
6	0	0	0	0	0	0	1	0	0	0	6	0.14	0.017	0.027	0.31
7	0	0	0	0.33	0	0	0	0.34	0.33	0.0058	7	0.14	0.15	0.12	0.31
8	0	0	0	0.33	0	0	0	0.34	0.33	0	7	0.14	0.15	0.12	0.31
9	0	0	1	0	0	0	0	0	0	0	2	0	0.15	0.12	0.034
10	5.7e-06	0	0	0	0	1	0.0015	0	0	0	5	0	0	0	0.17
11	0	0	0	0	0	0	1	0	0	0	6	0.14	0.017	0.027	0.31
12	0	0.69	0	0	0	0	0.31	0	0	0	1	0.096	0.15	0.098	0.077
13	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0.17
14	0	0	0	0	0	0	1	0	0	0	6	0.14	0.017	0.027	0.31
15	0	1	0	0	0	0	0	0	0	0	1	0.096	0.15	0.098	0.077
16	0.00086	0	0	0.31	0	0	0	0.32	0.31	0.066	7	0.14	0.15	0.12	0.31
17	0.00037	0	0	0	0	0	1	0	0	0	6	0.14	0.017	0.027	0.31
18	0.0026	0	0	0.33	0	0	0	0.34	0.33	0	7	0.14	0.15	0.12	0.31
19	0.1	8.6e-06	0	0.3	0	0	0	0.31	0.3	0.00026	7	0.14	0.15	0.12	0.31
20	0.68	0	0	0.00036	0	0	0.32	0.00037	0.00036	0	0	0.14	0.083	0.053	0.31
21	0	0	0	0.33	0	0	0	0.34	0.33	0.0048	7	0.14	0.15	0.12	0.31
22	0	0	0	5.8e-05	0	0	0	6e-05	5.8e-05	1	9	0.14	0.23	0.2	0.31
23	0.49	0	0	9.5e-05	0	0	0.51	9.8e-05	9.5e-05	0	6	0.14	0.017	0.027	0.31
24	0	0	0	0.33	0	0	0	0.34	0.33	7.5e-06	7	0.14	0.15	0.12	0.31
25	0	0	0	0.33	0	0	0	0.34	0.33	0	7	0.14	0.15	0.12	0.31
26	1	0	7.5e-06	0.0003	0	0	0.00075	0.00031	0.0003	0	0	0.14	0.083	0.053	0.31
27	0.00087	0	0	0.33	0	0	0	0.34	0.33	0	7	0.14	0.15	0.12	0.31
28	0	0	0	0.0099	0	0	0	0.01	0.0099	0.97	9	0.14	0.23	0.2	0.31
29	0.96	0	0	0	0	0	0.043	0	0	0	0	0.14	0.083	0.053	0.31
30	1	0	0	0	0	0	0.00013	0	0	0	0	0.14	0.083	0.053	0.31
31	0	0	0	0.089	0	0	0	0.091	0.089	0.73	9	0.14	0.23	0.2	0.31
32	0.97	0	0	0.0087	0	0	0	0.009	0.0087	0	0	0.14	0.083	0.053	0.31
33	0.1	0	0	0	0	0	0.9	0	0	0	6	0.14	0.017	0.027	0.31
34	0.001	0	0	0	0	0	1	0	0	0	6	0.14	0.017	0.027	0.31
35	0	0	0	0	0	0	1	0	0	0	6	0.14	0.017	0.027	0.31
36	0	0	0	0	0	0	1	0	0	0	6	0.14	0.017	0.027	0.31
37	0	0	0	0.28	0	0	0	0.29	0.28	0.16	7	0.14	0.15	0.12	0.31
38	0	0	0	0.33	0	0	0	0.34	0.33	6.7e-06	7	0.14	0.15	0.12	0.31
39	0	0	0	0.33	0	0	0	0.34	0.33	0.0066	7	0.14	0.15	0.12	0.31
40	0	0	0	0	0	0	1	0	0	0	6	0.14	0.017	0.027	0.31
41	0	0	0	0	0	0	1	0	0	0	6	0.14	0.017	0.027	0.31
42	1	0	0	0	0	0	0	0	0	0	0	0.14	0.083	0.053	0.31
43	0	0	0	0.33	0	0	0	0.34	0.33	8.7e-05	7	0.14	0.15	0.12	0.31
