SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
0	0	1	0	0	0	0	0	0	0	0	1	0.26	0.026	0.26	0.032
1	0	0	0	0	0	0	0	0	0	1	9	0	0.2	0	0.26
2	0.46	0	0.081	0	0.46	0	0	0.0035	0	0	0	0.26	0.23	0.26	0.29
3	0	0.00035	0	0	0	0	1	0	0	0	6	0.26	0	0.029	0
4	0	1	0	0	0	0	0	0	0	0	1	0.26	0.026	0.26	0.032
5	0.44	0.024	0	0	0.44	0	0	0.097	6.8e-05	0	0	0.26	0.23	0.26	0.29
6	0	1	0	0	0	0	0	0	0	0	1	0.26	0.026	0.26	0.032
7	0	1	0	0	0	0	0	0	0	0	1	0.26	0.026	0.26	0.032
8	0.15	0	0	0	0.15	0	0	0.00024	0.7	0	8	0.26	0.23	0.087	0.29
9	0	1	0	0	0	0	0	0	0	0	1	0.26	0.026	0.26	0.032
10	0	1	0	0	0	0	0	0	0	0	1	0.26	0.026	0.26	0.032
11	0	1	0	0	0	0	0	0	0	0	1	0.26	0.026	0.26	0.032
12	0	1	0	0	0	0	0	0	0	0	1	0.26	0.026	0.26	0.032
13	0	0	1	0	0	0	0	0	0	0	2	0.31	0.41	0.26	0.52
14	0.5	0	0	0	0.5	0	0	0.0032	0	0	0	0.26	0.23	0.26	0.29
15	0.15	0	0.64	0	0.15	0.04	0	0.016	0	0	2	0.31	0.41	0.26	0.52
16	0.5	0	0.0062	0	0.5	9e-05	0	0	0	0	0	0.26	0.23	0.26	0.29
17	0.5	0	0	0	0.5	0	0	0.0037	0	0	0	0.26	0.23	0.26	0.29
18	0.24	0	4.1e-05	0	0.24	1.9e-05	0	0.082	0.44	0	8	0.26	0.23	0.087	0.29
19	3.2e-05	0	0	0	3.2e-05	0	0	0.039	0.96	0	8	0.26	0.23	0.087	0.29
20	0.00092	0	0.013	0.6	0.00092	0	0	0	4.4e-06	0.38	3	0	0.41	0	0.52
21	0	0	5.8e-05	0	0	0	0	0	0	1	9	0	0.2	0	0.26
22	0	0	1	0	0	0	0	0	0	0	2	0.31	0.41	0.26	0.52
23	0	0.00016	0	0	0	0	1	0	0	0	6	0.26	0	0.029	0
24	9e-06	0	1	0	9e-06	0	0	0	0	0	2	0.31	0.41	0.26	0.52
25	0.39	0	0.096	0	0.39	0.0013	0	0.015	0.1	0	0	0.26	0.23	0.26	0.29
26	0	0	0	0	0	0	1	0	0	0	6	0.26	0	0.029	0
27	0	0	0	0	0	0	0	0.0019	1	0	8	0.26	0.23	0.087	0.29
28	0	1	0	0	0	0	0	0	0	0	1	0.26	0.026	0.26	0.032
29	0	0	0	0	0	0	0	1	0	0	7	0.31	0.23	0.37	0.29
30	2.2e-05	0	0	0	2.2e-05	0	0	0.018	0.98	0	8	0.26	0.23	0.087	0.29
31	0.38	0	0.022	0	0.38	0.0011	0	0.21	0	0	0	0.26	0.23	0.26	0.29
32	0.49	0	4.2e-06	0	0.49	0.00014	0	0.016	0.00017	0	0	0.26	0.23	0.26	0.29
33	0	1	1.7e-05	0	0	0	0	0	0	6.1e-06	1	0.26	0.026	0.26	0.032
34	7e-05	0	0.073	0	7e-05	0	0	0	0	0.93	9	0	0.2	0	0.26
35	0.0033	0	0.99	0	0.0033	6e-06	0	0	0	0	2	0.31	0.41	0.26	0.52
36	0	0	0	0	0	0	1	0	0	0	6	0.26	0	0.029	0
37	0	1	0	0	0	0	0	0	0	0	1	0.26	0.026	0.26	0.032
38	0.053	0	0	0	0.053	0.89	0	0.0038	0	0	5	0.74	0.65	0.58	0.71
39	0.00075	0	0.99	0	0.00075	0.008	0	0	0	0	2	0.31	0.41	0.26	0.52
40	0.087	0	0	0	0.087	0	0	0.15	0.67	0	8	0.26	0.23	0.087	0.29
41	0.5	0	0	0	0.5	0	0	0.0014	0	0	0	0.26	0.23	0.26	0.29
42	0.056	0	0.21	0	0.056	0.67	0	0.007	0	0	5	0.74	0.65	0.58	0.71
43	0.28	0	0.44	0	0.28	0	0	0	0	0	2	0.31	0.41	0.26	0.52
44	0	1	0	0	0	0	0	0	0	0	1	0.26	0.026	0.26	0.032
45	0	0	0.015	0	0	0	0	0	0	0.98	9	0	0.2	0	0.26
46	0.33	0	0	0	0.33	0	0	0.34	0	0	7	0.31	0.23	0.37	0.29
47	0	1	0	0	0	0	0	0	0	0	1	0.26	0.026	0.26	0.032
48	0	0	0.99	0	0	0.0076	0	0	0	0	2	0.31	0.41	0.26	0.52
49	0.14	0	0.02	0.0081	0.14	0	0	0	0	0.7	9	0	0.2	0	0.26
50	0.38	0	0	0	0.38	6e-05	0	0.24	0	0	0	0.26	0.23	0.26	0.29
51	0	1	0	0	0	0	1.8e-05	1.5e-05	0	0	1	0.26	0.026	0.26	0.032
52	0	0	0	0	0	0	0	0	1	0	8	0.26	0.23	0.087	0.29
53	0.00012	0	0	0	0.00012	0	0	0.031	0.97	0	8	0.26	0.23	0.087	0.29
54	0.026	0	0	0	0.026	0.81	0	0.14	0	0	5	0.74	0.65	0.58	0.71
55	0.27	0	4.5e-06	0	0.27	0.0076	0	0	0.46	0	8	0.26	0.23	0.087	0.29
56	0	1	0	0	0	0	0	0	0	0	1	0.26	0.026	0.26	0.032
57	0.45	0	0	0	0.45	0.11	0	3.7e-05	0	0	0	0.26	0.23	0.26	0.29
58	0.4	0	0	0	0.4	0.15	0	0.038	0	0	0	0.26	0.23	0.26	0.29
59	0.41	0	0.00054	0	0.41	0.13	0	0.049	0	0	0	0.26	0.23	0.26	0.29
60	0	0	1	0	0	0	0	0	0	0	2	0.31	0.41	0.26	0.52
61	0	0	0	0	0	0	1	0	0	0	6	0.26	0	0.029	0
62	0	0	0	0	0	0	1	0	0	0	6	0.26	0	0.029	0
63	0	0	0.025	0	0	0	0	0	0	0.98	9	0	0.2	0	0.26
64	0.5	0	0	0	0.5	0	0	4e-06	0	0	0	0.26	0.23	0.26	0.29
65	0	1	0	0	0	0	0	0	0	0	1	0.26	0.026	0.26	0.032
66	0	0	0.015	0	0	0	0	0	0	0.98	9	0	0.2	0	0.26
67	0.48	0	0.01	0	0.48	0	0	0.024	0	0	0	0.26	0.23	0.26	0.29
68	0	0	0	0	0	0	1	0	0	0	6	0.26	0	0.029	0
69	0	1	0	0	0	0	0	0	0	0	1	0.26	0.026	0.26	0.032
70	0	0	0	0	0	0	0	0	1	0	8	0.26	0.23	0.087	0.29
71	0	0	4.6e-05	0	0	0	0	0	1	0	8	0.26	0.23	0.087	0.29
72	0	2.6e-06	0	0	0	0	1	0	0	0	6	0.26	0	0.029	0
73	0.46	0	6.9e-06	0	0.46	0	0	0.074	0	0	0	0.26	0.23	0.26	0.29
74	0.47	0	0.047	0	0.47	0	0	0.0025	0	0	0	0.26	0.23	0.26	0.29
