SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	1	0	2	0.26	0.026	0.26	0.032
1	1	0	0	0	0	0.26	0.23	0.31	0.29
2	0.97	0.025	0	0	0	0.26	0.23	0.31	0.29
3	0	0	0	1	3	0	0	0.26	0
4	0	0	1	0	2	0.26	0.026	0.26	0.032
5	0.98	0	0.024	0	0	0.26	0.23	0.31	0.29
6	0	0	1	0	2	0.26	0.026	0.26	0.032
7	0	0	1	0	2	0.26	0.026	0.26	0.032
8	1	4.2e-05	0	0	0	0.26	0.23	0.31	0.29
9	0	0	9.9e-05	1	3	0	0	0.26	0
10	0	0	1	0	2	0.26	0.026	0.26	0.032
11	0	0	1	0	2	0.26	0.026	0.26	0.032
12	0	0	1	0	2	0.26	0.026	0.26	0.032
13	0	1	0	0	1	0.31	0.41	0.26	0.52
14	1	0	0	0	0	0.26	0.23	0.31	0.29
15	0.16	0.84	0	0	1	0.31	0.41	0.26	0.52
16	0	1	0	0	1	0.31	0.41	0.26	0.52
17	1	0	0	0	0	0.26	0.23	0.31	0.29
18	1	0.00051	0	0	0	0.26	0.23	0.31	0.29
19	1	0	0	2.9e-05	0	0.26	0.23	0.31	0.29
20	0.0013	1	0	0	1	0.31	0.41	0.26	0.52
21	0	1	0	0	1	0.31	0.41	0.26	0.52
22	0	1	0	0	1	0.31	0.41	0.26	0.52
23	0	0	1	0	2	0.26	0.026	0.26	0.032
24	0	1	0	0	1	0.31	0.41	0.26	0.52
25	0.45	0.55	0	0	1	0.31	0.41	0.26	0.52
26	0	0	1	0	2	0.26	0.026	0.26	0.032
27	1	0	0	0	0	0.26	0.23	0.31	0.29
28	0	0	1	0	2	0.26	0.026	0.26	0.032
29	0	0	1	0	2	0.26	0.026	0.26	0.032
30	1	0	0	4.2e-05	0	0.26	0.23	0.31	0.29
31	0.96	0.045	0	0	0	0.26	0.23	0.31	0.29
32	1	5.8e-05	0	0	0	0.26	0.23	0.31	0.29
33	0	2.8e-05	1	0	2	0.26	0.026	0.26	0.032
34	4.8e-06	1	0	0	1	0.31	0.41	0.26	0.52
35	0	1	0	0	1	0.31	0.41	0.26	0.52
36	0	0	1	0	2	0.26	0.026	0.26	0.032
37	0	0	1	0	2	0.26	0.026	0.26	0.032
38	1	2e-06	0	0	0	0.26	0.23	0.31	0.29
39	5.2e-06	1	0	0	1	0.31	0.41	0.26	0.52
40	0.67	0	0	0.33	0	0.26	0.23	0.31	0.29
41	1	0	0	0	0	0.26	0.23	0.31	0.29
42	0.25	0.75	0	0	1	0.31	0.41	0.26	0.52
43	0.0052	0.99	0	0	1	0.31	0.41	0.26	0.52
44	0	0	1	0	2	0.26	0.026	0.26	0.032
45	0	1	0	0	1	0.31	0.41	0.26	0.52
46	1	0	0	0	0	0.26	0.23	0.31	0.29
47	0	0	1	0	2	0.26	0.026	0.26	0.032
48	0	1	0	0	1	0.31	0.41	0.26	0.52
49	0.04	0.96	0	0	1	0.31	0.41	0.26	0.52
50	1	0	0	0	0	0.26	0.23	0.31	0.29
51	0	0	1	0	2	0.26	0.026	0.26	0.032
52	1	0	0	0	0	0.26	0.23	0.31	0.29
53	1	0	0	0.00018	0	0.26	0.23	0.31	0.29
54	1	0	0	0	0	0.26	0.23	0.31	0.29
55	0	1	0	0	1	0.31	0.41	0.26	0.52
56	0	0	1	0	2	0.26	0.026	0.26	0.032
57	1	0	0	0	0	0.26	0.23	0.31	0.29
58	1	0	0	0	0	0.26	0.23	0.31	0.29
59	1	0.0012	0	0	0	0.26	0.23	0.31	0.29
60	0	1	0	0	1	0.31	0.41	0.26	0.52
61	0	0	1	0	2	0.26	0.026	0.26	0.032
62	0	0	1	0	2	0.26	0.026	0.26	0.032
63	0	1	0	0	1	0.31	0.41	0.26	0.52
64	1	0	0	0	0	0.26	0.23	0.31	0.29
65	0	0	1	0	2	0.26	0.026	0.26	0.032
66	0	1	0	0	1	0.31	0.41	0.26	0.52
67	0.7	0.3	0	0	0	0.26	0.23	0.31	0.29
68	0	0	1	0	2	0.26	0.026	0.26	0.032
69	0	0	1	0	2	0.26	0.026	0.26	0.032
70	0	0	0	1	3	0	0	0.26	0
71	0	1	0	0	1	0.31	0.41	0.26	0.52
72	0	0	0	1	3	0	0	0.26	0
73	1	8.1e-06	0	0	0	0.26	0.23	0.31	0.29
74	0.89	0.11	0	0	0	0.26	0.23	0.31	0.29
75	1	0	0	0	0	0.26	0.23	0.31	0.29
76	0.99	0.0096	0	0	0	0.26	0.23	0.31	0.29
77	0	0	1	0	2	0.26	0.026	0.26	0.032
78	1	1.8e-05	0	0	0	0.26	0.23	0.31	0.29
79	0	1	0	0	1	0.31	0.41	0.26	0.52
80	0.14	0.86	0	0	1	0.31	0.41	0.26	0.52
81	1	0	0	0	0	0.26	0.23	0.31	0.29
82	0	0	1	0	2	0.26	0.026	0.26	0.032
83	0.98	0.018	0	0	0	0.26	0.23	0.31	0.29
84	0	0	1	0	2	0.26	0.026	0.26	0.032
85	1	0.0025	0	0	0	0.26	0.23	0.31	0.29
86	0.91	0.095	0	0	0	0.26	0.23	0.31	0.29
87	1	0	0	0	0	0.26	0.23	0.31	0.29
88	0	0	1	0	2	0.26	0.026	0.26	0.032
89	0	1	0	0	1	0.31	0.41	0.26	0.52
90	0	0	1	0	2	0.26	0.026	0.26	0.032
91	0	1	0	0	1	0.31	0.41	0.26	0.52
92	1	0	0	0	0	0.26	0.23	0.31	0.29
93	0	0	1	0	2	0.26	0.026	0.26	0.032
94	1	0	0	0	0	0.26	0.23	0.31	0.29
95	1	0.0049	0	0	0	0.26	0.23	0.31	0.29
96	0.86	0.14	0	0	0	0.26	0.23	0.31	0.29
97	0	1	0	0	1	0.31	0.41	0.26	0.52
98	0	0	1	0	2	0.26	0.026	0.26	0.032
99	0.8	0	0	0.2	0	0.26	0.23	0.31	0.29
100	0.92	0.082	0	0	0	0.26	0.23	0.31	0.29
101	0	0	1	0	2	0.26	0.026	0.26	0.032
102	0	0	1	0	2	0.26	0.026	0.26	0.032
103	0	0	0	1	3	0	0	0.26	0
104	0	0	1	0	2	0.26	0.026	0.26	0.032
105	1	0.00013	0	0	0	0.26	0.23	0.31	0.29
106	1	0	0	0	0	0.26	0.23	0.31	0.29
107	0	0	1	0	2	0.26	0.026	0.26	0.032
108	1	6.3e-05	0	0	0	0.26	0.23	0.31	0.29
109	0.92	0.083	0	0	0	0.26	0.23	0.31	0.29
110	1	3.1e-06	0	0	0	0.26	0.23	0.31	0.29
111	1	0.0011	0	0	0	0.26	0.23	0.31	0.29
