SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2
0	0	0	0.0003	0	0	0	0	1	0	0	7	0	0.53	0
1	0	0	0	0	0	0	0	0	0	1	9	0.41	0.26	0.67
2	0	0	0	0	1	0	0	0	0	0	4	0.027	0.26	0
3	1	0	0	0	0	0	0	0	0	0	0	0.24	0	0
4	0	0	0.42	0	0.58	0	0	2.4e-06	0	0	4	0.027	0.26	0
5	0	0	0.64	0	0.36	0	0	6.4e-06	0	0	2	0	0.37	0
6	0.24	0	0	0	0	0	0.76	0	0	0	6	0.11	0	0.037
7	0	0	0	0	0	0	0	0	0	1	9	0.41	0.26	0.67
8	0	0	0.082	0	0.92	0	0	1.6e-05	0	0	4	0.027	0.26	0
9	0	0	0.74	0	0.26	0	0	5e-06	0	0	2	0	0.37	0
10	0	0	0	0	0	1	0	0	0	0	5	0	0	0.15
11	0	0.074	0	0	0	0.93	0	0	0	0	5	0	0	0.15
12	0.8	0	0	0	0.0085	0	0.19	0	0	0	0	0.24	0	0
13	0	0	0	1	0	0	0	0	0	0	3	0.24	0.029	0.33
14	0	0.024	0	0	0	0.98	0	0	0	0	5	0	0	0.15
15	0	0	0	1	0	0	0	0	0	0	3	0.24	0.029	0.33
16	0	0	0	1	0	0	0	0	0	0	3	0.24	0.029	0.33
17	0	1	0	0	0	0	0	0	4.1e-06	0	1	0	0.029	0.26
18	0	0	0.0025	0	1	0	0	0	0	0	4	0.027	0.26	0
19	0	0	0	0	0	1	0	0	0	0	5	0	0	0.15
20	0	0	0	0	0	0	0	0	1	0	8	0.24	0.31	0.33
21	0	1	0	0	0	0	0	0	5.8e-06	0	1	0	0.029	0.26
22	0	1	0	0	0	0	0	0	0	0	1	0	0.029	0.26
23	0	0	0.99	0	0.0099	0	0	0.0048	0	0	2	0	0.37	0
24	0	0	0	0	0	0	0	0	1	0.004	8	0.24	0.31	0.33
25	0	0.0046	0	0	0	1	0	0	0	0	5	0	0	0.15
26	0	0	0	1	0	0	0	0	0	0	3	0.24	0.029	0.33
27	0	0	0.13	0	0.87	0	0	1.2e-05	0	0	4	0.027	0.26	0
28	0	1	0	5.8e-05	0	0	0	0	0	0	1	0	0.029	0.26
29	0	0	0	0	0	0	1	0	0	0	6	0.11	0	0.037
30	1	0	0	0	0	0	2.9e-05	0	0	0	0	0.24	0	0
31	0	0	0	0.00049	0	0	0	0	0.4	0.6	9	0.41	0.26	0.67
32	0	0	0.24	0	0.76	0	0	0	0	0	4	0.027	0.26	0
33	0.46	0	0	0	0	0	0.54	0	0	0	6	0.11	0	0.037
34	0	0	0.42	0	0.018	0	0	0.56	0	0	7	0	0.53	0
35	0	0	0	0	0	0	0	0	0.71	0.29	8	0.24	0.31	0.33
36	0	0	0	0	1	0	0	0	0	0	4	0.027	0.26	0
37	0	0	0	0	0	0	0	0	0.99	0.0064	8	0.24	0.31	0.33
38	0.62	0	0	0	0	0	0.38	0	0	0	0	0.24	0	0
39	0	0	0.051	0	0.95	0	0	0	0	0	4	0.027	0.26	0
40	0	7.8e-05	0	0	0	1	0	0	0	0	5	0	0	0.15
41	1	0	0	0	0	0	3.1e-05	0	0	0	0	0.24	0	0
42	0	0	0.2	0	0.8	0	0	1e-06	0	0	4	0.027	0.26	0
43	0.98	0	0	0	0	0	0.022	0	0	0	0	0.24	0	0
44	0.62	0	0	0	0	0	0.38	0	0	0	0	0.24	0	0
45	0.076	0	0	0	0	0	0.92	0	0	0	6	0.11	0	0.037
46	0	0	0	1	0	0	0	0	0	0	3	0.24	0.029	0.33
47	0	0	0.8	0	0.2	0	0	0.0014	0	0	2	0	0.37	0
48	0	0	0	1	0	0	0	0	0	0	3	0.24	0.029	0.33
49	0	0	0	0	0	1	0	0	0	0	5	0	0	0.15
50	0	1	0	0	0	0	0	0	0	0	1	0	0.029	0.26
51	0	0	0	0	0	0	0	0	0	1	9	0.41	0.26	0.67
52	1	0	0	0	0	0	8.8e-06	0	0	0	0	0.24	0	0
53	0	0	0	0	0	1	0	0	0	0	5	0	0	0.15
54	0	0	0	0	1	0	0	0	0	0	4	0.027	0.26	0
55	0	0	0.00015	0	0.65	0	0	0	0.35	0	4	0.027	0.26	0
56	0	1	0	0	0	0	0	0	0	0	1	0	0.029	0.26
57	0	0	0	0	0	0	0	0	1	0	8	0.24	0.31	0.33
58	0.0037	0	0	0	0	0	1	0	0	0	6	0.11	0	0.037
59	0	0	0.27	0	0.00065	0	0	0.73	0	0	7	0	0.53	0
60	0	0	0.29	0	0.71	0	0	4.6e-05	0	0	4	0.027	0.26	0
61	0	0	0.19	0	0.81	0	0	8.2e-06	0	0	4	0.027	0.26	0
62	0	0	0	0	1	0	0	0	0	0	4	0.027	0.26	0
63	0	0	0	0	0	0	0	0	1	0	8	0.24	0.31	0.33
64	0	0.71	0	0	0	0.29	0	0	0	0	1	0	0.029	0.26
65	0	0	0.00015	0	1	0	0	0	0	0	4	0.027	0.26	0
66	0	0	1.5e-05	0	0	0	0	1	0	0	7	0	0.53	0
67	0	0	0	0	0	0	0	0	0.23	0.77	9	0.41	0.26	0.67
68	0	0.012	0	0	0	0.99	0	0	0	0	5	0	0	0.15
69	0	0.0048	0	0	0	1	0	0	0	0	5	0	0	0.15
70	0	0	0	0.66	0	0	0	0	0	0.34	3	0.24	0.029	0.33
71	0	0	0	0.0027	0	0	0	0	0	1	9	0.41	0.26	0.67
72	0.37	0	0	0	2e-06	0	0.63	0	0	0	6	0.11	0	0.037
73	0	0	0.0047	0	1	0	0	0	0	0	4	0.027	0.26	0
74	0	0.00044	0	0	0	1	0	0	0	0	5	0	0	0.15
75	0	0	0	0	0	0	0	0	1	0	8	0.24	0.31	0.33
76	0	0	0	0	0	0	0	0	0	1	9	0.41	0.26	0.67
77	0	0	0	0	0	1	0	0	0	0	5	0	0	0.15
78	1	0	0	0	0	0	4.8e-06	0	0	0	0	0.24	0	0
79	0	0	0.0029	0	0	0	0	1	0	0	7	0	0.53	0
80	0	0	0	0	0	0	0	0	0.99	0.014	8	0.24	0.31	0.33
81	0	0	0	0	0	0	0	0	1	0	8	0.24	0.31	0.33
82	0	0	0.3	0	0.7	0	0	0.00019	0	0	4	0.027	0.26	0
83	1	0	0	0	0	0	0.0011	0	0	0	0	0.24	0	0
84	0	0	0	1	0	0	0	0	0	0	3	0.24	0.029	0.33
