SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0	0	0	1	0	0	0.0014	9.1e-06	3	0.52	0.022
1	0	0	0	0.0011	1	0	0	0	4	0.32	0
2	1	0	0.00049	0	0	0	0	0	0	0.52	0.2
3	0.0067	0	0	0	0	0	0.99	0	6	0.43	0.13
4	0.99	0	0.0061	0	0	0	0	0	0	0.52	0.2
5	0	0	0	0	0	0	0	1	7	0.11	0.16
6	0	0	0	0	0	0	1.6e-05	1	7	0.11	0.16
7	0	0	0	0.34	0.66	0	2.9e-05	0	4	0.32	0
8	1	0	0.0031	0	0	0	0	0	0	0.52	0.2
9	0.8	0	0	0.00076	0	0	0.19	0	0	0.52	0.2
10	0	0	0	0.0023	1	3.6e-06	8e-06	0	4	0.32	0
11	1	0	0.0023	0	0	0	0	0	0	0.52	0.2
12	0	0	0	0	0	0	0	1	7	0.11	0.16
13	0	0	0	0	0	0	0	1	7	0.11	0.16
14	0.72	0	0.00013	0.22	0	0	0.067	0	0	0.52	0.2
15	0	0	0	0.02	0.98	0	2e-06	0	4	0.32	0
16	1	0	0.003	0	0	0	0	0	0	0.52	0.2
17	0.97	0	0	0	0	0	0.025	0	0	0.52	0.2
18	1	0	1.1e-05	0	0	0	0	0	0	0.52	0.2
19	1	0	0.00062	0	0	0	0	0	0	0.52	0.2
20	1	0	0.0041	0	0	0	0	0	0	0.52	0.2
21	1	0	0.0024	1.2e-06	0	0	1.6e-05	0	0	0.52	0.2
22	1	0	0.0033	0	0	0	0	0	0	0.52	0.2
23	1	0	4.8e-05	0	0	0	8.2e-06	0	0	0.52	0.2
24	1	0	0.00034	0	0	0	0	0	0	0.52	0.2
25	1	0	0.00094	0	0	0	0	0	0	0.52	0.2
26	0.93	0	0.067	0	0	0	0	0	0	0.52	0.2
27	0	0	0	0	0	0	0	1	7	0.11	0.16
28	1	0	0.0029	0	0	0	0	0	0	0.52	0.2
29	0	0	0	0.68	0.32	0	0	0	3	0.52	0.022
30	0	0	0	0	1	0	0	0	4	0.32	0
31	0.88	0	0	0.11	0	0	0	0.0029	0	0.52	0.2
32	1	0	0.0041	0	0	0	0	0	0	0.52	0.2
33	1	0	0.00025	0	0	0	0	0	0	0.52	0.2
34	0	0	0	1.3e-05	1	0	0	0	4	0.32	0
35	0.58	0	0	0.014	0.41	0	6e-06	0	0	0.52	0.2
36	1	0	0.00022	0	0	0	0.00013	0	0	0.52	0.2
