SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0	0	1	0	0	0	0	0	1.1e-06	0	0	2	0.37	0.022
1	0	0.97	0.027	0	0	0	0	0	0	0	0	1	0.37	0
2	1	0	0	0	0	0	0.0006	0	0	0	0	0	0.52	0.2
3	0.0066	0	0	0	0	0.99	0	0	0.0019	0	0	5	0.43	0.13
4	0.99	0	0	0	0	0	0.0075	0	0	0	0	0	0.52	0.2
5	0	0	0	7.4e-05	0	0	0	0	0	1	0	9	0.11	0.2
6	0	0	0	0.00049	0	3.9e-05	0	0	0	1	0	9	0.11	0.2
7	0	0.93	0.065	0	0	9.3e-06	0	0	0.00065	0	0	1	0.37	0
8	1	0	0	0	0	0	0.0038	0	0	0	0	0	0.52	0.2
9	0.68	0	1.2e-05	0	0	0.17	0	0	0.16	0	0	0	0.52	0.2
10	0	0.91	0.086	0	0	1.2e-05	0	0	3.6e-05	0	0.0049	1	0.37	0
11	1	0	0	0	0	0	0.0028	0	0	0	0	0	0.52	0.2
12	0	0	0	1	0	0	0	0	0	2.5e-06	0	3	0.053	0.11
13	0	0	0	0.91	0	0	0	0	0	0.093	0	3	0.053	0.11
14	0.8	0	0.035	0	0	0.076	0.00018	0	0.087	0	0	0	0.52	0.2
15	0	0.95	0.054	0	0	0	0	0	4.4e-05	0	0	1	0.37	0
16	1	0	0	0	0	0	0.0036	0	0	0	0	0	0.52	0.2
17	0.97	0	0	0	0	0.026	0	0	9.4e-06	0	0	0	0.52	0.2
18	1	0	0	0	0	0	1.3e-05	0	0	0	0	0	0.52	0.2
19	1	0	0	0	0	0	0.00076	0	0	0	0	0	0.52	0.2
20	0.99	0	0	0	0	0	0.0051	0	0	0	0	0	0.52	0.2
21	1	0	0	0	0	1.7e-05	0.003	0	0.00022	0	0	0	0.52	0.2
22	1	0	0	0	0	0	0.004	0	0	0	0	0	0.52	0.2
23	1	0	0	0	0	8.3e-06	5.8e-05	0	0.00041	0	0	0	0.52	0.2
24	1	0	0	0	0	0	0.00041	0	0	0	0	0	0.52	0.2
25	1	0	0	0	0	0	0.0011	0	0	0	0	0	0.52	0.2
26	0.92	0	0	0	0	0	0.081	0	0	0	0	0	0.52	0.2
27	0	0	0	1	0	0	0	0	0	0	0	3	0.053	0.11
28	1	0	0	0	0	0	0.0035	0	0	0	0	0	0.52	0.2
29	0	1	0.00018	0	0	0	0	0	0	0	0	1	0.37	0
30	0	1	4.8e-05	0	0	0	0	0	0	0	0	1	0.37	0
31	0.031	0	0	0.031	0	0	0	0	0.94	1.5e-06	0	8	0.52	0.067
32	1	0	0	0	0	0	0.005	0	0	0	0	0	0.52	0.2
33	1	0	0	0	0	0	0.0003	0	0	0	0	0	0.52	0.2
34	0	0.96	0.038	0	0	0	0	0	0	0	0.0037	1	0.37	0
35	0.39	0.59	0.024	0	0	4.1e-06	0	0	7.7e-05	0	0	1	0.37	0
36	1	0	0	0	0	0.00013	0.00027	0	3.3e-06	0	0	0	0.52	0.2
37	0.99	0	0	0	0	0	0.0081	0	0	0	0	0	0.52	0.2
38	1	0	0	0	0	9.8e-06	0	0	0	0	0	0	0.52	0.2
39	0.71	0.29	0.003	0	0	0	0	0	2.3e-06	0	0	0	0.52	0.2
40	1	0	0	0	0	0.0011	0	0	0	0	0	0	0.52	0.2
41	0.14	0	0	0	0	0.86	0	0	1.5e-05	0	0	5	0.43	0.13
42	1	0	0	0	0	3.2e-05	0	0	0	0	0	0	0.52	0.2
43	1	0	0	0	0	0	0.0023	0	0	0	0	0	0.52	0.2
44	1	0	0	0	0	3.6e-05	0	0	0	0	0	0	0.52	0.2
45	0.84	0	0	0	0	0	0.16	0	0	0	0	0	0.52	0.2
46	1	0	0	0	0	0	0.00087	0	0	0	0	0	0.52	0.2
47	0.72	0	0	0	0	0.28	0	0	0.00076	0	0	0	0.52	0.2
48	1	0	0	0	0	0	0.001	0	0	0	0	0	0.52	0.2
49	1	0	0	0	0	0	0.0011	0	0	0	0	0	0.52	0.2
50	0.82	0	0	0	0	0	0.18	0	0	0	0	0	0.52	0.2
51	0	0	0	0.98	0	0	0	0	0	0.021	0	3	0.053	0.11
52	0.99	0	0	0	0	0.014	0	0	0.00035	0	0	0	0.52	0.2
53	0.68	0.31	0.0037	0	0	0	0	0	3.4e-06	0	0	0	0.52	0.2
54	0.97	0	0	0	0	0	0.032	0	0	0	0	0	0.52	0.2
55	0	0	1	0	0	0	0	0	6.8e-06	0	0	2	0.37	0.022
56	1	0	0	0	0	0	0.0019	0	0	0	0	0	0.52	0.2
57	1	0	0	0	0	0.00022	0.0043	0	1.5e-05	0	0	0	0.52	0.2
58	0.89	0	0	0	0	0.11	0	0	0.0012	0	0	0	0.52	0.2
59	0	1	0.0034	0	0	0	0	0	0	0	0	1	0.37	0
60	0.99	0	0	0	0	0.012	0	0	0	0	0	0	0.52	0.2
61	0.9	0	0	0	0	0.097	0	0	0	0	0	0	0.52	0.2
62	0	0.99	0.0061	0	0	0	0	0	0	0	3.5e-05	1	0.37	0
63	0.97	0	0	0	0	0.026	0	0	0	0	0	0	0.52	0.2
64	0	0.95	0.05	0	0	0	0	0	3.4e-06	0	0.003	1	0.37	0
65	1	0	0	0	0	0	0.0013	0	0	0	0	0	0.52	0.2
66	1	0	0	0	0	0	4e-05	0	0	0	0	0	0.52	0.2
67	0	0	0	0.0012	0	0	0	0	0	1	0	9	0.11	0.2
