SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0	0	5.1e-06	0	0	0	0	1	0	14	0.37	0.022
1	0	0	0	0	0	0	0	0	0	0	0	0.97	0	0	0.026	0	11	0.37	0
2	0	0	0.25	0.25	0	0	0	0.19	0	0	0	0	0	0	0	0.31	15	0.89	0.27
3	1.6e-05	0	0.0027	0.0027	0	0	0	0	0	0.99	0	0	0	0	0	0	9	0.43	0.11
4	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	2	0.52	0.2
5	0	0	0	0	5.2e-05	0.05	0.062	0	0	0	0	0	0.89	0	0	0	12	0.11	0.18
6	0	0	0	0	0.00022	0.13	0.087	0	0	7.6e-06	0	0	0.78	0	0	0	12	0.11	0.18
7	0	0	0	0	0	0	0	0	0	5.4e-05	0	0.94	0	0	0.064	0	11	0.37	0
8	0	0	0.23	0.23	0	0	0	0.47	0	0	0	0	0	0	0	0.068	7	0.73	0.2
9	0.0005	0	0.39	0.39	0	0	0	0	0	0.22	0	0	0	0	1.4e-05	0	2	0.52	0.2
10	0	0.0047	0	0	0	0	0	0	0	4.9e-05	0	0.91	0	0	0.084	0	11	0.37	0
11	0	0	0.45	0.45	0	0	0	0.056	0	0	0	0	0	0	0	0.046	2	0.52	0.2
12	0	0	0	0	0.75	0.25	0.0028	0	0	0	0	0	0.00032	0	0	0	4	0.053	0.11
13	0	0	0	0	0.62	0.093	0.047	0	0	0	0	0	0.24	0	0	0	4	0.053	0.11
14	0.0006	0	0.44	0.44	0	0	0	0.0013	0	0.088	0	0	0	0	0.038	6.7e-05	2	0.52	0.2
15	0	0	0	0	0	0	0	0	0	8.3e-06	0	0.95	0	0	0.052	0	11	0.37	0
16	0	0	0.5	0.5	0	0	0	0.0049	0	0	0	0	0	0	0	2.2e-05	2	0.52	0.2
17	0.00076	0	0.5	0.5	0	0	0	0	0	0.0058	0	0	0	0	0	0	2	0.52	0.2
18	0	0	0.0087	0.0087	0	0	0	0.016	0	0	0	0	0	0	0	0.97	15	0.89	0.27
19	0	0	0.49	0.49	0	0	0	0.015	0	0	0	0	0	0	0	5.3e-06	2	0.52	0.2
20	0	0	0.5	0.5	0	0	0	0.0032	0	0	0	0	0	0	0	9.4e-06	2	0.52	0.2
21	1.4e-06	0	0.49	0.49	0	0	0	0.012	0	7e-06	0	0	0	0	0	0.0024	2	0.52	0.2
22	0	0	0.5	0.5	0	0	0	7.4e-05	0	0	0	0	0	0	0	0	2	0.52	0.2
23	0	0	0.5	0.5	0	0	0	1.6e-05	0	3.8e-06	0	0	0	0	0	0	2	0.52	0.2
24	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	2	0.52	0.2
25	0	0	0.49	0.49	0	0	0	0.011	0	0	0	0	0	0	0	0.0034	2	0.52	0.2
26	0	0	0.5	0.5	0	0	0	3.1e-05	0	0	0	0	0	0	0	0	2	0.52	0.2
27	0	0	0	0	1	9.7e-05	7.4e-06	0	0	0	0	0	7.1e-06	0	0	0	4	0.053	0.11
28	0	0	0.44	0.44	0	0	0	0.11	0	0	0	0	0	0	0	0.0089	2	0.52	0.2
29	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.00017	0	11	0.37	0
30	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4.7e-05	0	11	0.37	0
31	0	0	0.0089	0.0089	0.013	3.5e-05	3.5e-06	0	0.97	0	0	0	5.4e-06	0	0	0	8	0	0.067
32	0	0	0.5	0.5	0	0	0	0.0021	0	0	0	0	0	0	0	4.6e-05	2	0.52	0.2
33	0	0	0.38	0.38	0	0	0	0.0058	0	0	0	0	0	0	0	0.23	2	0.52	0.2
34	0	0.0035	0	0	0	0	0	0	0	0	0	0.96	0	0	0.037	0	11	0.37	0
35	0.00033	0	0.19	0.19	0	0	0	0	0	2.1e-05	0	0.59	0	0	0.023	0	11	0.37	0
36	0.00021	0	0.5	0.5	0	0	0	0	0	2.5e-05	0	0	0	0	0	0	2	0.52	0.2
37	0	0	0.5	0.5	0	0	0	0.0054	0	0	0	0	0	0	0	2.5e-05	2	0.52	0.2
38	0.0018	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	2	0.52	0.2
39	0.00058	0	0.35	0.35	0	0	0	0	0	0	0	0.29	0	0	0.0029	0	2	0.52	0.2
40	0.0008	0	0.5	0.5	0	0	0	0	0	5.2e-05	0	0	0	0	0	0	2	0.52	0.2
41	0.0013	0	0.17	0.17	0	0	0	0	0	0.66	0	0	0	0	0	4.1e-05	9	0.43	0.11
42	0.00089	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	2	0.52	0.2
43	0	0	0.5	0.5	0	0	0	5.9e-06	0	0	0	0	0	0	0	0	2	0.52	0.2
44	0.0004	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	2	0.52	0.2
45	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	2	0.52	0.2
46	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	2	0.52	0.2
47	0.0016	0	0.42	0.42	0	0	0	0	0	0.16	0	0	0	0	0	0.00078	2	0.52	0.2
48	0	0	0.5	0.5	0	0	0	7.3e-05	0	0	0	0	0	0	0	0	2	0.52	0.2
49	0	0	0.002	0.002	0	0	0	0.023	0	0	0	0	0	0	0	0.97	15	0.89	0.27
50	0	0	0.49	0.49	0	0	0	0.0072	0	0	0	0	0	0	0	0.012	2	0.52	0.2
51	0	0	0	0	0.71	0.17	0.032	0	0	0	0	0	0.078	0	0	0	4	0.053	0.11
52	0.00042	0	0.5	0.5	0	0	0	0	0	0.0064	0	0	0	0	0	0	2	0.52	0.2
53	0.00056	0	0.34	0.34	0	0	0	0	0	0	0	0.32	0	0	0.0037	0	2	0.52	0.2
54	0	0	0.37	0.37	0	0	0	0.11	0	0	0	0	0	0	0	0.16	2	0.52	0.2
55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.37	0.022
56	1.2e-05	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	2	0.52	0.2
57	6.6e-05	0	0.5	0.5	0	0	0	0.00043	0	6.3e-05	0	0	0	0	0	4.6e-06	2	0.52	0.2
58	0.00097	0	0.47	0.47	0	0	0	0	0	0.055	0	0	0	0	0	0	2	0.52	0.2
59	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0033	0	11	0.37	0
60	0.0019	0	0.5	0.5	0	0	0	0	0	0.00066	0	0	0	0	0	0	2	0.52	0.2
61	0.0022	0	0.49	0.49	0	0	0	0	0	0.011	0	0	0	0	0	0	2	0.52	0.2
62	0	3.4e-05	0	0	0	0	0	0	0	0	0	0.99	0	0	0.006	0	11	0.37	0
63	0.0011	0	0.5	0.5	0	0	0	0	0	0.0036	0	0	0	0	0	0	2	0.52	0.2
