SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0.0029	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.37	0.022
1	0	0	0	0.55	0	0	0	0.35	0	0	0	0.035	0	0	0	0	0	0	0.064	0	3	0.32	0
2	0.25	0	0.19	0	0.31	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	4	0.89	0.27
3	0.0031	0	0	0	0	0	0	0	0	0	0.99	0	0.0031	0	0	0	0	0	0	0	10	0.43	0.13
4	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
5	0	0	0	0	0	0	2.1e-06	0	0	0.031	0	0	0	5.3e-05	0	0.081	0	0.89	0	0	17	0.11	0.18
6	0	0	0	0	0	0	0.00038	0	0	0.084	2.5e-05	0	0	0.00023	0	0.12	0	0.8	0	0	17	0.11	0.18
7	0	0	0	0.092	0	0	0	0.21	0	0	8.1e-06	0.052	0	0	0	0	0	0	0.65	0	18	0.48	0
8	0.23	0	0.47	0	0.069	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0	0	2	0.73	0.2
9	0.4	0	0	0	0	0	0	0	4.8e-05	0	0.21	1.4e-05	0.4	0	0	0	0	0	0	0	0	0.52	0.2
10	0	0	0	0.67	0	0.0043	9.6e-05	0.22	0	0	1.1e-05	0.074	0	0	0	0	0	0	0.036	0	3	0.32	0
11	0.45	0	0.057	0	0.047	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0.52	0.2
12	0	0	0	0	0	0	0.01	0	0	0.17	0	0	0	0.82	0	0.0039	0	0.00035	0	0	13	0.053	0.11
13	0	0	0	0	0	0	0	0	0	0.058	0	0	0	0.64	0	0.061	0	0.24	0	0	13	0.053	0.11
14	0.44	0	0.0014	0	6.9e-05	0	0	0	5.6e-05	0	0.088	0.037	0.44	0	0	0	0	0	0	0	0	0.52	0.2
15	0	0	0	0.38	0	0	0	0.33	0	0	0	0.068	0	0	0	0	0	0	0.21	0	3	0.32	0
16	0.5	0	0.005	0	2.3e-05	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
17	0.49	0	0	0	0	0	0	0	6.9e-05	0	0.027	0	0.49	0	0	0	0	0	0	0	0	0.52	0.2
18	0.0085	0	0.016	0	0.97	0	0	0	0	0	0	0	0.0085	0	0	0	0	0	0	0	4	0.89	0.27
19	0.49	0	0.015	0	5.4e-06	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0.52	0.2
20	0.5	0	0.0033	0	9.6e-06	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
21	0.49	0	0.012	0	0.0025	0	0	0	0	0	1.7e-05	0	0.49	0	0	0	0	0	0	0	0	0.52	0.2
22	0.5	0	7.6e-05	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
23	0.5	0	1.6e-05	0	0	0	0	0	0	0	8.8e-06	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
24	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
25	0.49	0	0.011	0	0.0035	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0.52	0.2
26	0.5	0	3.1e-05	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
27	0	0	0	0	0	0	0	0	0	5.9e-05	0	0	0	1	0	9.4e-06	0	7e-06	0	0	13	0.053	0.11
28	0.44	0	0.12	0	0.0091	0	0	0	0	0	0	0	0.44	0	0	0	0	0	0	0	0	0.52	0.2
29	0	0	0	0.00015	0	0	0	0.016	0	0	0	1e-05	0	0	0	0	0	0	0.98	0	18	0.48	0
30	0	0	0	0.58	0	0	0	0.42	0	0	0	7.2e-05	0	0	0	0	0	0	0.0023	0	3	0.32	0
31	0.0087	0	0	0	0	0	0	0	0	2.2e-05	0	0	0.0087	0.013	0.97	4.6e-06	0	5.5e-06	0	0	14	0	0.067
32	0.5	0	0.0022	0	4.7e-05	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
33	0.38	0	0.0059	0	0.24	0	0	0	0	0	0	0	0.38	0	0	0	0	0	0	0	0	0.52	0.2
34	0	0	0	0.86	0	0.0017	1.1e-05	0.12	0	0	0	0.017	0	0	0	0	0	0	0.0019	0	3	0.32	0
35	0.21	0	0	0.16	0	0	0	0.17	3.3e-05	0	4.7e-06	0.025	0.21	0	0	0	0	0	0.23	0	18	0.48	0
36	0.5	0	0	0	0	0	0	0	2e-05	0	0.00014	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
37	0.5	0	0.0055	0	2.5e-05	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
38	0.5	0	0	0	0	0	0	0	0.00016	0	1e-05	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
39	0.3	0	0	0.013	0	0	0	0.066	4.6e-05	0	0	0.0024	0.3	0	0	0	0	0	0.32	0	18	0.48	0
40	0.5	0	0	0	0	0	0	0	7.4e-05	0	0.0012	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
41	0.068	0	0	0	1.7e-05	0	0	0	5e-05	0	0.86	0	0.068	0	0	0	0	0	0	0	10	0.43	0.13
42	0.5	0	0	0	0	0	0	0	8.2e-05	0	3.4e-05	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
43	0.5	0	6e-06	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
44	0.5	0	0	0	0	0	0	0	3.7e-05	0	3.8e-05	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
45	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
46	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
47	0.35	0	0	0	0.00067	0	0	0	0.00013	0	0.3	0	0.35	0	0	0	0	0	0	0	0	0.52	0.2
48	0.5	0	7.5e-05	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
49	0.0019	0	0.023	0	0.97	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	4	0.89	0.27
50	0.49	0	0.0074	0	0.013	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0.52	0.2
51	0	0	0	0	0	0	0.00013	0	0	0.11	0	0	0	0.76	0	0.044	0	0.081	0	0	13	0.053	0.11
52	0.49	0	0	0	0	0	0	0	3.9e-05	0	0.015	0	0.49	0	0	0	0	0	0	0	0	0.52	0.2
53	0.3	0	0	0.017	0	0	0	0.074	4.5e-05	0	0	0.0031	0.3	0	0	0	0	0	0.31	0	18	0.48	0
54	0.36	0	0.12	0	0.16	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0.52	0.2
55	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.37	0.022
56	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
57	0.5	0	0.00044	0	4.7e-06	0	0	0	5.7e-06	0	0.00023	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
58	0.44	0	0	0	0	0	0	0	8.5e-05	0	0.11	0	0.44	0	0	0	0	0	0	0	0	0.52	0.2
59	0	0	0	0.86	0	0	0	0.13	0	0	0	0.0016	0	0	0	0	0	0	0.001	0	3	0.32	0
60	0.49	0	0	0	0	0	0	0	0.00018	0	0.013	0	0.49	0	0	0	0	0	0	0	0	0.52	0.2
61	0.45	0	0	0	0	0	0	0	0.00018	0	0.1	0	0.45	0	0	0	0	0	0	0	0	0.52	0.2
62	0	0	0	0.94	0	7.9e-06	0	0.061	0	0	0	0.0014	0	0	0	0	0	0	6.6e-05	0	3	0.32	0
63	0.49	0	0	0	0	0	0	0	9.8e-05	0	0.027	0	0.49	0	0	0	0	0	0	0	0	0.52	0.2
64	0	0	0	0.72	0	0.0025	1.5e-05	0.21	0	0	0	0.04	0	0	0	0	0	0	0.023	0	3	0.32	0
65	0.5	0	0.0001	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
66	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
67	0	0	0	0	0	0	0	0	0	0.0052	0	0	0	0.0028	0	0.032	0	0.96	0	0	17	0.11	0.18
68	0	0	0	0	0	0	2.4e-06	0	0	0.045	0	0	0	0.95	0	0.0061	0	0.003	0	0	13	0.053	0.11
69	0.17	0	0	0	0	0	0	0	8.2e-05	0	0.67	0	0.17	0	0	0	0	0	0	0	10	0.43	0.13
70	2.9e-05	0	0	0.46	0	0.0032	0.00021	0.25	0	0	0.00064	0.15	2.9e-05	0	0	0	0	0	0.15	0	3	0.32	0
71	0.5	0	1.4e-06	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
72	0	0	0	0.72	0	9.7e-06	0	0.24	0	0	0	0.026	0	0	0	0	0	0	0.017	0	3	0.32	0
73	0.5	0	2.6e-06	0	2.5e-06	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
74	0.35	0	0	0	0	0	0	0	0.00012	0	0.3	0	0.35	0	0	0	0	0	0	0	0	0.52	0.2
75	0.48	0	0.011	0	0	0	0	0	2.1e-05	0	0.032	0	0.48	0	0	0	0	0	0	0	0	0.52	0.2
76	0.5	0	0.00053	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
77	0.00073	0	0	0	0	0	0	0	0	0	1	0	0.00073	0	0	0	0	0	0	0	10	0.43	0.13
78	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
79	0.14	0	0	0	0	0	0	0	2.5e-05	0	0.72	0	0.14	0	0	0	0	0	0	0	10	0.43	0.13
80	0.48	0	0.034	0	5.9e-05	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0	0	0	0.52	0.2
81	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
82	0	0	0	0	0	0	0.0007	0	0	0.13	0	0	0	0.38	0	0.097	0	0.39	0	0	17	0.11	0.18
83	0.46	0	0.074	0	0.0042	0	0	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0	0.52	0.2
84	0	0	0	0.033	0	0	0	0.31	0	0	0	0.0028	0	0	0	0	0	0	0.66	0	18	0.48	0
85	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.11	0
86	0.5	0	0.0002	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
87	0.0028	0	0	0	0	0	0	0	0	0	0.99	0	0.0028	0	0	0	0	0	0	0	10	0.43	0.13
88	0.5	0	1.2e-05	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
89	0.49	0	0	0	0	0	0	0	0.00018	0	0.017	0	0.49	0	0	0	0	0	0	0	0	0.52	0.2
90	0	0	0	0	0	0	0	0	0	0.0068	0	0	0	4.5e-05	0	0.043	0	0.95	0	0	17	0.11	0.18
91	0.5	0	0	0	0	0	0	0	7.1e-05	0	0.0072	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
92	0.5	0	0.00026	0	1.4e-06	0	0	0	5.5e-05	0	0.0056	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
93	0.47	0	0	0	0	0	0	0	5.2e-05	0	0.052	1.2e-05	0.47	0	0	0	0	0	0	0	0	0.52	0.2
94	0	0	0	0.6	0	5.7e-06	0	0.29	0	0	0	0.058	0	0	0	0	0	0	0.054	0	3	0.32	0
95	0.5	0	0	0	0	0	0	0	6.7e-05	0	2.5e-05	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
96	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
97	0.5	0	0	0	0	0	0	0	0.00029	0	0.0011	0	0.5	0	0	0	0	0	0	0	0	0.52	0.2
