SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0	0	0	0.0029	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.37	0.022
1	0	0	0	0	0	0	0	0	0.035	0.35	0.55	0	0	0.064	0	0	0	0	0	10	0.32	0
2	0.5	0	0	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0.52	0.2
3	0.0062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0	15	0.43	0.13
4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.2
5	0	0	0	2.1e-06	5.3e-05	0	0	0.081	0	0	0	0	0.89	0	0.031	0	0	0	0	12	0.11	0.18
6	0	0	0	0.00038	0.00023	0	0	0.12	0	0	0	0	0.8	0	0.084	2.5e-05	0	0	0	12	0.11	0.18
7	0	0	0	0	0	0	0	0	0.052	0.21	0.092	0	0	0.65	0	8.1e-06	0	0	0	13	0.48	0
8	0.46	0	0	0	0	0	0.069	0	0	0	0	0	0	0	0	0	0	0.47	0	17	0.73	0.2
9	0.79	2.2e-05	0	0	0	0	0	0	1.4e-05	0	0	0	0	0	0	0.21	0	0	4.6e-05	0	0.52	0.2
10	0	0	0	9.6e-05	0	0.0043	0	0	0.074	0.22	0.67	0	0	0.036	0	1.1e-05	0	0	0	10	0.32	0
11	0.9	0	0	0	0	0	0.047	0	0	0	0	0	0	0	0	0	0	0.057	0	0	0.52	0.2
12	0	0	0	0.01	0.82	0	0	0.0039	0	0	0	0	0.00035	0	0.17	0	0	0	0	4	0.053	0.11
13	0	0	0	0	0.64	0	0	0.062	0	0	0	0	0.24	0	0.058	0	0	0	0	4	0.053	0.11
14	0.87	2.6e-05	0	0	0	0	6.9e-05	0	0.037	0	0	0	0	0	0	0.088	0	0.0014	5.4e-05	0	0.52	0.2
15	0	0	0	0	0	0	0	0	0.068	0.33	0.38	0	0	0.21	0	0	0	0	0	10	0.32	0
16	0.99	0	0	0	0	0	2.3e-05	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0.52	0.2
17	0.97	3.2e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0	6.6e-05	0	0.52	0.2
18	0.017	0	0	0	0	0	0.97	0	0	0	0	0	0	0	0	0	0	0.016	0	6	0.89	0.27
19	0.99	0	0	0	0	0	5.4e-06	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0.52	0.2
20	1	0	0	0	0	0	9.6e-06	0	0	0	0	0	0	0	0	0	0	0.0033	0	0	0.52	0.2
21	0.99	0	0	0	0	0	0.0025	0	0	0	0	0	0	0	0	1.7e-05	0	0.012	0	0	0.52	0.2
22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6e-05	0	0	0.52	0.2
23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.8e-06	0	1.6e-05	0	0	0.52	0.2
24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.2
25	0.99	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0.52	0.2
26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1e-05	0	0	0.52	0.2
27	0	0	0	0	1	0	0	9.4e-06	0	0	0	0	7e-06	0	5.9e-05	0	0	0	0	4	0.053	0.11
28	0.88	0	0	0	0	0	0.0091	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0.52	0.2
29	0	0	0	0	0	0	0	0	1e-05	0.016	0.00015	0	0	0.98	0	0	0	0	0	13	0.48	0
30	0	0	0	0	0	0	0	0	7.2e-05	0.42	0.58	0	0	0.0023	0	0	0	0	0	10	0.32	0
31	0.017	0	0	0	0.013	0	0	4.6e-06	0	0	0	0.97	5.5e-06	0	2.2e-05	0	0	0	0	11	0	0.067
32	1	0	0	0	0	0	4.7e-05	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0.52	0.2
33	0.76	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0.0059	0	0	0.52	0.2
34	0	0	0	1.1e-05	0	0.0017	0	0	0.017	0.12	0.86	0	0	0.0019	0	0	0	0	0	10	0.32	0
35	0.42	1.5e-05	0	0	0	0	0	0	0.025	0.17	0.16	0	0	0.23	0	4.7e-06	0	0	3.2e-05	0	0.52	0.2
36	1	9e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014	0	0	1.9e-05	0	0.52	0.2
37	0.99	0	0	0	0	0	2.5e-05	0	0	0	0	0	0	0	0	0	0	0.0055	0	0	0.52	0.2
38	1	7.5e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-05	0	0	0.00016	0	0.52	0.2
39	0.6	2.1e-05	0	0	0	0	0	0	0.0024	0.066	0.013	0	0	0.32	0	0	0	0	4.5e-05	0	0.52	0.2
40	1	3.4e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	7.2e-05	0	0.52	0.2
41	0.14	2.3e-05	0	0	0	0	1.7e-05	0	0	0	0	0	0	0	0	0.86	0	0	4.8e-05	15	0.43	0.13
42	1	3.8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4e-05	0	0	8e-05	0	0.52	0.2
43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-06	0	0	0.52	0.2
44	1	1.7e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8e-05	0	0	3.6e-05	0	0.52	0.2
45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.2
46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.2
47	0.7	5.8e-05	0	0	0	0	0.00067	0	0	0	0	0	0	0	0	0.3	0	0	0.00012	0	0.52	0.2
48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5e-05	0	0	0.52	0.2
49	0.0039	0	0	0	0	0	0.97	0	0	0	0	0	0	0	0	0	0	0.023	0	6	0.89	0.27
50	0.98	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0.0074	0	0	0.52	0.2
51	0	0	0	0.00013	0.76	0	0	0.044	0	0	0	0	0.081	0	0.11	0	0	0	0	4	0.053	0.11
52	0.98	1.8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	3.8e-05	0	0.52	0.2
53	0.59	2.1e-05	0	0	0	0	0	0	0.0031	0.074	0.017	0	0	0.31	0	0	0	0	4.4e-05	0	0.52	0.2
54	0.73	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0.52	0.2
55	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.37	0.022
56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.2
57	1	0	0	0	0	0	4.7e-06	0	0	0	0	0	0	0	0	0.00023	0	0.00044	5.6e-06	0	0.52	0.2
58	0.89	3.9e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	8.2e-05	0	0.52	0.2
59	0	0	0	0	0	0	0	0	0.0016	0.13	0.86	0	0	0.001	0	0	0	0	0	10	0.32	0
60	0.99	8.1e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0.00017	0	0.52	0.2
61	0.9	8.4e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.00018	0	0.52	0.2
62	0	0	0	0	0	7.9e-06	0	0	0.0014	0.061	0.94	0	0	6.6e-05	0	0	0	0	0	10	0.32	0
63	0.97	4.5e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0	9.5e-05	0	0.52	0.2
64	0	0	0	1.5e-05	0	0.0025	0	0	0.04	0.21	0.72	0	0	0.023	0	0	0	0	0	10	0.32	0
65	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0.52	0.2
66	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.2
67	0	0	0	0	0.0028	0	0	0.032	0	0	0	0	0.96	0	0.0052	0	0	0	0	12	0.11	0.18
68	0	0	0	2.4e-06	0.95	0	0	0.0062	0	0	0	0	0.003	0	0.044	0	0	0	0	4	0.053	0.11
69	0.33	3.8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0	0	8e-05	15	0.43	0.13
70	5.8e-05	0	0	0.00021	0	0.0032	0	0	0.15	0.25	0.46	0	0	0.15	0	0.00064	0	0	0	10	0.32	0
71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4e-06	0	0	0.52	0.2
72	0	0	0	0	0	9.7e-06	0	0	0.026	0.24	0.72	0	0	0.017	0	0	0	0	0	10	0.32	0
73	1	0	0	0	0	0	2.5e-06	0	0	0	0	0	0	0	0	0	0	2.6e-06	0	0	0.52	0.2
74	0.7	5.3e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.00011	0	0.52	0.2
75	0.96	9.8e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0.011	2.1e-05	0	0.52	0.2
76	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00053	0	0	0.52	0.2
77	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.43	0.13
78	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.2
79	0.28	1.1e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72	0	0	2.4e-05	15	0.43	0.13
80	0.97	0	0	0	0	0	5.9e-05	0	0	0	0	0	0	0	0	0	0	0.034	0	0	0.52	0.2
81	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.2
82	0	0	0	0.0007	0.38	0	0	0.098	0	0	0	0	0.39	0	0.13	0	0	0	0	12	0.11	0.18
83	0.92	0	0	0	0	0	0.0042	0	0	0	0	0	0	0	0	0	0	0.074	0	0	0.52	0.2
84	0	0	0	0	0	0	0	0	0.0028	0.31	0.033	0	0	0.66	0	0	0	0	0	13	0.48	0
85	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.11	0
86	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0.52	0.2
87	0.0055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0	15	0.43	0.13
88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2e-05	0	0	0.52	0.2
89	0.98	8.4e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0.00018	0	0.52	0.2
90	0	0	0	0	4.5e-05	0	0	0.044	0	0	0	0	0.95	0	0.0068	0	0	0	0	12	0.11	0.18
91	0.99	3.2e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072	0	0	6.8e-05	0	0.52	0.2
92	0.99	2.5e-05	0	0	0	0	1.4e-06	0	0	0	0	0	0	0	0	0.0056	0	0.00026	5.3e-05	0	0.52	0.2
