SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0.37	0.022
1	0	0	0	0.97	0	0	0	0	0	0	0	0	0.026	0	0	3	0.37	0
2	0	0.15	0.15	0	0.15	0	0	0	0	0	0	0.00053	0	0.55	0	13	0.79	0.2
3	0	0.0022	0.0022	0	0.0022	0	0	0	0	0.053	0.94	0	0	0	0	10	0.43	0.13
4	0	0.33	0.33	0	0.33	0	0	0	0	0	0	4.6e-05	0	0	0	1	0.52	0.2
5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.16
6	1	0	0	0	0	0	0	0	0	0	1.5e-05	0	0	0	0	0	0.11	0.16
7	0	0	0	0.94	0	0	0	0	0	0.00013	8.2e-06	0	0.064	0	0	3	0.37	0
8	0	0.13	0.13	0	0.13	0	0	0	0	0	0	0.0049	0	0.61	0	13	0.79	0.2
9	0	0.17	0.17	0	0.17	0	0	0	0	0.37	0.12	0	9.5e-06	0	0	9	0.52	0.089
10	0	0	0	0.91	0	0	0	0	0	9.9e-06	1e-05	0	0.084	0	0.0048	3	0.37	0
11	0	0.29	0.29	0	0.29	0	0	0	0	0	0	0.0073	0	0.11	0	1	0.52	0.2
12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.16
13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.16
14	0	0.26	0.26	0	0.26	0	0	0	0	0.11	0.07	0.00018	0.035	0.0013	0	1	0.52	0.2
15	0	0	0	0.95	0	0	0	0	0	7.3e-06	0	0	0.053	0	0	3	0.37	0
16	0	0.33	0.33	0	0.33	0	0	0	0	0	0	0.0021	0	0.0023	0	1	0.52	0.2
17	0	0.32	0.32	0	0.32	0	0	0	0	0.00098	0.024	0	0	0	0	1	0.52	0.2
18	0	0.031	0.031	0	0.031	0	0	0	0	0	0	0	0	0.91	0	13	0.79	0.2
19	0	0.33	0.33	0	0.33	0	0	0	0	0	0	0.00011	0	0.0059	0	1	0.52	0.2
20	0	0.31	0.31	0	0.31	0	0	0	0	0	0	0.058	0	0.0012	0	1	0.52	0.2
21	0	0.33	0.33	0	0.33	0	0	0	0	0.0013	1.5e-05	0.0086	0	0.014	0	1	0.52	0.2
22	0	0.33	0.33	0	0.33	0	0	0	0	0	0	0.0057	0	1.7e-05	0	1	0.52	0.2
23	0	0.33	0.33	0	0.33	0	0	0	0	0.0097	7.7e-06	0	0	2.4e-06	0	1	0.52	0.2
24	0	0.33	0.33	0	0.33	0	0	0	0	0	0	0.014	0	0	0	1	0.52	0.2
25	0	0.33	0.33	0	0.33	0	0	0	0	0	0	0.00058	0	0.0066	0	1	0.52	0.2
26	0	0.24	0.24	0	0.24	0	0	0	0	0	0	0.28	0	1.2e-06	0	11	0.57	0.33
27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.16
28	0	0.27	0.27	0	0.27	0	0	0	0	0	0	0.066	0	0.12	0	1	0.52	0.2
29	0	0	0	1	0	0	0	0	0	0	0	0	0.00017	0	0	3	0.37	0
30	0	0	0	1	0	0	0	0	0	0	0	0	4.7e-05	0	0	3	0.37	0
31	6.1e-05	0.006	0.006	0	0.006	0	0	0	0	0.98	0	0	0	0	0	9	0.52	0.089
32	0	0.33	0.33	0	0.33	0	0	0	0	0	0	0.019	0	0.0013	0	1	0.52	0.2
33	0	0.32	0.32	0	0.32	0	0	0	0	0	0	3e-05	0	0.042	0	1	0.52	0.2
34	0	0	0	0.96	0	0	0	0	0	0	0	0	0.037	0	0.0036	3	0.37	0
35	0	0.13	0.13	0.6	0.13	0	0	0	0	1.9e-05	3.7e-06	0	0.024	0	0	3	0.37	0
36	0	0.33	0.33	0	0.33	0	0	0	0	0.00021	0.00012	5.9e-06	0	0	0	1	0.52	0.2
37	0	0.33	0.33	0	0.33	0	0	0	0	0	0	0.011	0	0.0021	0	1	0.52	0.2
38	0	0.33	0.33	0	0.33	0	0	0	0	0	9.1e-06	0	0	0	0	1	0.52	0.2
39	0	0.23	0.23	0.3	0.23	0	0	0	0	0	0	0	0.003	0	0	3	0.37	0
40	0	0.33	0.33	0	0.33	0	0	0	0	1.7e-06	0.0011	0	0	0	0	1	0.52	0.2
41	0	0.05	0.05	0	0.05	0	0	0	0	0.002	0.85	0	0	0	0	10	0.43	0.13
