SNV	cluster0	cluster1	cluster	dcf0	dcf1
0	0	1	1	0.21	0.067
1	0	1	1	0.21	0.067
2	1	0	0	0.52	0.2
3	1	8.3e-06	0	0.52	0.2
4	1	0	0	0.52	0.2
5	0.0002	1	1	0.21	0.067
6	1.3e-05	1	1	0.21	0.067
7	0.026	0.97	1	0.21	0.067
8	1	0	0	0.52	0.2
9	1	0	0	0.52	0.2
10	2.5e-06	1	1	0.21	0.067
11	1	0	0	0.52	0.2
12	0	1	1	0.21	0.067
13	0	1	1	0.21	0.067
14	1	0.0016	0	0.52	0.2
15	2.9e-05	1	1	0.21	0.067
16	1	0	0	0.52	0.2
17	1	0	0	0.52	0.2
18	1	0	0	0.52	0.2
19	1	0	0	0.52	0.2
20	1	0	0	0.52	0.2
21	1	0	0	0.52	0.2
22	1	0	0	0.52	0.2
23	1	0	0	0.52	0.2
24	1	0	0	0.52	0.2
25	1	0	0	0.52	0.2
26	1	0	0	0.52	0.2
27	0	1	1	0.21	0.067
28	1	0	0	0.52	0.2
29	0	1	1	0.21	0.067
30	0	1	1	0.21	0.067
31	1	3.2e-05	0	0.52	0.2
32	1	0	0	0.52	0.2
33	1	0	0	0.52	0.2
34	0	1	1	0.21	0.067
35	1	0.00018	0	0.52	0.2
36	1	0	0	0.52	0.2
37	1	0	0	0.52	0.2
38	1	0	0	0.52	0.2
39	1	0	0	0.52	0.2
40	1	0	0	0.52	0.2
41	1	0	0	0.52	0.2
42	1	0	0	0.52	0.2
43	1	0	0	0.52	0.2
44	1	0	0	0.52	0.2
45	1	0	0	0.52	0.2
46	1	0	0	0.52	0.2
47	1	0.00026	0	0.52	0.2
48	1	0	0	0.52	0.2
49	1	0	0	0.52	0.2
50	1	0	0	0.52	0.2
51	0	1	1	0.21	0.067
52	1	0	0	0.52	0.2
53	1	0	0	0.52	0.2
54	1	0	0	0.52	0.2
55	0	1	1	0.21	0.067
56	1	0	0	0.52	0.2
57	1	0	0	0.52	0.2
58	1	0	0	0.52	0.2
59	0	1	1	0.21	0.067
60	1	0	0	0.52	0.2
61	1	0	0	0.52	0.2
62	0	1	1	0.21	0.067
63	1	0	0	0.52	0.2
64	0	1	1	0.21	0.067
65	1	0	0	0.52	0.2
66	1	0	0	0.52	0.2
67	0.47	0.53	1	0.21	0.067
68	0	1	1	0.21	0.067
69	1	0	0	0.52	0.2
70	0.0014	1	1	0.21	0.067
71	1	0	0	0.52	0.2
72	0	1	1	0.21	0.067
73	1	0	0	0.52	0.2
74	1	0	0	0.52	0.2
75	1	0	0	0.52	0.2
76	1	0	0	0.52	0.2
77	1	0	0	0.52	0.2
78	1	0	0	0.52	0.2
79	1	0	0	0.52	0.2
80	1	0	0	0.52	0.2
81	1	0	0	0.52	0.2
82	0	1	1	0.21	0.067
83	1	0	0	0.52	0.2
84	0	1	1	0.21	0.067
85	0	1	1	0.21	0.067
86	1	0	0	0.52	0.2
87	1	0	0	0.52	0.2
88	1	0	0	0.52	0.2
89	1	0	0	0.52	0.2
90	0.0011	1	1	0.21	0.067
91	1	0	0	0.52	0.2
92	1	0	0	0.52	0.2
93	1	0	0	0.52	0.2
94	0	1	1	0.21	0.067
95	1	0	0	0.52	0.2
96	1	0	0	0.52	0.2
97	1	0	0	0.52	0.2
98	1	0	0	0.52	0.2
99	0	1	1	0.21	0.067
100	0.027	0.97	1	0.21	0.067
101	0.094	0.91	1	0.21	0.067
102	0	1	1	0.21	0.067
103	1	0	0	0.52	0.2
104	1	0	0	0.52	0.2
105	0	1	1	0.21	0.067
106	1	0	0	0.52	0.2
107	0	1	1	0.21	0.067
108	1	0	0	0.52	0.2
109	0	1	1	0.21	0.067
110	1	0	0	0.52	0.2
111	0	1	1	0.21	0.067
112	1.7e-05	1	1	0.21	0.067
113	0	1	1	0.21	0.067
114	1	0	0	0.52	0.2
115	1	0	0	0.52	0.2
116	1	0	0	0.52	0.2
117	0	1	1	0.21	0.067
118	1	0	0	0.52	0.2
119	0	1	1	0.21	0.067
120	0	1	1	0.21	0.067
121	1	0	0	0.52	0.2
122	0.00066	1	1	0.21	0.067
123	1	0	0	0.52	0.2
124	0	1	1	0.21	0.067
125	0.0036	1	1	0.21	0.067
126	0	1	1	0.21	0.067
127	1	0	0	0.52	0.2
128	0	1	1	0.21	0.067
129	0	1	1	0.21	0.067
130	0	1	1	0.21	0.067
131	1	0	0	0.52	0.2
132	1	0	0	0.52	0.2
133	1	0	0	0.52	0.2
134	0	1	1	0.21	0.067
135	0	1	1	0.21	0.067
136	1	0	0	0.52	0.2
137	1	0	0	0.52	0.2
138	1	0	0	0.52	0.2
139	1	0	0	0.52	0.2
140	1	0	0	0.52	0.2
141	1	0.00026	0	0.52	0.2
142	0.00087	1	1	0.21	0.067
143	1	0	0	0.52	0.2
144	0	1	1	0.21	0.067
145	1	0	0	0.52	0.2
146	0	1	1	0.21	0.067
147	1	0	0	0.52	0.2
148	0	1	1	0.21	0.067
149	1	0	0	0.52	0.2
150	1	0	0	0.52	0.2
151	1	0	0	0.52	0.2
152	0	1	1	0.21	0.067
153	1	0	0	0.52	0.2
154	0.0016	1	1	0.21	0.067
155	1	0	0	0.52	0.2
156	0	1	1	0.21	0.067
157	0.95	0.052	0	0.52	0.2
158	1	0	0	0.52	0.2
159	1	0.00038	0	0.52	0.2
160	0	1	1	0.21	0.067
161	1	0	0	0.52	0.2
162	1	0	0	0.52	0.2
163	0	1	1	0.21	0.067
164	1	0	0	0.52	0.2
165	3.9e-05	1	1	0.21	0.067
166	1	0	0	0.52	0.2
167	1	2.1e-05	0	0.52	0.2
168	0	1	1	0.21	0.067
169	0	1	1	0.21	0.067
170	1	0	0	0.52	0.2
171	1	0	0	0.52	0.2
172	1	0.00051	0	0.52	0.2
173	0.64	0.36	0	0.52	0.2
174	1	0	0	0.52	0.2
175	1	0	0	0.52	0.2
176	1	0	0	0.52	0.2
177	0	1	1	0.21	0.067
178	1	0	0	0.52	0.2
179	0	1	1	0.21	0.067
180	1	0	0	0.52	0.2
181	1	0	0	0.52	0.2
182	1	0	0	0.52	0.2
183	1	0.00018	0	0.52	0.2
184	1	0	0	0.52	0.2
