SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0	0	0.00034	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	0.37	0.022
1	0	0	0	0	0	0.93	0	0	0	0	0	0	0	0.03	0	0	0.039	5	0.37	0
2	0.25	0	0	0	0	0	0.19	0	0	0	0.31	0	0	0	0	0.25	0	10	0.89	0.27
3	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0.0031	0	14	0.43	0.13
4	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
5	0	1	0.00048	0	0	0	0	5.6e-05	0	0	0	0	0	0	0	0	0	1	0.11	0.18
6	0	0.98	0.017	0	0	0	0	0.00027	0	0	0	0	0	0	2.6e-05	0	0	1	0.11	0.18
7	0	0	0	0	0	0.55	0	0	0	0	0	0	0	0.045	6.9e-06	0	0.4	5	0.37	0
8	0.23	0	0	0	0	0	0.48	0	0	0	0.068	0	0	0	0	0.23	0	6	0.73	0.2
9	0.4	0	0	0	4e-05	0	0	0	0	0	0	0	0	1.4e-05	0.21	0.4	0	15	0.52	0.2
10	0	0	4.5e-05	0.0056	0	0.87	0	0	0	0	0	0	0	0.095	1.4e-05	0	0.033	5	0.37	0
11	0.45	0	0	0	0	0	0.058	0	0	0	0.047	0	0	0	0	0.45	0	15	0.52	0.2
12	0	0.00043	0.038	0	0	0	0	0.96	0	0	0	0	0	0	0	0	0	7	0.053	0.11
13	0	0.29	8e-06	0	0	0	0	0.71	0	0	0	0	0	0	0	0	0	7	0.053	0.11
14	0.44	0	0	0	4.7e-05	0	0.0014	0	0	0	6.9e-05	0	0	0.037	0.088	0.44	0	15	0.52	0.2
15	0	0	0	0	0	0.82	0	0	0	0	0	0	0	0.054	0	0	0.12	5	0.37	0
16	0.5	0	0	0	0	0	0.005	0	0	0	2.3e-05	0	0	0	0	0.5	0	15	0.52	0.2
17	0.49	0	0	0	5.7e-05	0	0	0	0	0	0	0	0	0	0.027	0.49	0	15	0.52	0.2
18	0.0085	0	0	0	0	0	0.016	0	0	0	0.97	0	0	0	0	0.0085	0	10	0.89	0.27
19	0.49	0	0	0	0	0	0.015	0	0	0	5.4e-06	0	0	0	0	0.49	0	15	0.52	0.2
20	0.5	0	0	0	0	0	0.0033	0	0	0	9.6e-06	0	0	0	0	0.5	0	15	0.52	0.2
21	0.49	0	0	0	0	0	0.012	0	0	0	0.0025	0	0	0	1.7e-05	0.49	0	15	0.52	0.2
22	0.5	0	0	0	0	0	7.7e-05	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
23	0.5	0	0	0	0	0	1.6e-05	0	0	0	0	0	0	0	8.8e-06	0.5	0	15	0.52	0.2
24	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
25	0.49	0	0	0	0	0	0.011	0	0	0	0.0035	0	0	0	0	0.49	0	15	0.52	0.2
26	0.5	0	0	0	0	0	3.2e-05	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
27	0	7.4e-06	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0.053	0.11
28	0.44	0	0	0	0	0	0.12	0	0	0	0.0091	0	0	0	0	0.44	0	15	0.52	0.2
29	0	0	0	0	0	0.065	0	0	0	0	0	0	0	1.3e-05	0	0	0.93	16	0.48	0
30	0	0	0	0	0	1	0	0	0	0	0	0	0	5.6e-05	0	0	0.0013	5	0.37	0
31	0.0087	6.5e-06	1.5e-06	0	0	0	0	0.015	0.97	0	0	0	0	0	0	0.0087	0	8	0	0.067
32	0.5	0	0	0	0	0	0.0022	0	0	0	4.7e-05	0	0	0	0	0.5	0	15	0.52	0.2
33	0.38	0	0	0	0	0	0.006	0	0	0	0.24	0	0	0	0	0.38	0	15	0.52	0.2
34	0	0	4.1e-06	0.0044	0	0.95	0	0	0	0	0	0	0	0.043	0	0	0.0035	5	0.37	0
35	0.18	0	0	0	2.4e-05	0.47	0	0	0	0	0	0	0	0.022	4.1e-06	0.18	0.15	5	0.37	0
36	0.5	0	0	0	1.6e-05	0	0	0	0	0	0	0	0	0	0.00014	0.5	0	15	0.52	0.2
37	0.5	0	0	0	0	0	0.0056	0	0	0	2.5e-05	0	0	0	0	0.5	0	15	0.52	0.2
38	0.5	0	0	0	0.00014	0	0	0	0	0	0	0	0	0	1e-05	0.5	0	15	0.52	0.2
39	0.29	0	0	0	3.7e-05	0.2	0	0	0	0	0	0	0	0.0024	0	0.29	0.22	15	0.52	0.2
40	0.5	0	0	0	6.2e-05	0	0	0	0	0	0	0	0	0	0.0012	0.5	0	15	0.52	0.2
41	0.068	0	0	0	4.2e-05	0	0	0	0	0	1.7e-05	0	0	0	0.86	0.068	0	14	0.43	0.13
42	0.5	0	0	0	6.9e-05	0	0	0	0	0	0	0	0	0	3.4e-05	0.5	0	15	0.52	0.2
43	0.5	0	0	0	0	0	6.1e-06	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
44	0.5	0	0	0	3.1e-05	0	0	0	0	0	0	0	0	0	3.8e-05	0.5	0	15	0.52	0.2
45	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
46	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
47	0.35	0	0	0	0.0001	0	0	0	0	0	0.00067	0	0	0	0.3	0.35	0	15	0.52	0.2
48	0.5	0	0	0	0	0	7.6e-05	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
49	0.002	0	0	0	0	0	0.023	0	0	0	0.97	0	0	0	0	0.002	0	10	0.89	0.27
50	0.49	0	0	0	0	0	0.0074	0	0	0	0.012	0	0	0	0	0.49	0	15	0.52	0.2
51	0	0.1	0.0019	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	7	0.053	0.11
52	0.49	0	0	0	3.2e-05	0	0	0	0	0	0	0	0	0	0.015	0.49	0	15	0.52	0.2
53	0.28	0	0	0	3.6e-05	0.22	0	0	0	0	0	0	0	0.003	0	0.28	0.22	15	0.52	0.2
54	0.36	0	0	0	0	0	0.12	0	0	0	0.16	0	0	0	0	0.36	0	15	0.52	0.2
55	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	0.37	0.022
56	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
57	0.5	0	0	0	4.8e-06	0	0.00044	0	0	0	4.7e-06	0	0	0	0.00023	0.5	0	15	0.52	0.2
58	0.44	0	0	0	7.1e-05	0	0	0	0	0	0	0	0	0	0.11	0.44	0	15	0.52	0.2
59	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0.0039	0	0	0.0018	5	0.37	0
60	0.49	0	0	0	0.00015	0	0	0	0	0	0	0	0	0	0.013	0.49	0	15	0.52	0.2
61	0.45	0	0	0	0.00015	0	0	0	0	0	0	0	0	0	0.1	0.45	0	15	0.52	0.2
62	0	0	0	4.2e-05	0	0.99	0	0	0	0	0	0	0	0.0071	0	0	0.00025	5	0.37	0
63	0.49	0	0	0	8.2e-05	0	0	0	0	0	0	0	0	0	0.027	0.49	0	15	0.52	0.2
64	0	0	4e-06	0.0035	0	0.92	0	0	0	0	0	0	0	0.056	0	0	0.024	5	0.37	0
65	0.5	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
66	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
67	0	1	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	1	0.11	0.18
68	0	0.0034	8.3e-05	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0.053	0.11
69	0.17	0	0	0	6.8e-05	0	0	0	0	0	0	0	0	0	0.67	0.17	0	14	0.43	0.13
70	2.8e-05	0	0.00013	0.0031	0	0.75	0	0	0	0	0	0	0	0.14	0.00062	2.8e-05	0.1	5	0.37	0
71	0.5	0	0	0	0	0	1.4e-06	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
72	0	0	0	1.3e-05	0	0.95	0	0	0	0	0	0	0	0.033	0	0	0.016	5	0.37	0
73	0.5	0	0	0	0	0	2.6e-06	0	0	0	2.5e-06	0	0	0	0	0.5	0	15	0.52	0.2
74	0.35	0	0	0	9.6e-05	0	0	0	0	0	0	0	0	0	0.3	0.35	0	15	0.52	0.2
75	0.48	0	0	0	1.8e-05	0	0.011	0	0	0	0	0	0	0	0.032	0.48	0	15	0.52	0.2
76	0.5	0	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
77	0.00073	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00073	0	14	0.43	0.13
78	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
79	0.14	0	0	0	2.1e-05	0	0	0	0	0	0	0	0	0	0.72	0.14	0	14	0.43	0.13
80	0.48	0	0	0	0	0	0.034	0	0	0	5.9e-05	0	0	0	0	0.48	0	15	0.52	0.2
81	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
82	0	0.52	0.0089	0	0	0	0	0.47	0	0	0	0	0	0	0	0	0	1	0.11	0.18
83	0.46	0	0	0	0	0	0.075	0	0	0	0.0042	0	0	0	0	0.46	0	15	0.52	0.2
84	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0.002	0	0	0.33	5	0.37	0
85	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.11	0
86	0.5	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
87	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0.0028	0	14	0.43	0.13
88	0.5	0	0	0	0	0	1.2e-05	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
89	0.49	0	0	0	0.00015	0	0	0	0	0	0	0	0	0	0.017	0.49	0	15	0.52	0.2
90	0	1	0	0	0	0	0	4.4e-05	0	0	0	0	0	0	0	0	0	1	0.11	0.18
91	0.5	0	0	0	5.9e-05	0	0	0	0	0	0	0	0	0	0.0072	0.5	0	15	0.52	0.2
92	0.5	0	0	0	4.5e-05	0	0.00026	0	0	0	1.4e-06	0	0	0	0.0056	0.5	0	15	0.52	0.2
93	0.47	0	0	0	4.4e-05	0	0	0	0	0	0	0	0	1.2e-05	0.052	0.47	0	15	0.52	0.2
94	0	0	0	5.9e-06	0	0.9	0	0	0	0	0	0	0	0.059	0	0	0.04	5	0.37	0
95	0.5	0	0	0	5.6e-05	0	0	0	0	0	0	0	0	0	2.5e-05	0.5	0	15	0.52	0.2
96	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
97	0.5	0	0	0	0.00024	0	0	0	0	0	0	0	0	0	0.0011	0.5	0	15	0.52	0.2
98	0.5	0	0	0	0	0	0.00037	0	0	0	0	0	0	0	0	0.5	0	15	0.52	0.2
99	0	0	0	3.3e-06	0	0.94	0.015	0	0	0	8.2e-06	0	0	0.026	0	0	0.019	5	0.37	0
100	0.0015	9.1e-05	0.00072	0.0069	0	0.64	0.024	1e-05	0	0	0.0062	0	0	0.18	0.0068	0.0015	0.13	5	0.37	0
101	0.11	0.34	0.091	0	4.2e-05	0	0	0.018	0	0	0.025	0	0	0.0044	0.29	0.11	0	1	0.11	0.18
102	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.11	0
103	0.5	0	0	0	3.9e-05	0	0	0	0	0	0	0	0	0	0.0035	0.5	0	15	0.52	0.2
104	0.5	0	0	0	6e-05	0	0	0	0	0	0	0	0	0	0.0006	0.5	0	15	0.52	0.2
105	0	0	0	0	0	0	0	0	0	0	3.6e-05	0	0	1	0	0	0	13	0.37	0.022
106	0.49	0	0	0	0	0	0.011	0	0	0	5.2e-05	0	0	0	0	0.49	0	15	0.52	0.2
107	0	0	0	1	0	0	1.6e-05	0	0	0	0	0	0	0	0	0	0	3	0.11	0
