SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0.37	0.022
1	0.35	0	0	0	0	0	0	0.036	0.61	0	0	0	0	0	0	0	0	0	8	0.32	0
2	0	0	0.00033	0	0.18	0	0.18	0	0	0.14	0.51	0	0	0	0	0	0	0	10	0.89	0.2
3	0	0	0	0	0.0029	0	0.0029	0	0	0	0	0	0	0	0.99	0	0	0	14	0.43	0.13
4	0	0	0.012	0	0.49	0	0.49	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.2
5	0	0	0	0	0	1	0	0	0	0	0	0	0	5.6e-05	0	0	0	0	5	0.11	0.18
6	0	0	0	0	0	1	0	0	0	0	0	0	0	0.00027	2.6e-05	0	0	0	5	0.11	0.18
7	0.84	0	0	0	0	0	0	0.055	0.1	0	0	0	0	0	8.2e-06	0	0	0	0	0.43	0
8	0	0	0.0026	0	0.22	0	0.22	0	0	0.46	0.1	0	0	0	0	0	0	0	9	0.73	0.2
9	0	0	0	2e-06	0.39	0	0.39	1.5e-05	0	0	0	0	1.3e-06	0	0.22	0	0	0	4	0.52	0.2
10	0.18	0	0	0	0	0	0	0.076	0.75	0	0	0	0	0	1.1e-05	0	0	4.7e-06	8	0.32	0
11	0	0	0.0039	0	0.44	0	0.44	0	0	0.057	0.066	0	0	0	0	0	0	0	4	0.52	0.2
12	0	0	0	0	0	0.00046	0	0	0	0	0	0	0	1	0	0	0	0	13	0.053	0.11
13	0	0	0	0	0	0.29	0	0	0	0	0	0	0	0.71	0	0	0	0	13	0.053	0.11
14	0	0	0.0003	0	0.43	0	0.43	0.04	0	0.0014	0.00026	0	0.001	0	0.093	0	0	0	4	0.52	0.2
15	0.54	0	0	0	0	0	0	0.065	0.4	0	0	0	0	0	0	0	0	0	0	0.43	0
16	0	0	0.0056	0	0.49	0	0.49	0	0	0.005	3.9e-05	0	0	0	0	0	0	0	4	0.52	0.2
17	0	0	0	0	0.49	0	0.49	0	0	0	0	0	1.3e-06	0	0.029	0	0	0	4	0.52	0.2
18	0	0	0	0	0.018	0	0.018	0	0	0.033	0.93	0	0	0	0	0	0	0	10	0.89	0.2
19	0	0	0.0012	0	0.49	0	0.49	0	0	0.015	4.4e-05	0	0	0	0	0	0	0	4	0.52	0.2
20	0	0	0.0078	0	0.49	0	0.49	0	0	0.0033	1.2e-05	0	0	0	0	0	0	0	4	0.52	0.2
21	0	0	0.0045	0	0.49	0	0.49	0	0	0.012	0.003	0	2.9e-05	0	1.8e-05	0	0	0	4	0.52	0.2
22	0	0	0.0062	0	0.5	0	0.5	0	0	7.6e-05	0	0	0.0036	0	0	0	0	0	4	0.52	0.2
23	0	0	9.1e-05	0	0.5	0	0.5	0	0	1.6e-05	0	0	0	0	9.4e-06	0	0	0	4	0.52	0.2
24	0	0	0.00064	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.2
25	0	0	0.0018	0	0.49	0	0.49	0	0	0.011	0.00047	0	0	0	0	0	0	0	4	0.52	0.2
26	0	0	0.12	0	0.44	0	0.44	0	0	2.8e-05	0	0	0	0	0	0	0	0	4	0.52	0.2
27	0	0	0	0	0	7.5e-06	0	0	0	0	0	0	0	1	0	0	0	0	13	0.053	0.11
28	0	0	0.0047	0	0.43	0	0.43	0	0	0.12	0.016	0	0	0	0	0	0	0	4	0.52	0.2
29	1	0	0	0	0	0	0	1.9e-05	0.00031	0	0	0	0	0	0	0	0	0	0	0.43	0
30	0.16	0	0	0	0	0	0	9.5e-05	0.84	0	0	0	0	0	0	0	0	0	8	0.32	0
31	0	0	0	1.6e-06	0.0084	6.8e-06	0.0084	0	0	0	0	0	0	0.015	0	0	0.97	0	16	0	0.067
32	0	0	0.0077	0	0.5	0	0.5	0	0	0.0022	5.3e-05	0	5e-05	0	0	0	0	0	4	0.52	0.2
33	0	0	0.00043	0	0.45	0	0.45	0	0	0.0071	0.088	0	0	0	0	0	0	0	4	0.52	0.2
34	0.033	0	0	0	0	0	0	0.018	0.95	0	0	0	0	0	0	0	0	0	8	0.32	0
35	0.41	0	0	0	0.2	0	0.2	0.025	0.17	0	0	0	0	0	4.7e-06	0	0	0	0	0.43	0
36	0	0	0.00043	0	0.5	0	0.5	0	0	0	3.2e-06	0	0.00015	0	0.00015	0	0	0	4	0.52	0.2
37	0	0	0.013	0	0.49	0	0.49	0	0	0.0055	1.9e-05	0	0	0	0	0	0	0	4	0.52	0.2
38	0	0	0	0	0.48	0	0.48	0	0	0	0	0	0.038	0	1.1e-05	0	0	0	4	0.52	0.2
39	0.4	0	0	0	0.29	0	0.29	0.0026	0.015	0	0	0	0	0	0	0	0	0	0	0.43	0
40	0	0	0	0	0.5	0	0.5	0	0	0	0	0	3.5e-06	0	0.0013	0	0	0	4	0.52	0.2
41	0	0	0	0	0.065	0	0.065	0	0	0	0	0	0	0	0.87	0	0	0	14	0.43	0.13
42	0	0	0	0	0.5	0	0.5	0	0	0	0	0	2.2e-06	0	3.6e-05	0	0	0	4	0.52	0.2
43	0	0	0.0035	0	0.5	0	0.5	0	0	6.1e-06	0	0	0	0	0	0	0	0	4	0.52	0.2
44	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0.00043	0	4.1e-05	0	0	0	4	0.52	0.2
45	0	0	0.23	0	0.39	0	0.39	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.2
46	0	0	0.0013	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.2
47	0	0	0	0	0.35	0	0.35	0	0	0	0	0	0.00012	0	0.31	0	0	0	4	0.52	0.2
48	0	0	0.0016	0	0.5	0	0.5	0	0	7.6e-05	0	0	0	0	0	0	0	0	4	0.52	0.2
49	0	0	1.3e-06	0	0.00037	0	0.00037	0	0	0.0045	0.99	0	0	0	0	0	0	0	10	0.89	0.2
50	0	0	0.26	0	0.37	0	0.37	0	0	0.0056	0.00019	0	0	0	0	0	0	0	4	0.52	0.2
51	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.9	0	0	0	0	13	0.053	0.11
52	0	0	0	0	0.49	0	0.49	0	0	0	0	0	0	0	0.016	0	0	0	4	0.52	0.2
53	0.4	0	0	0	0.29	0	0.29	0.0033	0.02	0	0	0	0	0	0	0	0	0	0	0.43	0
54	0	0	0.041	0	0.4	0	0.4	0	0	0.13	0.032	0	0	0	0	0	0	0	4	0.52	0.2
55	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0.37	0.022
56	0	0	0.0029	0	0.5	0	0.5	0	0	0	0	0	4.6e-06	0	0	0	0	0	4	0.52	0.2
57	0	0	0.0066	0	0.5	0	0.5	0	0	0.00044	4.3e-06	0	0.00084	0	0.00024	0	0	0	4	0.52	0.2
58	0	0	0	0	0.44	0	0.44	0	0	0	0	0	3.7e-05	0	0.12	0	0	0	4	0.52	0.2
59	0.029	0	0	0	0	0	0	0.0017	0.97	0	0	0	0	0	0	0	0	0	8	0.32	0
60	0	0	0	0	0.49	0	0.49	0	0	0	0	0	1.6e-05	0	0.014	0	0	0	4	0.52	0.2
61	0	0	0	0	0.45	0	0.45	0	0	0	0	0	0	0	0.11	0	0	0	4	0.52	0.2
62	0.0048	0	0	0	0	0	0	0.0013	0.99	0	0	0	0	0	0	0	0	0	8	0.32	0
63	0	0	0	0	0.49	0	0.49	0	0	0	0	0	0	0	0.029	0	0	0	4	0.52	0.2
64	0.14	0	0	0	0	0	0	0.041	0.82	0	0	0	0	0	0	0	0	0	8	0.32	0
65	0	0	0.002	0	0.5	0	0.5	0	0	0.0001	0	0	0	0	0	0	0	0	4	0.52	0.2
66	0	0	5.9e-05	0	0.48	0	0.48	0	0	0	0	0	0.04	0	0	0	0	0	4	0.52	0.2
67	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0027	0	0	0	0	5	0.11	0.18
