SNV	cluster0	cluster1	cluster	dcf0	dcf1
0	1	0	0	0.41	0.74
1	1	0	0	0.41	0.74
2	1	0	0	0.41	0.74
3	1	0	0	0.41	0.74
4	1	0	0	0.41	0.74
5	1	0	0	0.41	0.74
6	1	0	0	0.41	0.74
7	1	0	0	0.41	0.74
8	0	1	1	0.091	0.029
9	1	0	0	0.41	0.74
10	1	0	0	0.41	0.74
11	1	0	0	0.41	0.74
12	1	0	0	0.41	0.74
13	1	0	0	0.41	0.74
14	1	0	0	0.41	0.74
15	1	0	0	0.41	0.74
16	1	0	0	0.41	0.74
17	1	0	0	0.41	0.74
18	1	0	0	0.41	0.74
19	1	0	0	0.41	0.74
20	1	0	0	0.41	0.74
21	1	0	0	0.41	0.74
22	1	0	0	0.41	0.74
23	1	0	0	0.41	0.74
24	1	0	0	0.41	0.74
25	1	0	0	0.41	0.74
26	1	0	0	0.41	0.74
27	1	0	0	0.41	0.74
28	1	0	0	0.41	0.74
29	0.86	0.14	0	0.41	0.74
30	1	0	0	0.41	0.74
31	0	1	1	0.091	0.029
32	0	1	1	0.091	0.029
33	0	1	1	0.091	0.029
34	5.9e-06	1	1	0.091	0.029
35	1	0	0	0.41	0.74
36	1	0	0	0.41	0.74
37	1	0	0	0.41	0.74
38	1	0	0	0.41	0.74
39	1	0	0	0.41	0.74
40	1	0	0	0.41	0.74
41	1	0	0	0.41	0.74
42	1	0	0	0.41	0.74
43	1	0	0	0.41	0.74
44	0	1	1	0.091	0.029
45	1	0	0	0.41	0.74
46	0	1	1	0.091	0.029
47	1	0	0	0.41	0.74
48	1	0.0034	0	0.41	0.74
49	1	0	0	0.41	0.74
50	0	1	1	0.091	0.029
51	1	0	0	0.41	0.74
52	1	0	0	0.41	0.74
53	1	0	0	0.41	0.74
54	1	0	0	0.41	0.74
55	0	1	1	0.091	0.029
56	1	0	0	0.41	0.74
57	1	0	0	0.41	0.74
58	1	0	0	0.41	0.74
59	1	0	0	0.41	0.74
60	1	0	0	0.41	0.74
61	1	0	0	0.41	0.74
62	0	1	1	0.091	0.029
63	1	0	0	0.41	0.74
64	1	0	0	0.41	0.74
65	1	0	0	0.41	0.74
66	1	0	0	0.41	0.74
67	0	1	1	0.091	0.029
68	1	0	0	0.41	0.74
69	1	0	0	0.41	0.74
70	0	1	1	0.091	0.029
