SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0	0	0	0	0.97	0	0	0	0.029	0	4	0	0.58
1	0	1	6.2e-05	0	0	6.2e-05	0	0	0	0	1	0.27	0.74
2	0	0.006	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
3	0	8.1e-06	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
4	0	0.89	0.055	0	0	0.055	0	0	0	0	1	0.27	0.74
5	0	0.053	0.47	0	0	0.47	0	0	0	0	5	0.41	0.74
6	0	0.0054	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
7	0	0.012	0.49	0	0	0.49	0	0	0	0	5	0.41	0.74
8	0	0	0	1	0	0	0	0	0	0	3	0.14	0.058
9	0	0.013	0.49	0	0	0.49	0	0	0	0	5	0.41	0.74
10	0	0.042	0.48	0	0	0.48	0	0	0	0	5	0.41	0.74
11	0	0	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
12	0	0	0	0	1	0	0	0	0	0	4	0	0.58
13	0	0.85	0.075	0	0	0.075	0	0	0	0	1	0.27	0.74
14	0	0.27	0.36	0	0	0.36	0	0	0	0	5	0.41	0.74
15	0	1	0.00068	0	0	0.00068	0	0	0	0	1	0.27	0.74
16	0	0	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
17	0	2.4e-05	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
18	0	0.0071	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
19	0	0.98	0.008	0	0	0.008	0	0	0	0	1	0.27	0.74
20	0	1	0.0021	0	0	0.0021	0	0	0	0	1	0.27	0.74
21	0	0.041	0.48	0	0	0.48	0	0	0	0	5	0.41	0.74
22	0	0.14	0.43	0	0	0.43	0	0	0	0	5	0.41	0.74
23	0	0.31	0.35	0	0	0.35	0	0	0	0	5	0.41	0.74
24	0	8.3e-05	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
25	0	0.00068	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
26	0	0.092	0.45	0	0	0.45	0	0	0	0	5	0.41	0.74
27	0	0.86	0.07	0	0	0.07	0	0	0	0	1	0.27	0.74
28	0	0.83	0.084	0	0	0.084	0	0	0	0	1	0.27	0.74
29	0	0.00067	1e-05	1.4e-05	1	1e-05	0	0	0.0014	0.00043	4	0	0.58
30	0	0.12	0.44	0	0	0.44	0	0	0	0	5	0.41	0.74
31	0	0	0	1	0	0	0	0	0	0	3	0.14	0.058
32	0	0	0	1	0	0	0	0	0	0	3	0.14	0.058
33	1	0	0	0	0	0	0	0	0	0	0	0.091	0
34	0.99	0.0041	0	0.0036	0	0	0	0.0027	0	0	0	0.091	0
35	0	1	0	0	0	0	0	0	0	0	1	0.27	0.74
36	0	0.039	0.48	0	0	0.48	0	0	0	0	5	0.41	0.74
37	0	0	0	0	1	0	0	0	0	0	4	0	0.58
38	0	0.00051	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
39	0	0.22	0.39	0	0	0.39	0	0	0	0	5	0.41	0.74
40	0	1	0.0018	0	0	0.0018	0	0	0	0	1	0.27	0.74
41	0	0.015	0.49	0	0	0.49	0	0	0	0	5	0.41	0.74
42	0	2.2e-06	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
43	0	0.00011	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
44	0	0	0	1	0	0	0	0	0	0	3	0.14	0.058
45	0	0.03	0.49	0	0	0.49	0	0	0	0	5	0.41	0.74
46	1	0	0	0.0029	0	0	0	0.00027	0	0	0	0.091	0
47	0	0.41	0.3	0	0	0.3	0	0	0	0	1	0.27	0.74
48	0	0.12	0.0095	0.86	0	0.0095	0	0	0	0	3	0.14	0.058
49	0	0.043	0.48	0	0	0.48	0	0	0	0	5	0.41	0.74
50	1	0	0	2.1e-05	0	0	0	0	0	0	0	0.091	0
51	0	0	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
52	0	0	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
53	0	2.4e-06	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
54	0	0	0	0	1	0	0	0	0	0	4	0	0.58
55	0.99	0	0	0.0067	0	0	0	0.0018	0	0	0	0.091	0
56	0	0	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
57	0	0.93	0.037	0	0	0.037	0	0	0	0	1	0.27	0.74
58	0	0.21	0.39	0	0	0.39	0	0	0	0	5	0.41	0.74
59	0	0	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
60	0	0.0011	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
61	0	1	0.00096	0	0	0.00096	0	0	0	0	1	0.27	0.74
62	1	0	0	0.00032	0	0	0	5.4e-05	0	0	0	0.091	0
63	0	0.00028	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
64	0	0.79	0.11	0	0	0.11	0	0	0	0	1	0.27	0.74
65	0	0.18	0.41	0	0	0.41	0	0	0	0	5	0.41	0.74
66	0	0	0	0	1	0	0	0	0	0	4	0	0.58
67	1	0	0	4.2e-06	0	0	0	0	0	0	0	0.091	0
68	0	0.00011	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
69	0	0.53	0.24	0	0	0.24	0	0	0	0	1	0.27	0.74
70	1	0	0	3.6e-05	0	0	0	0	0	0	0	0.091	0
71	1	0	0	0	0	0	0	0	0	0	0	0.091	0
72	1	0	0	0	0	0	0	0	0	0	0	0.091	0
73	0	1	5e-05	0	0	5e-05	0	0	0	0	1	0.27	0.74
74	0	0	0	0	0	0	0	0	0	1	9	0	0.058
75	0	0.00068	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
76	1	0	0	0.00058	0	0	0	1.6e-05	0	0	0	0.091	0
77	1	0	0	4e-05	0	0	0	2.3e-06	0	0	0	0.091	0
78	0	0.0025	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
79	0	4.7e-06	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
80	0	0.0013	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
81	0	0.0074	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
82	1	0	0	0.00088	0	0	0	0.0019	0	0	0	0.091	0
83	0	0	0	0	1	0	0	0	0	0	4	0	0.58
84	0	0	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
85	0	0.068	0.47	0	0	0.47	0	0	0	0	5	0.41	0.74
86	0	0.0013	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
87	0	7.1e-06	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
88	0	0	0.5	0	0	0.5	0	0	0	0	5	0.41	0.74
89	0	1	0	0	0	0	0	0	0	0	1	0.27	0.74
90	0	0.55	0.22	0	0	0.22	0	0	0	0	1	0.27	0.74
