SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	0	0	0	1	0	0	3	0	0.58
1	4.7e-05	0	1	0	0	0	2	0.23	0.74
2	1	0	0.0001	0	0	0	0	0.41	0.74
3	1	0	0	0	0	0	0	0.41	0.74
4	0.49	0	0.51	0	0	0	2	0.23	0.74
5	1	0	0.00093	0	0	0	0	0.41	0.74
6	1	0	0.0001	0	0	0	0	0.41	0.74
7	1	0	0.00024	0	0	0	0	0.41	0.74
8	0	0	0	0	1	0	4	0.18	0.087
9	1	0	0.00016	0	0	0	0	0.41	0.74
10	1	0	0.0017	0	0	0	0	0.41	0.74
11	1	0	0	0	0	0	0	0.41	0.74
12	0	0	0	1	0	0	3	0	0.58
13	0.21	0	0.79	0	0	0	2	0.23	0.74
14	1	0	0.0046	0	0	0	0	0.41	0.74
15	0.0052	0	0.99	0	0	0	2	0.23	0.74
16	1	0	0	0	0	0	0	0.41	0.74
17	1	0	0	0	0	0	0	0.41	0.74
18	1	0	0.00012	0	0	0	0	0.41	0.74
19	0.026	0	0.97	0	0	0	2	0.23	0.74
20	0.003	0	1	0	0	0	2	0.23	0.74
21	1	0	0.0032	0	0	0	0	0.41	0.74
22	1	0	0.0043	0	0	0	0	0.41	0.74
23	0.85	0	0.15	0	0	0	0	0.41	0.74
24	1	0	0	0	0	0	0	0.41	0.74
25	1	0	0	0	0	0	0	0.41	0.74
26	0.99	0	0.014	0	0	0	0	0.41	0.74
27	0.14	0	0.86	0	0	0	2	0.23	0.74
28	0.64	0	0.36	0	0	0	0	0.41	0.74
29	2.2e-05	0	0.002	1	3.8e-05	0.00042	3	0	0.58
30	0.99	0	0.0055	0	0	0	0	0.41	0.74
31	0	0	0	0	1	0	4	0.18	0.087
32	0	0	0	0	1	0	4	0.18	0.087
33	0	1	0	0	0	0	1	0.091	0
34	0	0.96	0.037	0	0.00012	0	1	0.091	0
35	0	0	1	0	0	0	2	0.23	0.74
36	1	0	0.0043	0	0	0	0	0.41	0.74
37	0	0	0	1	0	0	3	0	0.58
38	1	0	1.1e-06	0	0	0	0	0.41	0.74
39	0.99	0	0.0065	0	0	0	0	0.41	0.74
40	0.015	0	0.98	0	0	0	2	0.23	0.74
41	1	0	0.00068	0	0	0	0	0.41	0.74
42	1	0	0	0	0	0	0	0.41	0.74
43	1	0	0	0	0	0	0	0.41	0.74
44	0	0	0	0	1	0	4	0.18	0.087
45	1	0	0.00098	0	0	0	0	0.41	0.74
46	0	1	0	0	8e-05	0	1	0.091	0
47	0.78	0	0.22	0	0	0	0	0.41	0.74
48	9.7e-05	0	0.00046	0	1	0	4	0.18	0.087
49	1	0	0.004	0	0	0	0	0.41	0.74
50	0	1	0	0	0	0	1	0.091	0
51	1	0	0	0	0	0	0	0.41	0.74
52	1	0	0	0	0	0	0	0.41	0.74
53	1	0	0	0	0	0	0	0.41	0.74
54	0	0	0	1	0	0	3	0	0.58
55	0	1	0	0	0.00037	0	1	0.091	0
56	1	0	0	0	0	0	0	0.41	0.74
57	0.17	0	0.83	0	0	0	2	0.23	0.74
58	0.96	0	0.045	0	0	0	0	0.41	0.74
59	1	0	0	0	0	0	0	0.41	0.74
60	1	0	8.7e-06	0	0	0	0	0.41	0.74
61	0.01	0	0.99	0	0	0	2	0.23	0.74
62	0	1	0	0	1.8e-06	0	1	0.091	0
63	1	0	0	0	0	0	0	0.41	0.74
64	0.33	0	0.67	0	0	0	2	0.23	0.74
65	0.96	0	0.045	0	0	0	0	0.41	0.74
66	0	0	0	1	0	0	3	0	0.58
67	0	1	0	0	0	0	1	0.091	0
68	1	0	0	0	0	0	0	0.41	0.74
69	0.88	0	0.12	0	0	0	0	0.41	0.74
70	0	1	0	0	0	0	1	0.091	0
71	0	1	0	0	0	0	1	0.091	0
72	0	1	0	0	0	0	1	0.091	0
73	4e-05	0	1	0	0	0	2	0.23	0.74
74	0	0	0	0	0	1	5	0	0.058
75	1	0	2.1e-06	0	0	0	0	0.41	0.74
76	0	1	0	0	4.1e-06	0	1	0.091	0
77	0	1	0	0	0	0	1	0.091	0
78	1	0	4.3e-05	0	0	0	0	0.41	0.74
79	1	0	0	0	0	0	0	0.41	0.74
80	1	0	1.6e-06	0	0	0	0	0.41	0.74
81	1	0	0.00012	0	0	0	0	0.41	0.74
82	0	1	0	0	5.8e-06	0	1	0.091	0
83	0	0	0	1	0	0	3	0	0.58
84	1	0	0	0	0	0	0	0.41	0.74
85	1	0	0.0011	0	0	0	0	0.41	0.74
86	1	0	4.9e-06	0	0	0	0	0.41	0.74
87	1	0	0	0	0	0	0	0.41	0.74
88	1	0	0	0	0	0	0	0.41	0.74
89	0	0	1	0	0	0	2	0.23	0.74
90	0.84	0	0.16	0	0	0	0	0.41	0.74
