SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0.97	0	0	0	0.032	0	0	7	0	0.58
1	7.7e-05	0	0	6.9e-06	1.1e-06	0.74	0.18	0	0	1.1e-06	3.1e-06	0	0.088	0	5	0.27	0.74
2	0.91	0.021	0	0.064	0.0002	0.0065	0	0	0	0.0002	0	0	7.5e-06	0	0	0.41	0.74
3	0.8	0.13	0	0.072	1.9e-05	7.7e-06	0	0	0	1.9e-05	0	0	0	0	0	0.41	0.74
4	0.093	0	0	0.0058	4.6e-05	0.9	0.00022	0	0	4.6e-05	0	0	0.002	0	5	0.27	0.74
5	0.91	3.1e-05	0	0.032	0.00033	0.061	0	0	0	0.00033	0	0	5.7e-05	0	0	0.41	0.74
6	0.92	0.026	0	0.045	0.00052	0.006	0	0	0	0.00052	7.1e-06	0	2e-05	0	0	0.41	0.74
7	0.95	0.0012	0	0.031	0.00027	0.014	0	0	0	0.00027	0	0	2.7e-05	0	0	0.41	0.74
8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0.18	0.058
9	0.94	0.0012	0	0.043	0.00048	0.015	0	0	0	0.00048	0	0	1.7e-05	0	0	0.41	0.74
10	0.75	0.0012	0	0.21	1.1e-05	0.04	1.2e-06	0	0	1.1e-05	0	0	5.4e-06	0	0	0.41	0.74
11	0.83	0.021	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0.41	0.74
12	0	0	0	0	0	0	0	1	0	0	0	1.9e-06	0	0	7	0	0.58
13	0.12	1.6e-05	0	0.0051	0.00014	0.8	0.022	0	0	0.00014	0.0027	0	0.049	0	5	0.27	0.74
14	0.67	0	0	0.032	0.00021	0.3	0	0	0	0.00021	0	0	6.7e-05	0	0	0.41	0.74
15	0.0011	0	0	4.2e-05	5.7e-06	0.99	0.00052	0	0	5.7e-06	0	0	0.0072	0	5	0.27	0.74
16	0.85	4.7e-06	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0.41	0.74
17	0.77	0.024	0	0.21	1.3e-06	2.2e-05	0	0	0	1.3e-06	0	0	0	0	0	0.41	0.74
18	0.86	0.017	0	0.12	7.1e-05	0.0073	0	0	0	7.1e-05	0	0	2.7e-06	0	0	0.41	0.74
19	0.012	0	0	0.00057	8.3e-05	0.91	0.012	0	0	8.3e-05	2e-05	0	0.061	0	5	0.27	0.74
20	0.0031	0	0	0.00065	4.2e-06	0.88	0.093	0	0	4.2e-06	0	0	0.021	0	5	0.27	0.74
21	0.67	0.049	0	0.24	3.9e-05	0.034	8.9e-06	0	0	3.9e-05	0	0	3.3e-05	0	0	0.41	0.74
22	0.71	0.00013	0	0.16	0.0001	0.14	1.3e-06	0	0	0.0001	0	0	4.1e-05	0	0	0.41	0.74
23	0.54	0.034	0	0.13	0.00011	0.29	0.0044	0	0	0.00011	0.00012	0	0.0033	0	0	0.41	0.74
24	0.69	0.016	0	0.3	3.1e-06	6.7e-05	0	0	0	3.1e-06	0	0	0	0	0	0.41	0.74
25	0.98	2.9e-06	0	0.014	0.0013	0.00079	0	0	0	0.0013	0	0	0	0	0	0.41	0.74
26	0.71	0.041	0	0.17	0.0001	0.085	9.5e-05	0	0	0.0001	3.5e-06	0	0.00031	0	0	0.41	0.74
27	0.1	0.00047	0	0.023	4.4e-05	0.77	0.082	0	0	4.4e-05	5.5e-05	3.6e-05	0.02	0	5	0.27	0.74
28	0.14	1.9e-06	0	0.037	4.1e-05	0.82	0.0002	0	0	4.1e-05	0	0	0.00077	0	5	0.27	0.74
29	1.4e-05	0	0	2e-06	0	0.00055	0.00065	0.98	0.0019	0	0	0.013	0	3e-06	7	0	0.58
30	0.68	0.0006	0	0.21	0	0.11	3.5e-06	0	0	0	0	0	0	0	0	0.41	0.74
31	0	0.1	0	0.82	0	0	0	0	0	0	0	0	0	0.084	3	0.41	0.8
32	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0.18	0.058
33	0	0	0.9	0	0	0	0	0	0	0	0	0.1	0	0	2	0.091	0
34	0	0	0.96	0	0	0.0033	0.026	0	0	0	0	0.005	0	0.00069	2	0.091	0
35	0	0	0	0	0	0	0	0	0	0	1	0	1.1e-06	0	10	0.23	0.41
36	0.66	0.13	0	0.17	5.6e-05	0.032	2.4e-05	0	0	5.6e-05	0	0	7.5e-05	0	0	0.41	0.74
37	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0.58
38	0.85	0.011	0	0.13	2.9e-05	0.00051	0	0	0	2.9e-05	0	0	0	0	0	0.41	0.74
39	0.64	3.1e-05	0	0.14	6.2e-05	0.21	1.3e-06	0	0	6.2e-05	0	0	2.8e-05	0	0	0.41	0.74
40	0.003	0	0	0.00011	4.7e-05	0.98	0.00063	0	0	4.7e-05	0	0	0.021	0	5	0.27	0.74
