SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	0	0	0	0	0.012	0.00029	0.99	6	0.16	0.046
1	0.79	0.057	0.16	0	0	0	0	0	0.29	0.41
2	0.61	0.11	0.28	0	0	0	0	0	0.29	0.41
3	0.56	0.12	0.32	0	0	0	0	0	0.29	0.41
4	0.99	0.0089	0.00055	0	0	0	0	0	0.29	0.41
5	1	0.0035	0.00048	0	0	0	0	0	0.29	0.41
6	0.97	0.012	0.016	0	0.00033	0.0013	0	0	0.29	0.41
7	0	0	0	0	0.00086	2e-05	1	6	0.16	0.046
8	0	0	0	0	0.006	0.00015	0.99	6	0.16	0.046
9	0.073	0.84	0.086	0	0	0	0	1	0.29	0.59
10	0.45	0.52	0.028	0	0	0	0	1	0.29	0.59
11	0.6	0.29	0.11	0	0	0	0	0	0.29	0.41
12	0.35	0.061	0.59	0	0	0	0	2	0.43	0.59
13	0	0	0	1	0	0	0	3	0	0.091
14	0.0067	0	0	0	0.99	0.0037	0	4	0.29	0.14
15	0.99	0.0025	0.0033	0	0	0	0	0	0.29	0.41
16	0.95	0.011	0.038	0	0	2.5e-06	0	0	0.29	0.41
17	0.91	0.024	0.071	0	0	0	0	0	0.29	0.41
18	1	0.0042	3e-05	0	0	0	0	0	0.29	0.41
19	0.96	0.018	0.02	0	0	0	0	0	0.29	0.41
20	0	0	0	0	0.16	0	0.84	6	0.16	0.046
21	0.31	0.016	0.67	0	0	0	0	2	0.43	0.59
22	0.83	0.17	0.0025	0	0	0	0	0	0.29	0.41
23	0	0	0	0	0	0	1	6	0.16	0.046
24	0	0	0	0	0.089	5.5e-06	0.91	6	0.16	0.046
25	0.97	0.02	0.014	0	0	0	0	0	0.29	0.41
26	0.84	0.041	0.12	0	0	0	0	0	0.29	0.41
27	1	6.3e-05	2.4e-06	0	0	0	0	0	0.29	0.41
28	0.91	0.093	0.001	0	0	0	0	0	0.29	0.41
29	0.99	0.0066	0.0077	0	0	0	0	0	0.29	0.41
30	0.95	0.011	0.04	0	0	0	0	0	0.29	0.41
31	1	0	0	0	0	1.9e-05	0	0	0.29	0.41
32	0.98	0.012	0.011	0	0	0	0	0	0.29	0.41
33	0.89	0.013	0.095	0	0	0	0	0	0.29	0.41
34	1	0.00014	0.0012	0	0	0	0	0	0.29	0.41
35	0	0	0	1	0	0	0	3	0	0.091
36	0.93	0	0.074	0	0	0	0	0	0.29	0.41
37	0.97	0.013	0.017	0	0	0	0	0	0.29	0.41
38	1	0.0011	0.00069	0	0	0	0	0	0.29	0.41
39	0	0	0	0	0	0	1	6	0.16	0.046
40	0.86	0.0002	0.14	0	0	0	0	0	0.29	0.41
41	0.0018	0	0	0	0.0034	0.94	0.051	5	0.16	0.23
