SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0	0	0	0	0.59	0	0	0	0	0.21	0.21	0	0.00045	0	0	0	0	0.00045	0	4	0.13	0.046
1	0.085	5.5e-06	0.11	0	0	0	2.3e-05	0.76	0.0012	0	0	0	0	0.034	0.0055	0	0	0	0.00024	7	0.29	0.41
2	0.17	5e-06	0.14	0	0	0	5e-06	0.6	0.00092	0	0	0	0	0.076	0.0017	0	0	0	5.1e-05	7	0.29	0.41
3	0.13	2.1e-06	0.21	0	0	0	0	0.57	0.002	0	0	0	0	0.079	0.0015	0	0	0	0	7	0.29	0.41
4	0.025	2.2e-06	0.00026	0	0	0	0	0.97	4.4e-06	0	0	0	0	0.00046	4.5e-06	0	0	0	0	7	0.29	0.41
5	0.021	2.8e-06	3.8e-05	0	0	0	0	0.98	0	0	0	0	0	0.00058	1.4e-06	0	0	0	0	7	0.29	0.41
6	0.021	2.5e-06	0.011	0	0	0	0	0.96	0.00011	0	0	0	0.0017	0.0041	0.0015	0	0	0.0017	0	7	0.29	0.41
7	0	0	0	0	0.8	0	0	0	0	0.1	0.1	0	2.6e-05	0	0	0	0	2.6e-05	0	4	0.13	0.046
8	0	0	0	0	0.4	0	0	0	0	0.3	0.3	0	0.00023	0	0	0	0	0.00023	0	4	0.13	0.046
9	0.75	0	0.13	0	0	0	0	0.059	0.0063	0	0	0	0	0.055	9.3e-05	0	0	0	0	0	0.29	0.55
10	0.54	1.2e-06	0.0028	0	0	0	1.2e-06	0.43	3.1e-06	0	0	0	0	0.031	0	0	0	0	1.3e-05	0	0.29	0.55
11	0.36	0	0.11	0	0	0	0	0.49	0.0029	0	0	0	0	0.03	0.001	0	0	0	1.4e-06	7	0.29	0.41
12	0.033	0	0.43	0	0	0	0	0.39	0.0033	0	0	0	0	0.14	8.7e-06	0	0	0	0	2	0.48	0.59
13	0	0	0	1	6.9e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0.091
14	0	0	0	0	0	0	0	0.026	0	0	0	0	0.49	0	0	0	0	0.49	0	12	0.19	0.23
15	0.0082	5.7e-06	0.0037	0	0	0	0	0.99	0.00011	0	0	0	0	0.0009	0.0012	0	0	0	0	7	0.29	0.41
16	0.021	4.2e-06	0.026	0	0	0	0	0.94	0.00026	0	0	0	1.1e-05	0.0085	0.0039	0	0	1.1e-05	0	7	0.29	0.41
17	0.033	3.6e-06	0.07	0	0	0	3.4e-06	0.88	0.0011	0	0	0	0	0.013	0.0024	0	0	0	3.4e-05	7	0.29	0.41
18	0.018	0	3.3e-05	0	0	0	0	0.98	0	0	0	0	0	2e-05	0	0	0	0	0	7	0.29	0.41
19	0.033	2.8e-06	0.022	0	0	0	0	0.94	0.00035	0	0	0	0	0.0036	0.00013	0	0	0	4e-06	7	0.29	0.41
20	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	9	0.29	0.046
