SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0.031	0	0	7e-06	0.22	0	0.00065	0.0005	0.75	15	0.16	0.046
1	1.4e-05	0	0.00018	0.77	0.082	0.097	2.3e-05	0	0.046	0	0	0	0	0	0	0	3	0.29	0.41
2	1.7e-05	0	5.7e-05	0.62	0.17	0.12	2.1e-05	0	0.085	0	0	0	0	0	0	0	3	0.29	0.41
3	7.8e-06	0	0	0.57	0.15	0.18	8.3e-06	0	0.098	0	0	0	0	0	0	0	3	0.29	0.41
4	1.3e-05	0	0	0.98	0.018	0.00022	9.1e-06	0	0.00016	0	0	0	0	0	0	0	3	0.29	0.41
5	1.4e-05	0	0	0.99	0.011	3.3e-05	1.1e-05	0	0.00014	0	0	0	0	0	0	0	3	0.29	0.41
6	5.9e-06	0	0	0.96	0.019	0.0091	9.9e-06	0	0.0047	0	0	0	0	0	0.0047	0	3	0.29	0.41
7	0	0	0	0	0	0	0	0.045	0	0	2.1e-06	0.12	0	0.002	2.5e-05	0.84	15	0.16	0.046
8	0	0	0	0	0	0	0	0.022	0	0	0	0.33	0	0.00023	0.0003	0.65	15	0.16	0.046
9	5.2e-06	0	4.2e-06	0.055	0.82	0.1	0	0	0.02	0	0	0	0	0	0	0	4	0.29	0.57
10	1.8e-05	0	0.00015	0.41	0.58	0.0023	4.6e-06	0	0.0077	0	0	0	0	0	0	0	4	0.29	0.57
11	1.5e-05	0	5.7e-06	0.51	0.36	0.1	3.5e-06	0	0.027	0	0	0	0	0	0	0	3	0.29	0.41
12	2e-06	0	0	0.38	0.056	0.36	1.8e-06	0	0.2	0	0	0	0	0	0	0	3	0.29	0.41
13	0	0.48	0	0	0	0	0	0	0	0	0.00066	0	0.52	4.6e-05	0	0	12	0	0.14
14	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	1	0	14	0.23	0.23
15	8.7e-06	0	0	0.99	0.0053	0.0031	2.3e-05	0	0.001	0	0	0	0	0	0	0	3	0.29	0.41
16	6.7e-06	0	0	0.95	0.018	0.023	1.7e-05	0	0.011	0	0	0	0	0	7.9e-05	0	3	0.29	0.41
17	9.2e-06	0	3.8e-05	0.89	0.032	0.061	1.5e-05	0	0.021	0	0	0	0	0	0	0	3	0.29	0.41
18	1.4e-05	0	0	0.99	0.01	2.8e-05	2.9e-06	0	9.1e-06	0	0	0	0	0	0	0	3	0.29	0.41
