SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0.00058	0.72	0	0.28	0	0	0	0	8	0.23	0.046
1	0.032	0.14	0	0.76	0	0	0.061	0	0	0	0	0.0055	0	1.3e-05	0.00026	3	0.29	0.41
2	0.067	0.18	0	0.62	0	0	0.13	0	0	0	0	0.0017	0	1.2e-05	5.8e-05	3	0.29	0.41
3	0.05	0.27	0	0.58	0	0	0.097	0	0	0	0	0.0015	0	4.9e-06	0	3	0.29	0.41
4	0.0093	0.00032	0	0.97	0	0	0.018	0	0	0	0	4.5e-06	0	5.1e-06	0	3	0.29	0.41
5	0.0078	4.7e-05	0	0.98	0	0	0.015	0	0	0	0	1.4e-06	0	6.4e-06	0	3	0.29	0.41
6	0.0077	0.013	0	0.96	0	0	0.015	0.0034	0	0	0	0.0015	0	5.7e-06	0	3	0.29	0.41
7	0	0	0	0	0	0	0	3.8e-05	0.57	0	0.43	0	0	0	0	8	0.23	0.046
8	0	0	0	0	0	0	0	0.00029	0.81	0	0.19	0	0	0	0	8	0.23	0.046
9	0.27	0.15	0	0.057	0	0	0.52	0	0	0	0	8.9e-05	0	0	0	6	0.29	0.55
10	0.2	0.0034	0	0.42	0	0	0.38	0	0	0	0	0	0	2.7e-06	1.4e-05	3	0.29	0.41
11	0.13	0.14	0	0.48	0	0	0.25	0	0	0	0	0.001	0	1.9e-06	1.5e-06	3	0.29	0.41
12	0.013	0.55	0	0.41	0	0	0.024	0	0	0	0	9e-06	0	1.1e-06	0	1	0.48	0.59
13	0	0	0	0	0	0	0	0	0	0.5	5.2e-06	0	0.5	0	0	9	0	0.091
14	0	0	0	0.025	0	0	0	0.97	0	0	0	0	0	0	0	7	0.19	0.23
15	0.0031	0.0045	0	0.99	0	0	0.0059	0	0	0	0	0.0012	0	1.3e-05	0	3	0.29	0.41
16	0.0079	0.032	0	0.94	0	0	0.015	2.3e-05	0	0	0	0.0039	0	9.6e-06	0	3	0.29	0.41
17	0.012	0.086	0	0.88	0	0	0.024	0	0	0	0	0.0024	0	8.3e-06	3.8e-05	3	0.29	0.41
18	0.0065	4e-05	0	0.98	0	0	0.013	0	0	0	0	0	0	1.6e-06	0	3	0.29	0.41
19	0.012	0.026	0	0.94	0	0	0.023	0	0	0	0	0.00013	0	6.5e-06	4.3e-06	3	0.29	0.41
20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0.23	0.046
21	0.0051	0.73	0	0.25	0	0	0.0099	0	0	0	0	0.0028	0	1.1e-06	0	1	0.48	0.59
22	0.1	0.0002	0	0.7	0	0	0.2	0	0	0	0	0	0	2.8e-06	0	3	0.29	0.41
23	0	0	0	0	0	0	0	0	0.37	0	0.63	0	0	0	0	10	0.13	0.046
24	0	0	0	0	0	0	0	7.3e-06	0.99	0	0.0076	0	0	0	0	8	0.23	0.046
25	0.015	0.0091	0	0.95	0	0	0.029	0	0	0	0	0.00079	0	9.7e-06	4.7e-06	3	0.29	0.41
26	0.026	0.096	0	0.82	0	0	0.05	0	0	0	0	0.0051	0	1.5e-05	7e-05	3	0.29	0.41
27	0.00025	0	0	1	0	0	0.00049	0	0	0	0	0	0	3.2e-06	0	3	0.29	0.41
28	0.066	7.1e-05	0	0.81	0	0	0.13	0	0	0	0	0	0	3e-06	0	3	0.29	0.41
29	0.0067	0.0057	0	0.97	0	0	0.013	0	0	0	0	0.0016	0	1.2e-05	0	3	0.29	0.41
30	0.007	0.032	0	0.95	0	0	0.013	0	0	0	0	0	0	2.7e-06	0	3	0.29	0.41
31	3.8e-06	0	0	1	0	0	7.4e-06	0.00022	0	0	0	0	0	1.4e-06	0	3	0.29	0.41
32	0.0098	0.0086	0	0.96	0	0	0.019	0	0	0	0	2.3e-06	0	3.1e-06	0	3	0.29	0.41
33	0.0076	0.14	0	0.83	0	0	0.015	0	0	0	0	0.0055	0	8.2e-06	1.9e-05	3	0.29	0.41
34	0.00047	0.00051	0	1	0	0	0.0009	0	0	0	0	0.0016	0	2.6e-05	0	3	0.29	0.41
35	0	0	0	0	0	0	0	0	0	0.5	5.4e-06	0	0.5	0	0	9	0	0.091
36	0	0.4	0	0.6	0	0	0	0	0	0	0	0	0	3.4e-06	0	3	0.29	0.41
37	0.0098	0.021	0	0.95	0	0	0.019	0	0	0	0	0.0007	0	7.8e-06	3.9e-06	3	0.29	0.41
38	0.0018	0.0013	0	0.99	0	0	0.0035	0	0	0	0	0.0002	0	1.1e-05	0	3	0.29	0.41
39	0	0	0	0	0	0	0	0	0.78	0	0.22	0	0	0	0	8	0.23	0.046
40	0.00023	0.3	0	0.7	0	0	0.00044	0	0	0	0	6.7e-05	0	4.3e-06	0	3	0.29	0.41
41	0	0	0	0.0039	0	0	0	0.81	0.0043	0	0.18	0	0	0	0	7	0.19	0.23
42	0.0093	0.0079	0	0.96	0	0	0.018	0	0	0	0	0.0001	0	6.6e-06	0	3	0.29	0.41
43	2.3e-06	0.93	0	0.071	0	0	4.4e-06	0	0	0	0	1.4e-05	0	0	0.00074	1	0.48	0.59
44	0.0064	2.7e-05	0	0.98	0	0	0.012	5e-05	0	0	0	0	0	2.7e-06	0	3	0.29	0.41
45	0.0023	2.4e-05	0	0.99	0	0	0.0045	0.00018	0	0	0	7.4e-06	0	3.5e-06	0	3	0.29	0.41
46	0.00089	0.086	0	0.88	0	0	0.0017	0	0	0	0	0	0	2.9e-06	0.027	3	0.29	0.41
47	0.00022	5.2e-05	0	1	0	0	0.00043	2.6e-06	0	0	0	0.0007	0	1.4e-05	0	3	0.29	0.41
48	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	9	0	0.091
49	0.00092	0.0069	0	0.99	0	0	0.0018	0	0	0	0	0.00025	0	1.3e-05	0.00027	3	0.29	0.41
50	0.064	0.0048	0	0.81	0	0	0.12	6.1e-05	0	0	0	2.1e-05	0	2.7e-06	6e-05	3	0.29	0.41
51	0	0	0	0	0	0	0	0	0	0.5	2e-05	0	0.5	0	0	9	0	0.091
52	2.1e-05	0	0	1	0	0	4e-05	0.00024	0	0	0	1.6e-06	0	3.7e-06	0	3	0.29	0.41
53	0.061	0.0029	0	0.82	0	0	0.12	0	0	0	0	1.6e-05	0	4.3e-06	1.9e-05	3	0.29	0.41
54	0.14	0.088	0	0.51	0	0	0.26	0	0	0	0	0.00015	0	7.4e-06	0.0001	3	0.29	0.41
55	0.0084	0.017	0	0.95	0	0	0.016	0	0	0	0	0.0047	0	1.7e-05	0	3	0.29	0.41
56	0.01	9.4e-05	0	0.97	0	0	0.02	0	0	0	0	2.4e-06	0	4.3e-06	0	3	0.29	0.41
57	0	0	0	0	0	0	0	0	0.0091	0	0.99	0	0	0	0	10	0.13	0.046
58	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	9	0	0.091
59	0.053	0.094	0	0.75	0	0	0.1	0	0	0	0	0.0016	0	8.1e-06	0.0016	3	0.29	0.41
60	0	0	0	0	0	0	0	0	0.022	0	0.98	0	0	0	0	10	0.13	0.046
61	0.0017	0.0031	0	0.99	0	0	0.0032	0	0	0	0	0.0065	0	2.6e-05	0	3	0.29	0.41
62	0.0035	0.00092	0	0.99	0	0	0.0067	6.5e-05	0	0	0	0.00021	0	5.5e-06	0	3	0.29	0.41
63	0.00093	0.0074	0	0.99	0	0	0.0018	0	0	0	0	0.0012	0	1.3e-05	0	3	0.29	0.41
64	0.015	0.88	0	0.075	0	0	0.028	0	0	0	0	0	0	0	0	1	0.48	0.59
65	0.0066	0.011	0	0.97	0	0	0.013	9.7e-06	0	0	0	0.0015	0	8.8e-06	0	3	0.29	0.41
66	0.014	0.00015	0	0.96	0	0	0.027	0	0	0	0	6.1e-06	0	1e-05	0	3	0.29	0.41
67	0.082	0.026	0	0.73	0	0	0.16	0	0	0	0	0.00014	0	4.6e-06	0.0026	3	0.29	0.41
68	0.0014	4.3e-05	0	1	0	0	0.0027	0	0	0	0	1.8e-05	0	8.3e-06	0	3	0.29	0.41
69	0.0082	0.011	0	0.96	0	0	0.016	0	0	0	0	0.0014	0	1.1e-05	2.1e-06	3	0.29	0.41
70	3.4e-05	0	0	1	0	0	6.5e-05	0	0	0	0	1.2e-05	0	1.4e-05	0	3	0.29	0.41
71	0.0012	0.74	0	0.25	0	0	0.0024	0	0	0	0	0.00079	0	1.3e-06	0	1	0.48	0.59
72	0.022	0.069	0	0.86	0	0	0.043	0	0	0	0	0.0043	0	1.1e-05	0.00063	3	0.29	0.41
73	0.0025	0.032	0	0.96	0	0	0.0048	0	0	0	0	2.4e-05	0	4.9e-06	0	3	0.29	0.41
74	0.0039	3e-05	0	0.99	0	0	0.0076	0	0	0	0	6.1e-06	0	7.6e-06	0	3	0.29	0.41
75	0.012	0.0006	0	0.96	0	0	0.023	0	0	0	0	2.3e-05	0	6.9e-06	0	3	0.29	0.41
76	0.0025	0.0022	0	0.99	0	0	0.0047	0	0	0	0	0.00015	0	8.7e-06	0	3	0.29	0.41
77	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.19	0.23
78	0.0038	0.0098	0	0.98	0	0	0.0074	0	0	0	0	0.0016	0	1.2e-05	0	3	0.29	0.41
79	0.04	0.065	0	0.82	0	0	0.076	0	0	0	0	0.0015	0	1.2e-05	7.8e-05	3	0.29	0.41
80	0.099	0.7	0	0.01	0	0	0.19	0	0	0	0	4.9e-06	0	0	0	1	0.48	0.59
81	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0.59
82	0.34	0.00085	0	0.013	0	0	0.65	0	0	0	0	0	0	0	0	6	0.29	0.55
83	0.044	0.028	0	0.84	0	0	0.084	0	0	0	0	0.0005	0	1.1e-05	1.2e-05	3	0.29	0.41
84	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	9	0	0.091
85	0.11	0.65	0	0.029	0	0	0.21	0	0	0	0	5.8e-05	0	0	0.00048	1	0.48	0.59
86	0	0	0	0.00013	0.0011	0	0	0.0073	0	0.5	0	0	0.5	0	0	9	0	0.091
87	0.013	0.02	0	0.94	0	0	0.024	0	0	0	0	0.0025	0	1.2e-05	1.7e-05	3	0.29	0.41
88	0	0	0	0	0	0	0	0.00017	0.14	0	0.86	0	0	0	0	10	0.13	0.046
89	0.064	0.027	0	0.78	0	0	0.12	0	0	0	0	0.00012	0	4e-06	0.00065	3	0.29	0.41
90	0.00057	0.58	0	0.42	0	0	0.0011	0	0	0	0	0.00015	0	2.1e-06	0	1	0.48	0.59
91	3.2e-05	0	0	1	0	0	6.2e-05	0.003	0	0	0	0	0	1.3e-06	0	3	0.29	0.41
92	0.0025	0.00042	0	0.99	0	0	0.0048	0	0	0	0	7.3e-05	0	9.6e-06	0	3	0.29	0.41
93	0.0056	0.043	0	0.92	0	0	0.011	0.0066	0.00039	0	2.3e-05	0.0098	0	7.6e-06	0	3	0.29	0.41
94	0.012	0.0022	0	0.96	0	0	0.024	0	0	0	0	0.00017	0	1.1e-05	0	3	0.29	0.41
95	0.044	0.05	0	0.82	0	0	0.084	0	0	0	0	0.001	0	7.5e-06	0.00083	3	0.29	0.41
96	0.0016	0.04	0	0.95	0	0	0.0031	0	0	0	0	0.0011	0	1.2e-05	0.0009	3	0.29	0.41
97	5.1e-05	0	0	1	0	0	9.8e-05	0.0018	0	0	0	0	0	3.6e-06	0	3	0.29	0.41
98	0.017	0.00034	0	0.95	0	0	0.032	0.00023	0	0	0	8.5e-06	0	2.8e-06	0	3	0.29	0.41
99	0.0088	0.026	0	0.94	0	0	0.017	0	0	0	0	0.0025	0	1.1e-05	0.0021	3	0.29	0.41
100	2.2e-06	2.1e-05	0	1	0	0	4.2e-06	0	0	0	0	0	0	1e-05	2.5e-05	3	0.29	0.41
101	0.00013	8.4e-05	0	0.96	0	0	0.00025	0.0045	0	0	0	0	0	0	0.039	3	0.29	0.41
102	0	0	0	0.15	0	0	0	0.85	0	0	0	0	0	0	0	7	0.19	0.23
103	0.016	0.0068	0	0.94	0	0	0.031	0.0034	0	0	0	0.00017	0	3.3e-06	0.0045	3	0.29	0.41
104	0.0035	0.0015	0	0.99	0	0	0.0067	0.00029	0	0	0	0.00039	0	5.7e-06	0.00022	3	0.29	0.41
105	0.027	0.61	0	0.3	0	0	0.052	0	0	0	0	0.0043	0	4.3e-06	0.0027	1	0.48	0.59
106	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	9	0	0.091
107	6.8e-05	0.044	0	0.71	0	0	0.00013	0	0	0	0	0	0	0	0.25	3	0.29	0.41
108	0.0015	0.053	0	0.94	0	0	0.0029	0	0	0	0	0.00043	0	9.1e-06	0.0026	3	0.29	0.41
109	0.07	0.0017	0	0.79	0	0	0.13	2.3e-06	0	0	0	4.9e-06	0	2.5e-06	4e-06	3	0.29	0.41
110	0.00032	0.0011	0	0.94	0	0	0.00061	0	0	0	0	0	0	1.2e-06	0.061	3	0.29	0.41
111	0.0013	7e-05	0	0.98	0	0	0.0025	0	0	0	0	0	0	1.7e-06	0.021	3	0.29	0.41
