SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0	0	0	0.58	0	0	1.1e-05	0	0	0.00076	0.42	3	0.13	0.046
1	0.78	0.00064	0.13	0	0	0.085	0	0	0	0	0	0	0.29	0.41
2	0.64	0.0015	0.17	0	0	0.18	0	0	0	0	0	0	0.29	0.41
3	0.59	0.00092	0.25	0	0	0.16	0	0	0	0	0	0	0.29	0.41
4	0.98	7.7e-05	0.0003	0	0	0.018	0	0	0	0	0	0	0.29	0.41
5	0.99	0.00021	4.5e-05	0	0	0.011	0	0	0	0	0	0	0.29	0.41
6	0.96	0.00012	0.012	0	0	0.019	0	0	0	0.0046	0	0	0.29	0.41
7	0	0	0	0.79	0	0	2.9e-06	0	0	3.6e-05	0.21	3	0.13	0.046
8	0	0	0	0.4	0	0	0	0	0	0.00044	0.6	10	0.29	0.046
9	0.053	0.0015	0.13	0	0	0.81	0	0	0	0	0	5	0.29	0.57
10	0.4	0.0011	0.0031	0	0	0.59	0	0	0	0	0	5	0.29	0.57
11	0.5	0.0011	0.13	0	0	0.37	0	0	0	0	0	0	0.29	0.41
12	0.41	0.00028	0.53	0	0	0.061	0	0	0	0	0	2	0.48	0.59
13	0	0	0	5.5e-06	0.52	0	0.00066	0	0.48	0	0	4	0	0.14
14	0.0023	0	0	0	0	0	0	0	0	1	0	9	0.23	0.23
15	0.99	7.1e-05	0.0043	0	0	0.0054	0	0	0	0	0	0	0.29	0.41
16	0.95	0.00022	0.031	0	0	0.018	0	0	0	7.9e-05	0	0	0.29	0.41
17	0.88	0.00018	0.082	0	0	0.033	0	0	0	0	0	0	0.29	0.41
18	0.99	2e-05	3.8e-05	0	0	0.011	0	0	0	0	0	0	0.29	0.41
19	0.95	0.00011	0.025	0	0	0.029	0	0	0	0	0	0	0.29	0.41
20	0	0	0	0	0	0	0	0	0	0	1	10	0.29	0.046
21	0.26	0.00029	0.72	0	0	0.017	0	0	0	0	0	2	0.48	0.59
22	0.74	0.00051	0.0002	0	0	0.26	0	0	0	0	0	0	0.29	0.41
23	0	0	0	0.99	0	0	0	0	0	0	0.0053	3	0.13	0.046
