SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0	0	0.41	0	0.00089	0	0	0.59	7	0.13	0.046
1	0.87	0.00016	0	0	0	0	0.13	0	0	0.29	0.41
2	0.72	0.00022	0	0	0	0	0.28	0	0	0.29	0.41
3	0.73	0.00011	0	0	0	0	0.27	0	0	0.29	0.41
4	0.98	1.1e-05	0	0	0	0	0.025	0	0	0.29	0.41
5	0.98	3.8e-05	0	0	0	0	0.015	0	0	0.29	0.41
6	0.97	3.3e-05	0	0	0.0031	0	0.027	0	0	0.29	0.41
7	0	0	0.2	0	5.1e-05	0	0	0.8	7	0.13	0.046
8	0	0	0.6	0	0.00045	0	0	0.4	2	0.29	0.046
9	0.045	5.6e-06	0	0	0	0	0.95	0	6	0.29	0.57
10	0.33	1.5e-05	0	0	0	0	0.67	0	6	0.29	0.57
11	0.5	3.2e-05	0	0	0	0	0.5	0	6	0.29	0.57
12	0.83	7.3e-06	0	0	0	0	0.17	0	0	0.29	0.41
13	0	0	0	0	0	1	0	6.9e-06	5	0	0.091
14	0.027	0	0	0	0.97	0	0	0	4	0.19	0.23
15	0.99	5.2e-05	0	0	0	0	0.0075	0	0	0.29	0.41
16	0.97	9.1e-05	0	0	2.2e-05	0	0.026	0	0	0.29	0.41
17	0.95	4.6e-05	0	0	0	0	0.049	0	0	0.29	0.41
18	0.99	1e-06	0	0	0	0	0.015	0	0	0.29	0.41
19	0.96	2e-05	0	0	0	0	0.04	0	0	0.29	0.41
20	0	0	1	0	0	0	0	0	2	0.29	0.046
21	0.92	0.00017	0	0	0	0	0.082	0	0	0.29	0.41
22	0.68	1e-05	0	0	0	0	0.32	0	0	0.29	0.41
23	0	0	0.0051	0	0	0	0	0.99	7	0.13	0.046
24	0	0	0.99	0	9.8e-06	0	0	0.014	2	0.29	0.046
25	0.95	5.1e-05	0	0	0	0	0.047	0	0	0.29	0.41
26	0.9	0.00017	0	0	0	0	0.097	0	0	0.29	0.41
27	1	3.6e-06	0	0	0	0	0.00036	0	0	0.29	0.41
28	0.8	8.4e-06	0	0	0	0	0.2	0	0	0.29	0.41
29	0.98	6.2e-05	0	0	0	0	0.018	0	0	0.29	0.41
30	0.98	3.2e-06	0	0	0	0	0.022	0	0	0.29	0.41
31	1	0	0	0	0.00021	0	2.8e-06	0	0	0.29	0.41
32	0.97	4.7e-06	0	0	0	0	0.029	0	0	0.29	0.41
33	0.97	5.7e-05	0	0	0	0	0.03	0	0	0.29	0.41
34	1	0.00021	0	0	0	0	0.00072	0	0	0.29	0.41
35	0	0	0	0	0	1	0	7.2e-06	5	0	0.091
36	1	0	0	0	0	0	0	0	0	0.29	0.41
37	0.97	3.1e-05	0	0	0	0	0.031	0	0	0.29	0.41
38	1	2.9e-05	0	0	0	0	0.0038	0	0	0.29	0.41
39	0	0	0.03	0	0	0	0	0.97	7	0.13	0.046
40	1	5.7e-06	0	0	0	0	0.00066	0	0	0.29	0.41
41	0.004	0	0.00018	0	0.76	0	0	0.23	4	0.19	0.23
42	0.97	2e-05	0	0	0	0	0.028	0	0	0.29	0.41
43	1	0	0	0	0	0	0.00021	0	0	0.29	0.41
44	0.98	4.9e-06	0	0	4.6e-05	0	0.017	0	0	0.29	0.41
45	0.99	6.2e-06	0	0	0.00017	0	0.0053	0	0	0.29	0.41
46	1	2.5e-06	0	0	0	0	0.0023	0	0	0.29	0.41
47	1	4.4e-05	0	0	2.4e-06	0	0.00032	0	0	0.29	0.41
48	0	0	0	0	0	1	0	0	5	0	0.091
49	1	3.3e-05	0	0	0	0	0.0018	0	0	0.29	0.41
