SNV	cluster0	cluster1	cluster	dcf0	dcf1
0	0	1	1	0.097	0.091
1	1	0	0	0.29	0.41
2	1	0	0	0.29	0.41
3	1	0	0	0.29	0.41
4	1	0	0	0.29	0.41
5	1	0	0	0.29	0.41
6	1	4.1e-06	0	0.29	0.41
7	0	1	1	0.097	0.091
8	2.5e-05	1	1	0.097	0.091
9	1	0	0	0.29	0.41
10	1	0	0	0.29	0.41
11	1	0	0	0.29	0.41
12	1	0	0	0.29	0.41
13	0	1	1	0.097	0.091
14	1	0	0	0.29	0.41
15	1	0	0	0.29	0.41
16	1	0	0	0.29	0.41
17	1	0	0	0.29	0.41
18	1	0	0	0.29	0.41
19	1	0	0	0.29	0.41
20	0	1	1	0.097	0.091
21	1	0	0	0.29	0.41
22	1	0	0	0.29	0.41
23	0	1	1	0.097	0.091
24	0	1	1	0.097	0.091
25	1	0	0	0.29	0.41
26	1	0	0	0.29	0.41
27	1	0	0	0.29	0.41
28	1	0	0	0.29	0.41
29	1	0	0	0.29	0.41
30	1	0	0	0.29	0.41
31	1	0	0	0.29	0.41
32	1	0	0	0.29	0.41
33	1	0	0	0.29	0.41
34	1	0	0	0.29	0.41
35	0	1	1	0.097	0.091
36	1	0	0	0.29	0.41
37	1	0	0	0.29	0.41
38	1	0	0	0.29	0.41
39	0	1	1	0.097	0.091
40	1	0	0	0.29	0.41
41	8.2e-05	1	1	0.097	0.091
42	1	0	0	0.29	0.41
43	1	0	0	0.29	0.41
44	1	0	0	0.29	0.41
45	1	0	0	0.29	0.41
46	1	0	0	0.29	0.41
47	1	0	0	0.29	0.41
48	0	1	1	0.097	0.091
49	1	0	0	0.29	0.41
50	1	0	0	0.29	0.41
51	0	1	1	0.097	0.091
52	1	0	0	0.29	0.41
53	1	0	0	0.29	0.41
54	1	0	0	0.29	0.41
55	1	0	0	0.29	0.41
56	1	0	0	0.29	0.41
57	0	1	1	0.097	0.091
58	0	1	1	0.097	0.091
59	1	0	0	0.29	0.41
60	0	1	1	0.097	0.091
61	1	0	0	0.29	0.41
62	1	0	0	0.29	0.41
63	1	0	0	0.29	0.41
64	1	0	0	0.29	0.41
65	1	0	0	0.29	0.41
66	1	0	0	0.29	0.41
