SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	0	0.0024	0	1	3	0.16	0.046
1	1	0	0	0	0	0.29	0.41
2	1	0	0	0	0	0.29	0.41
3	1	0	0	0	0	0.29	0.41
4	1	0	0	0	0	0.29	0.41
5	1	0	0	0	0	0.29	0.41
6	1	0.0027	0	0	0	0.29	0.41
7	0	0.00011	0	1	3	0.16	0.046
8	0	0.0014	0	1	3	0.16	0.046
9	1	0	0	0	0	0.29	0.41
10	1	0	0	0	0	0.29	0.41
11	1	0	0	0	0	0.29	0.41
12	1	0	0	0	0	0.29	0.41
13	0	0	1	0	2	0	0.091
14	0.00029	1	0	0	1	0.29	0.18
15	1	0	0	0	0	0.29	0.41
16	1	3e-05	0	0	0	0.29	0.41
17	1	0	0	0	0	0.29	0.41
18	1	0	0	0	0	0.29	0.41
19	1	0	0	0	0	0.29	0.41
20	0	9.2e-05	0	1	3	0.16	0.046
21	1	0	0	0	0	0.29	0.41
22	1	0	0	0	0	0.29	0.41
23	0	0	0	1	3	0.16	0.046
24	0	0.0044	0	1	3	0.16	0.046
25	1	0	0	0	0	0.29	0.41
26	1	0	0	0	0	0.29	0.41
27	1	0	0	0	0	0.29	0.41
28	1	0	0	0	0	0.29	0.41
29	1	0	0	0	0	0.29	0.41
30	1	0	0	0	0	0.29	0.41
31	1	0	0	0	0	0.29	0.41
32	1	0	0	0	0	0.29	0.41
33	1	2.3e-06	0	0	0	0.29	0.41
34	1	0	0	0	0	0.29	0.41
35	0	0	1	0	2	0	0.091
36	1	0	0	0	0	0.29	0.41
37	1	0	0	0	0	0.29	0.41
38	1	0	0	0	0	0.29	0.41
39	0	0	0	1	3	0.16	0.046
40	1	0	0	0	0	0.29	0.41
41	0.033	0.11	0	0.85	3	0.16	0.046
42	1	0	0	0	0	0.29	0.41
43	1	0	0	0	0	0.29	0.41
44	1	0	0	0	0	0.29	0.41
45	1	4.2e-06	0	0	0	0.29	0.41
46	1	0	0	0	0	0.29	0.41
47	1	0	0	0	0	0.29	0.41
48	0	0	1	0	2	0	0.091
49	1	0	0	0	0	0.29	0.41
50	1	0	0	0	0	0.29	0.41
51	0	0	1	6.4e-06	2	0	0.091
52	1	3.8e-05	0	0	0	0.29	0.41
53	1	0	0	0	0	0.29	0.41
54	1	0	0	0	0	0.29	0.41
55	1	0	0	0	0	0.29	0.41
56	1	0	0	0	0	0.29	0.41
57	0	0	0	1	3	0.16	0.046
58	0	0	1	0	2	0	0.091
59	1	0	0	0	0	0.29	0.41
60	0	0	0	1	3	0.16	0.046
61	1	0	0	0	0	0.29	0.41
62	1	1.2e-05	0	0	0	0.29	0.41
63	1	0	0	0	0	0.29	0.41
64	1	0	0	0	0	0.29	0.41
65	1	6.6e-06	0	0	0	0.29	0.41
66	1	0	0	0	0	0.29	0.41
67	1	0	0	0	0	0.29	0.41
68	1	0	0	0	0	0.29	0.41
69	1	0	0	0	0	0.29	0.41
70	1	0	0	0	0	0.29	0.41
71	1	0	0	0	0	0.29	0.41
72	1	0	0	0	0	0.29	0.41
73	1	0	0	0	0	0.29	0.41
74	1	0	0	0	0	0.29	0.41
75	1	0	0	0	0	0.29	0.41
76	1	0	0	0	0	0.29	0.41
77	0	1	0	0	1	0.29	0.18
78	1	0	0	0	0	0.29	0.41
79	1	0	0	0	0	0.29	0.41
80	1	0	0	0	0	0.29	0.41
81	1	0	0	0	0	0.29	0.41
82	1	0	0	0	0	0.29	0.41
83	1	0	0	0	0	0.29	0.41
84	0	0	1	0	2	0	0.091
85	1	0	0	0	0	0.29	0.41
86	0.00016	2.3e-05	1	0	2	0	0.091
87	1	0	0	0	0	0.29	0.41
88	0	4.5e-05	0	1	3	0.16	0.046
89	1	0	0	0	0	0.29	0.41
90	1	0	0	0	0	0.29	0.41
91	1	2.9e-05	0	0	0	0.29	0.41
92	1	0	0	0	0	0.29	0.41
93	0.98	0.024	0	0.00014	0	0.29	0.41
94	1	0	0	0	0	0.29	0.41
95	1	0	0	0	0	0.29	0.41
96	1	0	0	0	0	0.29	0.41
97	1	0.00013	0	0	0	0.29	0.41
98	1	2.9e-06	0	0	0	0.29	0.41
99	1	0	0	0	0	0.29	0.41
100	1	0	0	0	0	0.29	0.41
101	1	4.9e-06	0	0	0	0.29	0.41
102	0.94	0.058	0	0	0	0.29	0.41
103	1	0.0005	0	0	0	0.29	0.41
104	1	0.00011	0	0	0	0.29	0.41
105	1	0	0	0	0	0.29	0.41
106	0	0	1	0	2	0	0.091
107	1	0	0	0	0	0.29	0.41
108	1	0	0	0	0	0.29	0.41
109	1	0	0	0	0	0.29	0.41
110	1	0	0	0	0	0.29	0.41
111	1	0	0	0	0	0.29	0.41
112	1	0	0	0	0	0.29	0.41
113	1	0	0	0	0	0.29	0.41
114	1	0	0	0	0	0.29	0.41
115	1	0	0	0	0	0.29	0.41
116	1	0	0	0	0	0.29	0.41
117	1	0	0	0	0	0.29	0.41
118	0	0	1	0	2	0	0.091
119	1	0	0	0	0	0.29	0.41
120	1	0	0	0	0	0.29	0.41
121	1	0	0	0	0	0.29	0.41
122	0	0	1	0	2	0	0.091
123	1	0	0	0	0	0.29	0.41
124	1	0	0	0	0	0.29	0.41
125	1	0.00059	0	0	0	0.29	0.41
126	1	0	0	0	0	0.29	0.41
127	1	0	0	0	0	0.29	0.41
128	1	0	0	0	0	0.29	0.41
129	1	0	0	0	0	0.29	0.41
130	1	0	0	0	0	0.29	0.41
131	0	0	1	1.5e-05	2	0	0.091
132	1	0	0	0	0	0.29	0.41
133	0	0.00021	0	1	3	0.16	0.046
134	0	0	1	0	2	0	0.091
135	0.97	0.028	0	0	0	0.29	0.41
136	1	0	0	0	0	0.29	0.41
137	1	0	0	0	0	0.29	0.41
138	1	0	0	0	0	0.29	0.41
139	0	0	1	0	2	0	0.091
140	1	0	0	0	0	0.29	0.41
141	1	0	0	0	0	0.29	0.41
142	1	0	0	0	0	0.29	0.41
143	0.95	0.049	0	0	0	0.29	0.41
144	1	0	0	0	0	0.29	0.41
145	1	1.5e-05	0	0	0	0.29	0.41
146	1	0	0	0	0	0.29	0.41
147	1	0	0	0	0	0.29	0.41
148	1	0.00012	0	0	0	0.29	0.41
149	1	0	0	0	0	0.29	0.41
150	1	0	0	0	0	0.29	0.41
151	1	0	0	0	0	0.29	0.41
152	1	0	0	0	0	0.29	0.41
153	1	0	0	0	0	0.29	0.41
154	1	0	0	0	0	0.29	0.41
155	1	0	0	0	0	0.29	0.41
156	1	0	0	0	0	0.29	0.41
157	1	0	0	0	0	0.29	0.41
158	1.6e-06	1	0	0	1	0.29	0.18
159	1	0	0	0	0	0.29	0.41
160	0	0	1	0	2	0	0.091
161	1	0	0	0	0	0.29	0.41
162	1	0	0	0	0	0.29	0.41
163	1	0	0	0	0	0.29	0.41
164	1	0	0	0	0	0.29	0.41
165	1	0	0	0	0	0.29	0.41
166	1	0	0	0	0	0.29	0.41
167	1	0	0	0	0	0.29	0.41
168	1	0	0	0	0	0.29	0.41
169	1	0	0	0	0	0.29	0.41
170	1	0	0	0	0	0.29	0.41
171	1	0	0	0	0	0.29	0.41
172	0.011	0.99	0	0	1	0.29	0.18
173	1	0	0	0	0	0.29	0.41
174	1	0.00031	0	0	0	0.29	0.41
175	1	0	0	0	0	0.29	0.41
176	0.99	0.01	0	0	0	0.29	0.41
177	0	0	0	1	3	0.16	0.046
178	1	0	0	0	0	0.29	0.41
179	1	0	0	0	0	0.29	0.41
180	1	0	0	0	0	0.29	0.41
181	1	0	0	0	0	0.29	0.41
182	1	0	0	0	0	0.29	0.41
183	1	0	0	0	0	0.29	0.41
184	1	0	0	0	0	0.29	0.41
185	1	0	0	0	0	0.29	0.41
186	1	0	0	0	0	0.29	0.41
187	1	0	0	0	0	0.29	0.41
188	1	0	0	0	0	0.29	0.41
189	0	0	0	1	3	0.16	0.046
190	1	0.00066	0	0	0	0.29	0.41
191	1	0	0	0	0	0.29	0.41
192	1	0	0	0	0	0.29	0.41
193	1	0	0	0	0	0.29	0.41
194	1	0	0	0	0	0.29	0.41
195	1	0	0	0	0	0.29	0.41
196	1	0	0	0	0	0.29	0.41
197	1	0	0	0	0	0.29	0.41
198	1	0	0	0	0	0.29	0.41
199	1	0	0	0	0	0.29	0.41
200	1	0	0	0	0	0.29	0.41
201	1	0	0	0	0	0.29	0.41
202	1	0	0	0	0	0.29	0.41
203	1	0.00074	0	0	0	0.29	0.41
204	1	0	0	0	0	0.29	0.41
205	1	0	0	0	0	0.29	0.41
206	1	0	0	0	0	0.29	0.41
207	0	0	1	0	2	0	0.091
208	1	0	0	0	0	0.29	0.41
209	1	0	0	0	0	0.29	0.41
210	1	0	0	0	0	0.29	0.41
211	1	0	0	0	0	0.29	0.41
212	0	0.00058	0	1	3	0.16	0.046
213	1	0	0	0	0	0.29	0.41
214	1	0	0	0	0	0.29	0.41
215	1	0	0	0	0	0.29	0.41
216	1	0	0	0	0	0.29	0.41
217	1	0	0	0	0	0.29	0.41
218	1	0	0	0	0	0.29	0.41
219	0	0	1	0	2	0	0.091
220	0	0	1	0	2	0	0.091
