SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0.00058	0	0	0	0	0	0	0.79	0.21	0.0007	7	0.16	0.046
1	0	0	0.13	0.0049	0.064	0	0.8	0	0	0	6	0.29	0.41
2	0	0	0.18	0.012	0.14	0	0.67	0	0	0	6	0.29	0.41
3	0	0	0.25	0.007	0.14	0	0.6	0	0	0	6	0.29	0.41
4	0	0	0.0003	0.00058	0.0098	0	0.99	0	0	0	6	0.29	0.41
5	0	0	4.4e-05	0.0016	0.0039	0	0.99	0	0	0	6	0.29	0.41
6	0.0033	0	0.012	0.00087	0.014	0	0.97	0	0	0	6	0.29	0.41
7	3.6e-05	0	0	0	0	0	0	0.89	0.11	0.0022	7	0.16	0.046
8	0.0003	0	0	0	0	0	0	0.69	0.31	0.00026	7	0.16	0.046
9	0	0	0.15	0.013	0.77	0	0.061	0	0	0	4	0.29	0.59
10	0	0	0.0032	0.0093	0.55	0	0.44	0	0	0	4	0.29	0.59
11	0	0	0.15	0.0095	0.29	0	0.55	0	0	0	6	0.29	0.41
12	0	0	0.51	0.0021	0.079	0	0.41	0	0	0	2	0.48	0.59
13	0	0	0	0	0	1	0	0	0	6.4e-05	5	0	0.091
14	0.97	0	0	0	0	0	0.026	0	0	0	0	0.19	0.23
15	0	0	0.0042	0.00053	0.0027	0	0.99	0	0	0	6	0.29	0.41
16	2.2e-05	0	0.03	0.0017	0.012	0	0.96	0	0	0	6	0.29	0.41
17	0	0	0.081	0.0013	0.026	0	0.89	0	0	0	6	0.29	0.41
18	0	0	3.8e-05	0.00015	0.0046	0	1	0	0	0	6	0.29	0.41
19	0	0	0.025	0.00086	0.02	0	0.95	0	0	0	6	0.29	0.41
20	0	0	0	0	0	0	0	0.00049	1	0	8	0.29	0.046
21	0	0	0.72	0.0022	0.015	0	0.27	0	0	0	2	0.48	0.59
22	0	0	0.00021	0.0042	0.18	0	0.81	0	0	0	6	0.29	0.41
23	0	0	0	0	0	0	0	1	0.0016	4.7e-06	7	0.16	0.046
24	1e-05	0	0	0	0	0	0	0.2	0.8	0	8	0.29	0.046
25	0	0	0.0087	0.0016	0.022	0	0.97	0	0	0	6	0.29	0.41
26	0	0	0.093	0.0046	0.046	0	0.86	0	0	0	6	0.29	0.41
27	0	0	0	3.5e-05	6.9e-05	0	1	0	0	0	6	0.29	0.41
28	0	0	7.3e-05	0.0026	0.1	0	0.9	0	0	0	6	0.29	0.41
29	0	0	0.0053	0.001	0.0073	0	0.99	0	0	0	6	0.29	0.41
30	0	0	0.03	0.00028	0.012	0	0.96	0	0	0	6	0.29	0.41
31	0.00022	0	0	0	0	0	1	0	0	0	6	0.29	0.41
32	0	0	0.0081	0.00037	0.014	0	0.98	0	0	0	6	0.29	0.41
33	0	0	0.14	0.0011	0.014	0	0.85	0	0	0	6	0.29	0.41
34	0	0	0.00048	0.00047	0.00015	0	1	0	0	0	6	0.29	0.41
35	0	0	0	0	0	1	0	0	0	6.4e-05	5	0	0.091
36	0	0	0.38	0	0	0	0.62	0	0	0	6	0.29	0.41
37	0	0	0.019	0.00089	0.015	0	0.96	0	0	0	6	0.29	0.41
38	0	0	0.0012	0.00029	0.0012	0	1	0	0	0	6	0.29	0.41
39	0	0	0	0	0	0	0	1	0.0037	0	7	0.16	0.046
40	0	0	0.29	4.8e-05	0.00018	0	0.71	0	0	0	6	0.29	0.41
41	0.79	0	0	0	0	0	0.0039	0.078	0.00014	0.13	0	0.19	0.23
42	0	0	0.0075	0.0007	0.012	0	0.98	0	0	0	6	0.29	0.41
43	0	0	0.92	1.1e-05	1.4e-05	0	0.076	0	0	0	2	0.48	0.59
44	4.8e-05	0	2.6e-05	0.00032	0.0064	0	0.99	0	0	0	6	0.29	0.41
45	0.00018	0	2.3e-05	0.00017	0.0018	0	1	0	0	0	6	0.29	0.41
46	0	0	0.083	6.3e-05	0.001	0	0.92	0	0	0	6	0.29	0.41
47	2.5e-06	0	4.8e-05	9.7e-05	6.7e-05	0	1	0	0	0	6	0.29	0.41
48	0	0	0	0	0	1	0	0	0	0	5	0	0.091
49	0	0	0.0064	0.00019	0.00051	0	0.99	0	0	0	6	0.29	0.41
50	6e-05	0	0.0045	0.0025	0.17	0	0.82	0	0	0	6	0.29	0.41
51	0	0	0	0	0	1	0	4.2e-06	0	0.00015	5	0	0.091
52	0.00023	0	0	4.5e-06	3.4e-06	0	1	0	0	0	6	0.29	0.41
53	0	0	0.0028	0.0028	0.14	0	0.85	0	0	0	6	0.29	0.41
54	0	0	0.088	0.016	0.34	0	0.55	0	0	0	6	0.29	0.41
55	0	0	0.016	0.0018	0.0091	0	0.97	0	0	0	6	0.29	0.41
56	0	0	9e-05	0.00057	0.01	0	0.99	0	0	0	6	0.29	0.41
57	0	0	0	0	0	0	0	0.93	6.8e-05	0.067	7	0.16	0.046
58	0	0	0	0	0	1	0	0	0	2.5e-06	5	0	0.091
59	0	0	0.089	0.0047	0.14	0	0.77	0	0	0	6	0.29	0.41
60	0	0	0	0	0	0	0	0.84	0.0005	0.16	7	0.16	0.046
61	0	0	0.0029	0.00068	0.00096	0	1	0	0	0	6	0.29	0.41
62	6.3e-05	0	0.00086	0.00047	0.0036	0	1	0	0	0	6	0.29	0.41
63	0	0	0.0069	0.0002	0.00054	0	0.99	0	0	0	6	0.29	0.41
64	0	0	0.71	0.0015	0.22	0	0.065	0	0	0	2	0.48	0.59
65	9.5e-06	0	0.011	0.0013	0.0085	0	0.98	0	0	0	6	0.29	0.41
66	0	0	0.00015	0.0022	0.0082	0	0.99	0	0	0	6	0.29	0.41
67	0	0	0.024	0.0038	0.25	0	0.72	0	0	0	6	0.29	0.41
68	0	0	4.1e-05	0.0002	0.00065	0	1	0	0	0	6	0.29	0.41
69	0	0	0.0099	0.001	0.011	0	0.98	0	0	0	6	0.29	0.41
70	0	0	0	1.6e-05	2.9e-06	0	1	0	0	0	6	0.29	0.41
71	0	0	0.73	0.00073	0.0043	0	0.27	0	0	0	2	0.48	0.59
72	0	0	0.066	0.0026	0.047	0	0.88	0	0	0	6	0.29	0.41
73	0	0	0.03	0.00019	0.0033	0	0.97	0	0	0	6	0.29	0.41
74	0	0	2.8e-05	0.00047	0.0021	0	1	0	0	0	6	0.29	0.41
75	0	0	0.00057	0.00098	0.015	0	0.98	0	0	0	6	0.29	0.41
76	0	0	0.0021	0.0003	0.0018	0	1	0	0	0	6	0.29	0.41
77	1	0	0	0	0	0	0	0	0	0	0	0.19	0.23
78	0	0	0.0092	0.0006	0.0039	0	0.99	0	0	0	6	0.29	0.41
79	0	0	0.063	0.0055	0.077	0	0.85	0	0	0	6	0.29	0.41
80	0	0	0.55	0.012	0.43	0	0.0085	0	0	0	2	0.48	0.59
81	0	0	1.6e-06	5.6e-05	0.98	0	0.019	0	0	0	4	0.29	0.59
82	0	0	0.00049	0.0042	0.99	0	0.0082	0	0	0	4	0.29	0.59
83	0	0	0.027	0.0053	0.078	0	0.89	0	0	0	6	0.29	0.41
84	0	0	0	0	0	1	0	0	0	2.6e-06	5	0	0.091
85	0	0	0.58	0.018	0.37	0	0.028	0	0	0	2	0.48	0.59
86	0.0072	0	0	0	0	0.99	0.00013	0	0	0	5	0	0.091
87	0	0	0.019	0.0017	0.019	0	0.96	0	0	0	6	0.29	0.41
88	0.00015	0	0	0	0	0	0	0.99	0.0031	0.0029	7	0.16	0.046
89	0	0	0.024	0.0024	0.22	0	0.75	0	0	0	6	0.29	0.41
90	0	0	0.56	0.0003	0.0021	0	0.44	0	0	0	2	0.48	0.59
91	0.0029	0	0	2.3e-06	6.1e-06	0	1	0	0	0	6	0.29	0.41
92	0	0	0.00039	0.00035	0.0017	0	1	0	0	0	6	0.29	0.41
93	0.0064	0	0.041	0.00093	0.01	0	0.94	0.0001	0.00068	0	6	0.29	0.41
94	0	0	0.0021	0.0016	0.014	0	0.98	0	0	0	6	0.29	0.41
95	0	0	0.047	0.0035	0.11	0	0.84	0	0	0	6	0.29	0.41
96	0	0	0.038	0.00029	0.0012	0	0.96	0	0	0	6	0.29	0.41
97	0.0017	0	0	6.9e-06	1.1e-05	0	1	0	0	0	6	0.29	0.41
98	0.00022	0	0.00033	0.00072	0.026	0	0.97	0	0	0	6	0.29	0.41
99	0	0	0.025	0.0011	0.012	0	0.96	0	0	0	6	0.29	0.41
100	0	0	1.9e-05	1.2e-06	0	0	1	0	0	0	6	0.29	0.41
101	0.0045	0	8.2e-05	4.7e-06	3.2e-05	0	1	0	0	0	6	0.29	0.41
102	0.84	0	0	0	0	0	0.16	0	0	0	0	0.19	0.23
103	0.0034	0	0.0064	0.001	0.035	0	0.95	0	0	0	6	0.29	0.41
104	0.00029	0	0.0014	0.00047	0.0038	0	0.99	0	0	0	6	0.29	0.41
105	0	0	0.6	0.0063	0.076	0	0.32	0	0	0	2	0.48	0.59
106	0	0	0	0	0	1	0	0	0	6e-05	5	0	0.091
107	0	0	0.055	2e-06	0.00016	0	0.94	0	0	0	6	0.29	0.41
108	0	0	0.049	0.00021	0.0011	0	0.95	0	0	0	6	0.29	0.41
109	2.3e-06	0	0.0017	0.0028	0.16	0	0.83	0	0	0	6	0.29	0.41
110	0	0	0.0011	9.9e-06	8e-05	0	1	0	0	0	6	0.29	0.41
111	0	0	6.6e-05	4.4e-05	0.00048	0	1	0	0	0	6	0.29	0.41
112	0	0	0.00054	2.5e-06	0	0	1	0	0	0	6	0.29	0.41
113	0	0	0	3.9e-06	3.5e-06	0	1	0	0	0	6	0.29	0.41
114	0	0	0.023	0.0083	0.39	0	0.58	0	0	0	6	0.29	0.41
115	0	0	0.035	0.0052	0.19	0	0.77	0	0	0	6	0.29	0.41
116	0	0	0.14	7.3e-05	0.0008	0	0.86	0	0	0	6	0.29	0.41
117	0	0	0.048	1.6e-05	0.00048	0	0.95	0	0	0	6	0.29	0.41
118	0	0	0	0	0	1	0	0	0	0	5	0	0.091
119	5.6e-06	0	0	0	0	0	1	0	0	0	6	0.29	0.41
120	0	0	0.091	0.00033	0.0084	0	0.9	0	0	0	6	0.29	0.41
121	0	0	0	1.6e-05	5.8e-05	0	1	0	0	0	6	0.29	0.41
122	0	0	0	0	0	1	0	0	0	1.4e-05	5	0	0.091
123	0	0	0	0.00016	0.00046	0	1	0	0	0	6	0.29	0.41
124	0	0	0.47	4e-05	0.0013	0	0.53	0	0	0	6	0.29	0.41
125	0.00011	0	0	2.6e-06	0	0	1	0	0	0	6	0.29	0.41
126	0	0	1e-06	0.0001	9.2e-05	0	1	0	0	0	6	0.29	0.41
127	0	0	0.62	0.0062	0.042	0	0.33	0	0	0	2	0.48	0.59
128	0	0	0.027	0.0015	0.014	0	0.96	0	0	0	6	0.29	0.41
129	0	0	0.0014	0.001	0.022	0	0.98	0	0	0	6	0.29	0.41
130	0	0	0.0015	0.00088	0.0047	0	0.99	0	0	0	6	0.29	0.41
131	0	0	0	0	0	1	0	9.8e-06	0	0.0003	5	0	0.091
132	0	0	0.0015	0.00081	0.006	0	0.99	0	0	0	6	0.29	0.41
133	0.00013	0	0	0	0	0	0	0.96	0.033	0.0095	7	0.16	0.046
134	0	0	0	0	0	1	0	0	0	0.00015	5	0	0.091
135	0.023	0	7.3e-05	7.1e-05	0.00035	0	0.98	0	0	0	6	0.29	0.41
136	0	0	0.26	0.0076	0.15	0	0.59	0	0	0	6	0.29	0.41
137	0	0	0.0054	0.00059	0.0074	0	0.99	0	0	0	6	0.29	0.41
138	0	0	0.0017	3.3e-05	0.00018	0	1	0	0	0	6	0.29	0.41
