SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0.98	0.019	0	0	0	0	0	0	0	0.57	0.52
1	0	0.00012	0	1	0.00034	4.8e-06	0	0	3	0.084	0
2	0.53	0.47	0	0	0	0	0	0	0	0.57	0.52
3	0	0	0	0	0.00025	1	0	0	5	0.084	0.13
4	0.73	0.27	0	0	0	0	0	3e-05	0	0.57	0.52
5	0.94	0.057	0	0	0	0	0	0	0	0.57	0.52
6	0	0	0	0	0	0	1	0	6	0	0.097
7	0	0	0	1	0	0	0	0	3	0.084	0
8	1	0.0029	0	0	0	0	0	0	0	0.57	0.52
9	0.71	0.29	0	0	0	0	0	5.7e-06	0	0.57	0.52
10	0	0	1	0	0	0	0	0	2	0	0.23
11	0.47	0.53	0	0	0	0	0	0	1	0.38	0.29
12	0	0	0	1	0.00082	0	0	0	3	0.084	0
13	0	0	0	0	0	1	0	0	5	0.084	0.13
14	0.47	0.53	0	0	0	0	0	5.9e-05	1	0.38	0.29
15	0.58	0.42	0	0	0	0	0	0	0	0.57	0.52
16	0	0	0	1	0.00043	1e-05	0	0	3	0.084	0
17	0	0	0	0	0	1	0	0	5	0.084	0.13
18	0	0	0	1	0.0019	0.00031	0	0	3	0.084	0
19	0	0	0	1	0	0	0	0	3	0.084	0
20	0.28	0.72	0	0	0	0	0	0	1	0.38	0.29
21	0	0	0	1	0.0026	0.0004	0	0	3	0.084	0
22	0.99	0.006	0	0	0	0	0	0	0	0.57	0.52
23	0	0	0	1	0.0014	1.4e-05	0	0	3	0.084	0
24	0	0	0	1	5.4e-05	0	0	0	3	0.084	0
25	1.1e-06	3.3e-05	0	0	0	0	0	1	7	0.28	0.47
26	0	0	0	1	3.5e-06	2.4e-06	0	0	3	0.084	0
27	0	7.7e-06	0	1	0.00013	1.6e-05	0	0	3	0.084	0
28	0	0	0	1	8.5e-06	0	0	0	3	0.084	0
29	0	0.052	0	0	0	0	0	0.95	7	0.28	0.47
30	0	0	1	0	0	0.00045	0.0041	0	2	0	0.23
31	0.0031	1	0	0	0	0	0	0	1	0.38	0.29
32	0	0	0	1	0	0	0	0	3	0.084	0
33	0.00047	1	0	0	0	0	0	0	1	0.38	0.29
34	0	0.0033	0	0	0	0	0	1	7	0.28	0.47
35	0	0.00027	0	0	0	1	0	4.1e-06	5	0.084	0.13
36	0	7.1e-06	0	0	3.7e-05	1	0	0	5	0.084	0.13
37	0.4	0.6	0	0	0	0	0	0	1	0.38	0.29
38	0	1.2e-05	0	1	7.5e-05	0	0	0	3	0.084	0
39	0	0	0	0	0.00063	1	0	0	5	0.084	0.13
40	0.19	0.78	0	0	0	0	0	0.03	1	0.38	0.29
41	0	0	0	1	1.2e-05	0	0	0	3	0.084	0
42	0.22	0.78	0	0	0	0	0	0	1	0.38	0.29
43	0	0.00093	0	0	0	1	0	0.0019	5	0.084	0.13
44	0	0	0	1	3.1e-06	0	0	0	3	0.084	0
