SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	1	0	0	0	0	0.38	0.29
1	0.00021	1	0	4.8e-06	1	0.13	0
2	1	0	0	0	0	0.38	0.29
3	0	0	0	1	3	0.084	0.13
4	1	0	0	0	0	0.38	0.29
5	1	0	0	0	0	0.38	0.29
6	0	0	1	0	2	0	0.16
7	0	1	0	0	1	0.13	0
8	1	0	0	0	0	0.38	0.29
9	1	0	0	0	0	0.38	0.29
10	0	0	1	0	2	0	0.16
11	1	0	0	0	0	0.38	0.29
12	0	1	0	0	1	0.13	0
13	0	0	0	1	3	0.084	0.13
14	1	0	0	0	0	0.38	0.29
15	1	0	0	0	0	0.38	0.29
16	0	1	0	1.3e-05	1	0.13	0
17	0	0	0	1	3	0.084	0.13
18	0	1	0	0.00034	1	0.13	0
19	0	1	0	0	1	0.13	0
20	1	0	0	0	0	0.38	0.29
21	0	1	0	0.00041	1	0.13	0
22	1	0	0	0	0	0.38	0.29
23	0	1	0	1.2e-05	1	0.13	0
24	0	1	0	2.4e-06	1	0.13	0
25	1	0	0	0	0	0.38	0.29
26	0	1	0	6e-06	1	0.13	0
27	1.5e-05	1	0	1.9e-05	1	0.13	0
28	0	1	0	0	1	0.13	0
29	1	0	0	0	0	0.38	0.29
30	0	0	1	0.00066	2	0	0.16
31	1	0	0	0	0	0.38	0.29
32	0	1	0	0	1	0.13	0
33	1	0	0	0	0	0.38	0.29
34	1	0	0	0	0	0.38	0.29
35	0.00047	0	0	1	3	0.084	0.13
36	1.2e-05	0	0	1	3	0.084	0.13
37	1	0	0	0	0	0.38	0.29
38	2.2e-05	1	0	0	1	0.13	0
39	0	0	0	1	3	0.084	0.13
40	1	0	0	0	0	0.38	0.29
41	0	1	0	0	1	0.13	0
42	1	0	0	0	0	0.38	0.29
43	0.0016	0	0	1	3	0.084	0.13
44	0	1	0	0	1	0.13	0
45	1	0	0	0	0	0.38	0.29
46	1	0	0	0	0	0.38	0.29
47	0	1	0	1e-05	1	0.13	0
48	0	0	0.99	0.0064	2	0	0.16
49	1	0	0	0	0	0.38	0.29
50	0	0	0	1	3	0.084	0.13
51	0	1	0	0	1	0.13	0
52	1	0	0	0	0	0.38	0.29
53	0	0	0	1	3	0.084	0.13
54	0	1	0	0	1	0.13	0
55	1	0	0	0	0	0.38	0.29
56	0	0	1	4.6e-06	2	0	0.16
57	1.9e-05	1	0	2.6e-06	1	0.13	0
58	1	0	0	0	0	0.38	0.29
59	0.021	0	0.92	0.058	2	0	0.16
60	0	0	0	1	3	0.084	0.13
61	1	0	0	0	0	0.38	0.29
62	1	0	0	0	0	0.38	0.29
63	1	0	0	0	0	0.38	0.29
64	0	0	0	1	3	0.084	0.13
65	1	0	0	0	0	0.38	0.29
66	4.9e-05	1	0	0	1	0.13	0
67	0	0	0	1	3	0.084	0.13
68	1	0	0	0	0	0.38	0.29
69	0.0025	1	0	0.00013	1	0.13	0
70	1	0	0	0	0	0.38	0.29
71	1	0	0	0	0	0.38	0.29
72	1	0	0	0	0	0.38	0.29
73	1	0	0	0	0	0.38	0.29
74	0	0	1	3.1e-06	2	0	0.16
75	0.99	0.006	0	0	0	0.38	0.29
76	1	0	0	0	0	0.38	0.29
77	0	1	0	0	1	0.13	0
78	1	0	0	0	0	0.38	0.29
79	0	1	0	5.2e-06	1	0.13	0
