SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
0	0	0	0	0	0.55	0	0	0	0	0	0	0.068	0	0.027	0	0.04	0	0	0.32	0	4	0.57	0.57
1	0.058	0.017	0.27	0.0055	0	0	0	0.65	1.8e-06	0	0	0	0	9.8e-05	0	0	0	0	0	0.0002	7	0.084	0
2	0	0	0	0	0.22	0	0	0	0	0	0	0.24	0	0.38	0	0.15	0	0	0.0051	0	13	0.38	0.29
3	0	0	0	1	0	0	0	0	4.5e-05	0	0	0	0	0	0	0	0	0	0	0	3	0.13	0.032
4	0	0	0	0	0.47	1.8e-05	0	0	0	0	0	0.06	0	0.25	0	0.063	0	0	0.16	0	4	0.57	0.57
5	0	0	0	0	0.62	0	0	0	0	0	0	0.079	0	0.041	0	0.25	0	0	0.009	0	4	0.57	0.57
6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0.097
7	0.011	0.023	0.053	9e-05	0	0	0	0.91	0	0	0	0	0	0	0	0	0	0	0	0	7	0.084	0
8	0	0	0	0	0.32	0	0	0	0	0	0	0.18	0	0.006	0	0.018	0	0	0.47	0	18	0.49	0.52
9	0	0	0	0	0.53	2.9e-06	0	0	0	0	0	0.036	0	0.23	0	0.06	0	0	0.14	0	4	0.57	0.57
10	0	2.3e-06	0	0	0	0	0	0	0	2.5e-05	0	0	5.6e-05	0	0	0	1	0	0	0	16	0	0.23
11	0	0	0	0	0.17	0	0	0	0	0	0	0.27	0	0.46	0	0.091	0	0	0.012	0	13	0.38	0.29
12	0	0	0.46	0.01	0	0	0	0.53	0	0	0	0	0	0	0	0	0	0	0	0.00017	7	0.084	0
13	0.22	0.046	0	0	0	0	0.73	0	0.0037	0	0	0	0.00019	0	0	0	0	0	0	0	6	0.13	0.23
14	0	0	0	0	0.041	2.5e-05	0	0	0	0	0	0.57	0	0.35	0	0.017	0	0	0.021	0	11	0.62	0.48
15	0	0	0	0	0.41	0	0	0	0	0	0	0.024	0	0.18	0	0.38	0	0	0.00051	0	4	0.57	0.57
16	0	0	0.25	0.01	0	0	0	0.74	3.6e-06	0	0	0	0	0	0	0	0	0	0	0.00014	7	0.084	0
17	0	0	0	0	0	0	0.0051	0	0.99	0	0	0	0	0	0	0	0	0	0	0	8	0.13	0.13
18	0	0	0.27	0.026	0	0	0	0.7	0.00012	0	0	0	3.5e-06	0	0	0	0	0	0	0.00034	7	0.084	0
19	0	0	0.064	0.00077	0	0	0	0.94	0	0	0	0	0	0	0	0	0	0	0	0	7	0.084	0
20	0	0	0	0	0.12	0	0	0	0	0	0	0.15	0	0.63	0	0.096	0	0	0.0033	0	13	0.38	0.29
21	0	0	0.28	0.029	0	0	0	0.69	0.00016	0	0	0	4.4e-06	0	0	0	0	0	0	0.00052	7	0.084	0
22	0	0	0	0	0.0029	0	0	0	0	0	0	0.99	0	0.0007	0	0.0028	0	0	0.00025	0	11	0.62	0.48
23	0	0	0.33	0.015	0	0	0	0.66	6.6e-06	0	0	0	0	0	0	0	0	0	0	0.00048	7	0.084	0
24	0	0	0.18	0.0046	0	0	0	0.81	0	0	0	0	0	0	0	0	0	0	0	1.3e-05	7	0.084	0
25	5.9e-05	0	0	0	0	0.35	0	0	0	0	0	0	0	1.9e-05	0	0	0	0.65	2.5e-05	0	17	0.21	0.55
26	0.028	0.021	0.14	0.0023	0	0	0	0.81	0	0	0	0	0	0	0	0	0	0	0	0	7	0.084	0
27	0.051	0.017	0.24	0.0065	0	0	0	0.68	5.3e-06	0	0	0	0	6.5e-06	0	0	0	0	0	2.2e-05	7	0.084	0
28	0.037	0.02	0.18	0.0018	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0	0	7	0.084	0
29	8.2e-05	0	0	0	0	0.85	0	0	0	0	0	0	0	0.076	0	0	0	0.073	2.5e-05	0	5	0.28	0.47
