SNV	cluster0	cluster1	cluster	dcf0	dcf1
0	1	0	0	0.38	0.29
1	0.06	0.94	1	0.084	0.064
2	1	0	0	0.38	0.29
3	0	1	1	0.084	0.064
4	1	0	0	0.38	0.29
5	1	0	0	0.38	0.29
6	0	1	1	0.084	0.064
7	0	1	1	0.084	0.064
8	1	0	0	0.38	0.29
9	1	0	0	0.38	0.29
10	0	1	1	0.084	0.064
11	1	0	0	0.38	0.29
12	0	1	1	0.084	0.064
13	0.18	0.82	1	0.084	0.064
14	1	0	0	0.38	0.29
15	1	0	0	0.38	0.29
16	0	1	1	0.084	0.064
17	0	1	1	0.084	0.064
18	0	1	1	0.084	0.064
19	0	1	1	0.084	0.064
20	1	0	0	0.38	0.29
21	0	1	1	0.084	0.064
22	1	0	0	0.38	0.29
23	0	1	1	0.084	0.064
24	0	1	1	0.084	0.064
25	1	0	0	0.38	0.29
26	2e-05	1	1	0.084	0.064
27	0.0022	1	1	0.084	0.064
28	0.00064	1	1	0.084	0.064
29	1	0	0	0.38	0.29
30	6.4e-06	1	1	0.084	0.064
31	1	0	0	0.38	0.29
32	0	1	1	0.084	0.064
33	1	0	0	0.38	0.29
34	1	0	0	0.38	0.29
35	0.31	0.69	1	0.084	0.064
36	4.3e-05	1	1	0.084	0.064
37	1	0	0	0.38	0.29
38	0.015	0.98	1	0.084	0.064
39	0	1	1	0.084	0.064
40	1	0	0	0.38	0.29
41	0	1	1	0.084	0.064
42	1	0	0	0.38	0.29
43	0.99	0.013	0	0.38	0.29
44	0	1	1	0.084	0.064
45	1	0	0	0.38	0.29
46	1	0	0	0.38	0.29
47	0	1	1	0.084	0.064
48	0	1	1	0.084	0.064
49	1	0	0	0.38	0.29
50	0	1	1	0.084	0.064
51	2.3e-06	1	1	0.084	0.064
52	1	0	0	0.38	0.29
53	1.8e-05	1	1	0.084	0.064
54	0	1	1	0.084	0.064
55	1	0	0	0.38	0.29
56	2.2e-05	1	1	0.084	0.064
57	0.0065	0.99	1	0.084	0.064
58	1	0	0	0.38	0.29
59	0.94	0.064	0	0.38	0.29
60	0	1	1	0.084	0.064
61	1	0	0	0.38	0.29
62	1	0	0	0.38	0.29
63	1	0	0	0.38	0.29
64	0	1	1	0.084	0.064
65	1	0	0	0.38	0.29
66	1	0.0023	0	0.38	0.29
67	0	1	1	0.084	0.064
68	1	0	0	0.38	0.29
69	0.14	0.86	1	0.084	0.064
70	1	0	0	0.38	0.29
71	1	0	0	0.38	0.29
72	1	0	0	0.38	0.29
73	1	0	0	0.38	0.29
74	0	1	1	0.084	0.064
75	1	2.3e-06	0	0.38	0.29
76	1	0	0	0.38	0.29
77	0.00024	1	1	0.084	0.064
78	1	0	0	0.38	0.29
79	8.6e-06	1	1	0.084	0.064
80	1	0	0	0.38	0.29
81	1	0	0	0.38	0.29
82	1	0	0	0.38	0.29
83	1	0	0	0.38	0.29
84	2.3e-05	1	1	0.084	0.064
85	1	0	0	0.38	0.29
86	0	1	1	0.084	0.064
87	0	1	1	0.084	0.064
88	0	1	1	0.084	0.064
89	1	0	0	0.38	0.29
90	0	1	1	0.084	0.064
91	0	1	1	0.084	0.064
92	1	0	0	0.38	0.29
93	0	1	1	0.084	0.064
94	1	0	0	0.38	0.29
95	0	1	1	0.084	0.064
96	0	1	1	0.084	0.064
97	0.00011	1	1	0.084	0.064
98	0.22	0.78	1	0.084	0.064
99	1	0	0	0.38	0.29
100	1	0	0	0.38	0.29
101	0.97	0.032	0	0.38	0.29
102	1	0	0	0.38	0.29
103	1	0.00021	0	0.38	0.29
104	1	0	0	0.38	0.29
105	1	0	0	0.38	0.29
106	0	1	1	0.084	0.064
107	1	0	0	0.38	0.29
108	1	0	0	0.38	0.29
109	0.69	0.31	0	0.38	0.29
110	0.0025	1	1	0.084	0.064
111	1	0	0	0.38	0.29
112	1	0	0	0.38	0.29
113	1	0	0	0.38	0.29
114	1	0	0	0.38	0.29
115	0	1	1	0.084	0.064
116	5e-05	1	1	0.084	0.064
117	0.42	0.58	1	0.084	0.064
118	0	1	1	0.084	0.064
119	0	1	1	0.084	0.064
120	0	1	1	0.084	0.064
121	0.0051	0.99	1	0.084	0.064
122	1	0	0	0.38	0.29
123	1	0	0	0.38	0.29
124	1	0	0	0.38	0.29
125	1	0	0	0.38	0.29
126	0	1	1	0.084	0.064
127	0	1	1	0.084	0.064
128	0	1	1	0.084	0.064
129	1	0	0	0.38	0.29
130	1	0	0	0.38	0.29
131	1	0	0	0.38	0.29
132	1	0	0	0.38	0.29
133	1	0	0	0.38	0.29
134	8.6e-06	1	1	0.084	0.064
135	1	0	0	0.38	0.29
136	0	1	1	0.084	0.064
137	1	0	0	0.38	0.29
138	1	0	0	0.38	0.29
139	1	0	0	0.38	0.29
140	0	1	1	0.084	0.064
141	0	1	1	0.084	0.064
142	1	0	0	0.38	0.29
143	1	0	0	0.38	0.29
144	1.1e-05	1	1	0.084	0.064
145	0.85	0.15	0	0.38	0.29
146	1	0	0	0.38	0.29
147	0	1	1	0.084	0.064
148	0.00023	1	1	0.084	0.064
149	1.7e-05	1	1	0.084	0.064
150	1	0	0	0.38	0.29
151	1	0	0	0.38	0.29
152	1	0	0	0.38	0.29
153	1	0	0	0.38	0.29
154	1	0	0	0.38	0.29
155	1	0	0	0.38	0.29
156	0	1	1	0.084	0.064
