SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	0.98	0	0.024	0	0	0	0	0	0.57	0.52
1	0	0	0.00011	0.14	0.0063	0.85	0	5	0.13	0
2	0.47	0	0.53	0	0	0	0	2	0.38	0.29
3	0	0	0	0	1	0	0	4	0.13	0.032
4	0.68	0	0.32	0	0	0	0	0	0.57	0.52
5	0.93	0	0.072	0	0	0	0	0	0.57	0.52
6	0	0	0	0	0	0	1	6	0	0.097
7	0	0	0	0.14	0.00054	0.85	0	5	0.13	0
8	1	0	0.0038	0	0	0	0	0	0.57	0.52
9	0.66	0	0.34	0	0	0	0	0	0.57	0.52
10	0	1	0	3.6e-05	0	0	0.00026	1	0.042	0.19
11	0.41	0	0.59	0	0	0	0	2	0.38	0.29
12	0	0	0	0	0.0082	0.99	0	5	0.13	0
13	0	0.0055	0	0.99	0	0	0	3	0.13	0.29
14	0.41	0	0.59	0	0	0	0	2	0.38	0.29
15	0.52	0	0.48	0	0	0	0	0	0.57	0.52
16	0	0	0	0	0.015	0.98	0	5	0.13	0
17	0	0.21	0	0.79	0	0	0	3	0.13	0.29
18	0	0	0	0	0.034	0.97	0	5	0.13	0
19	0	0	0	0	0.0045	1	0	5	0.13	0
20	0.24	0	0.76	0	0	0	0	2	0.38	0.29
21	0	0	0	0	0.036	0.96	0	5	0.13	0
22	0.99	0	0.0077	0	0	0	0	0	0.57	0.52
23	0	0	0	0	0.016	0.98	0	5	0.13	0
24	0	0	0	0	0.0092	0.99	0	5	0.13	0
25	0.0033	0	0.13	0.87	0	0	0	3	0.13	0.29
26	0	0	0	0.14	0.0053	0.85	0	5	0.13	0
27	0	0	8.5e-06	0.14	0.0085	0.85	0	5	0.13	0
28	0	0	0	0.14	0.0033	0.85	0	5	0.13	0
29	1.4e-06	0	1	0.0023	0	0	0	2	0.38	0.29
30	0	0.89	0	0.0017	0	0	0.1	1	0.042	0.19
31	0.0024	0	1	0	0	0	0	2	0.38	0.29
32	0	0	0	0.14	0.002	0.85	0	5	0.13	0
33	0.00037	0	1	0	0	0	0	2	0.38	0.29
34	2e-06	0	0.79	0.21	0	0	0	2	0.38	0.29
35	0	0.52	3.3e-05	0.48	0	0	0	1	0.042	0.19
36	0	0.23	0.00045	0.74	0.029	0	0	3	0.13	0.29
37	0.34	0	0.66	0	0	0	0	2	0.38	0.29
