SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	0	0	0	0.058	0	0.94	5	0.59	0.52
1	0.12	1e-06	0.88	0	0.00011	0	2	0.084	0
2	0	0	0	0.15	0	0.85	5	0.59	0.52
3	0	1	0	0	2.1e-06	0	1	0.042	0.13
4	0	0	0	0.28	0	0.72	5	0.59	0.52
5	0	0	0	0.0076	0	0.99	5	0.59	0.52
6	0	1	0	0	0	0	1	0.042	0.13
7	0.0015	0	1	0	0	0	2	0.084	0
8	0	0	0	0.015	0	0.99	5	0.59	0.52
9	0	0	0	0.35	0	0.65	5	0.59	0.52
10	4e-05	1	0	0	0	0	1	0.042	0.13
11	0	0	0	0.27	0	0.73	5	0.59	0.52
12	0	0	1	0	0.00022	0	2	0.084	0
13	1	0.00011	0	0	0	0	0	0.17	0.29
14	0	0	0	0.41	0	0.59	5	0.59	0.52
15	0	0	0	0.056	0	0.94	5	0.59	0.52
16	0	4.1e-06	0.98	0.021	0.00015	0	2	0.084	0
17	0.23	0.77	0	0	0	0	1	0.042	0.13
18	0	0.00011	0.98	0.017	0.00077	0	2	0.084	0
19	0	0	0.95	0.049	0	0	2	0.084	0
20	0	0	0	0.39	0	0.61	5	0.59	0.52
21	0	0.00013	0.98	0.016	0.0012	0	2	0.084	0
22	0	0	0	0.00049	0	1	5	0.59	0.52
23	0	2.9e-06	0.99	0.0067	0.00057	0	2	0.084	0
24	0	0	0.97	0.034	1.2e-05	0	2	0.084	0
25	1	0	0	0.0023	0	0.00012	0	0.17	0.29
26	0.017	1e-06	0.98	0	0	0	2	0.084	0
27	0.076	3.1e-06	0.92	0	2.7e-05	0	2	0.084	0
28	0.034	0	0.97	0	1.2e-06	0	2	0.084	0
29	0.77	0	0	0.23	0	0	0	0.17	0.29
30	0.00052	1	0	0	0	0	1	0.042	0.13
31	0	0	0	0.9	0	0.1	3	0.41	0.29
32	0.0016	0	1	0	0	0	2	0.084	0
33	0	0	0	1	0	0.0034	3	0.41	0.29
34	0.99	0	0	0.01	0	0	0	0.17	0.29
35	0.64	0.36	0	9.9e-06	0	0	0	0.17	0.29
36	0.33	0.67	0	1.4e-05	0.00025	0	1	0.042	0.13
37	0	0	0	0.23	0	0.77	5	0.59	0.52
38	0.084	0	0.92	0	1.7e-05	0	2	0.084	0
39	0.11	0.88	0	0	0.014	0	1	0.042	0.13
40	0.016	0	0	0.63	0	0.35	3	0.41	0.29
41	0	0	1	0	0	0	2	0.084	0
42	0	0	0	0.78	0	0.22	3	0.41	0.29
43	0.98	0.025	0	1.1e-06	0	0	0	0.17	0.29
44	0	0	1	0	0	0	2	0.084	0
45	0	0	0	0.15	0	0.85	5	0.59	0.52
46	0	0	0	1	0	0.0026	3	0.41	0.29
47	0	0	1	0	0.0003	0	2	0.084	0
48	0	1	0	0	0	0	1	0.042	0.13
49	0	0	0	1	0	2.3e-05	3	0.41	0.29
50	2.3e-06	1	0	0	0	0	1	0.042	0.13
51	0.0068	0	0.99	0	0	0	2	0.084	0
52	0	0	0	0.23	0	0.77	5	0.59	0.52
53	0.0028	1	0	0	0	0	1	0.042	0.13
54	0	0	0.96	0.044	0	0	2	0.084	0
55	0.0014	0	0	0.96	0	0.036	3	0.41	0.29
56	0.0018	1	0	0	0	0	1	0.042	0.13
57	0.058	0	0.94	0	1.3e-05	0	2	0.084	0
58	0	0	0	0.59	0	0.41	3	0.41	0.29
59	0.65	0.34	0	0.0053	0	6.1e-06	0	0.17	0.29
60	0	1	0	0	0	0	1	0.042	0.13
61	2.1e-06	0	0	0.98	0	0.025	3	0.41	0.29
62	3.3e-05	0	0	0.91	0	0.093	3	0.41	0.29
63	0	0	0	0.47	0	0.53	5	0.59	0.52
64	0	0.88	0	0	0.12	0	1	0.042	0.13
65	0	0	0	0.99	0	0.0069	3	0.41	0.29
66	0.98	0	0.022	0	2.6e-05	0	0	0.17	0.29
67	0	0	0	0	1	0	4	0.3	0.032
68	0	0	0	0.047	0	0.95	5	0.59	0.52
69	0.17	3.6e-05	0.83	0	0.0012	0	2	0.084	0
70	0	0	0	0.96	0	0.044	3	0.41	0.29
71	0	0	0	0.082	0	0.92	5	0.59	0.52
72	0	0	0	0.0017	0	1	5	0.59	0.52
73	0.00047	0	0	1	0	0.0022	3	0.41	0.29
74	0	1	0	0	0	0	1	0.042	0.13
75	0.29	0	0.0013	1.6e-06	0.71	0	4	0.3	0.032
76	0.0042	0	0	0.34	0	0.66	5	0.59	0.52
77	0.059	0	0.94	0	0	0	2	0.084	0
78	1	0	0	3.8e-05	0	0	0	0.17	0.29
79	0.013	0	0.99	0	0	0	2	0.084	0
