SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0	0	0.71	0	0	0.26	0	0	0	0	0.027	0	0	0	8.8e-05	2	0.54	0.57
1	0.12	0.00066	0	0	0	0	0.88	0	0	0	9.6e-05	0.00025	0	0.0002	0	6	0.13	0
2	0	0	0.083	0	0	0.61	0	0	0	0	0.31	0	0	0	0	5	0.62	0.52
3	0	4.1e-05	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0.084	0.064
4	0	0	0.52	0	0	0.23	0	0	0	0	0.25	0	0	0	0.0015	2	0.54	0.57
5	0	0	0.31	0	0	0.65	0	0	0	0	0.039	0	0	0	0	5	0.62	0.52
6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0.097
7	0.51	0	0	0	0	0	0.49	0	0	0	0	6.9e-06	0	0	0	0	0.084	0.29
8	0	0	0.61	0	0	0.38	0	0	0	0	0.0081	0	0	0	0.00011	2	0.54	0.57
9	0	0	0.62	0	0	0.16	0	0	0	0	0.23	0	0	0	0.00053	2	0.54	0.57
10	1.8e-05	0	0	0	1	0	0	0	4.3e-06	4.9e-05	0	0	0	0	0	4	0	0.23
11	0	0	0.087	0	0	0.5	0	0	0	0	0.41	0	0	0	7.6e-06	5	0.62	0.52
12	0	0.0011	0	0	0	0	1	0	0	0	0	8.2e-05	0	0.00012	0	6	0.13	0
13	0.54	0	0	0	0	0	0	0.46	2.2e-05	0.00026	0	0	0	0	0	0	0.084	0.29
14	0	0	0.042	0	0	0.46	0	0	0	0	0.5	0	0	0	0.0014	10	0.38	0.29
15	0	0	0.15	0	0	0.65	0	0	0	0	0.21	0	0	0	0	5	0.62	0.52
16	0	0.0013	0	0	0	0	1	0	0	0	0	0.00076	0	0.00017	0	6	0.13	0
17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.13	0.16
18	0	0.004	0	0	0	0	0.99	1.8e-05	0	3.4e-06	0	0.0034	0	0.00039	0	6	0.13	0
19	0	7.4e-06	0	0	0	0	1	0	0	0	0	0.0003	0	0	0	6	0.13	0
20	0	0	0.048	0	0	0.42	0	0	0	0	0.54	0	0	0	0	10	0.38	0.29
21	0	0.0049	0	0	0	0	0.99	2.5e-05	0	4.1e-06	0	0.0036	0	0.00055	0	6	0.13	0
22	0	0	0.0032	0	0	0.99	0	0	0	0	0.0025	0	0	0	0	5	0.62	0.52
23	0	0.0023	0	0	0	0	1	0	0	0	0	0.00059	0	0.00045	0	6	0.13	0
24	0	0.00035	0	0	0	0	1	0	0	0	0	0.0004	0	2.2e-05	0	6	0.13	0
25	2.6e-06	0	1.4e-06	0.98	0	0	0	0	0	0	1.4e-05	0	0	0	0.021	3	0.21	0.55
26	0.26	5e-05	0	0	0	0	0.74	0	0	0	0	0.00037	0	0	0	6	0.13	0
27	0.14	0.00044	0	0	0	0	0.86	0	0	0	7e-06	0.00051	0	2.4e-05	0	6	0.13	0
28	0.2	6.6e-05	0	0	0	0	0.8	0	0	0	0	0.00011	0	2.4e-06	0	6	0.13	0
29	0	0	0	0.42	0	0	0	0	0	0	0.21	0	0	0	0.38	3	0.21	0.55
30	0.0015	0	0	0	0.98	0	0	3.6e-05	0.00091	0.01	0	0	0.0043	0	0	4	0	0.23
31	0	0	5.2e-05	0	0	0.13	0	0	0	0	0.87	0	0	0	0	10	0.38	0.29
32	0.54	0	0	0	0	0	0.46	0	0	0	0	0.0001	0	0	0	0	0.084	0.29
33	0	0	3.6e-05	0	0	0.0088	0	0	0	0	0.99	0	0	0	0	10	0.38	0.29
34	1.3e-05	0	0	0.63	0	0	0	0	0	0	0.023	0	0	0	0.34	3	0.21	0.55
35	0.82	0	0	0	0	0	0	0.079	0.0078	0.09	2.4e-05	8.9e-06	0	0	0	0	0.084	0.29
36	0.0061	0.00012	0	0	0	0	0	0.95	0.00051	0.0058	9.1e-06	0.034	0	0	0	7	0.13	0.16
37	0	0	0.16	0	0	0.43	0	0	0	0	0.41	0	0	0	0	5	0.62	0.52
38	0.14	0.00023	0	0	0	0	0.86	0	0	0	1e-05	0.00011	0	3.3e-05	0	6	0.13	0
39	0.00028	0.003	0	0	0	0	0	0.81	7.5e-05	0.00086	0	0.19	0	0	0	7	0.13	0.16
40	5.7e-05	0	0.12	0.0072	0	0.087	0	0	0	0	0.76	0	0	0	0.028	10	0.38	0.29
41	0	0.00014	0	0	0	0	1	0	0	0	0	0.00028	0	2.1e-06	0	6	0.13	0
42	0	0	0.043	0	0	0.14	0	0	0	0	0.81	0	0	0	0	10	0.38	0.29
43	0.99	0	0	2e-06	0	0	0	0.0026	0.00066	0.0075	0	0	0	0	0	0	0.084	0.29
44	0	6e-05	0	0	0	0	1	0	0	0	0	0.00022	0	0	0	6	0.13	0
45	0	0	0.14	0	0	0.57	0	0	0	0	0.29	0	0	0	9.9e-06	5	0.62	0.52
46	0	0	1.2e-06	0	0	0.01	0	0	0	0	0.99	0	0	0	0	10	0.38	0.29
47	0	0.0018	0	0	0	0	1	0	0	0	0	0.00049	0	0.00014	0	6	0.13	0
48	0	0	0	0	0.0074	0	0	6.7e-06	0.00053	0.006	0	0.00064	0.99	0	0	12	0	0.097
49	0	0	0	0	0	0.00025	0	0	0	0	1	0	0	0	0	10	0.38	0.29
