SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0.036	0	0	0	0.61	0	0	0.35	0	0	4	0.59	0.57
1	0.00011	0.16	0.84	0	0	0	9e-06	0	0.00051	0	2	0.084	0
2	0.4	0	0	0	0.59	0	0	0.0058	0	0	4	0.59	0.57
3	0	0	0	0	0	0	0	0	1	2.8e-06	8	0.13	0.064
4	0.28	0	0	0	0.57	2.2e-05	0	0.15	0	0	4	0.59	0.57
5	0.032	0	0	0	0.97	0	0	0.0026	0	0	4	0.59	0.57
6	0	0	0	1	0	0	0	0	0	0	3	0	0.16
7	0	0.026	0.97	0	0	0	0	0	0	0	2	0.084	0
8	0.0048	0	0	0	0.19	0	0	0.8	0	0	7	0.49	0.48
9	0.27	0	0	0	0.62	3.5e-06	0	0.11	0	0	4	0.59	0.57
10	0	0	0	1	0	0	0	0	0	0.0018	3	0	0.16
11	0.54	0	0	0	0.44	0	0	0.023	0	0	0	0.38	0.29
12	0	0	1	0	0	0	1.3e-05	0	0.00078	0	2	0.084	0
13	0	1	0	0	0	0	0	0	0	0.00036	1	0.13	0.29
14	0.64	0	0	0	0.14	4.8e-05	0	0.22	0	0	0	0.38	0.29
15	0.12	0	0	0	0.88	0	0	4.6e-05	0	0	4	0.59	0.57
16	0	0	1	0	0	0	1.3e-05	0	0.001	0	2	0.084	0
17	0	0.63	0	0	0	0	0	0	0.014	0.36	1	0.13	0.29
18	0	0	0.99	0	0	0	8e-05	3e-06	0.0063	4.4e-06	2	0.084	0
19	0	0	1	0	0	0	0	0	1.7e-05	0	2	0.084	0
20	0.65	0	0	0	0.34	0	0	0.0034	0	0	0	0.38	0.29
21	0	0	0.99	0	0	0	0.00013	4.6e-06	0.0076	5.7e-06	2	0.084	0
22	0.053	0	0	0	0.72	0	0	0.22	0	0	4	0.59	0.57
23	0	0	1	0	0	0	5.6e-05	0	0.0018	0	2	0.084	0
24	0	0	1	0	0	0	0	0	0.00025	0	2	0.084	0
25	4.9e-05	0.00041	0	0	0	1	0	7.2e-05	0	0	5	0.28	0.47
26	0	0.07	0.93	0	0	0	0	0	0.00016	0	2	0.084	0
27	6.8e-06	0.14	0.86	0	0	0	1.3e-06	0	0.0008	0	2	0.084	0
28	0	0.096	0.9	0	0	0	0	0	8e-05	0	2	0.084	0
29	0.076	0.00022	0	0	0	0.92	0	5.2e-05	0	0	5	0.28	0.47
30	0	0.00011	0	0.98	0	0	0	0	0	0.017	3	0	0.16
31	0.98	0	0	0	0.018	0	0	0	0	0	0	0.38	0.29
32	0	0.023	0.98	0	0	0	0	0	6.7e-06	0	2	0.084	0
33	1	0	0	0	0.0025	0	0	0.00027	0	0	0	0.38	0.29
34	0.0049	0.0016	0	0	0	0.99	0	1.4e-05	0	0	5	0.28	0.47
35	4.5e-05	0.79	0	0	0	0	0	0	1.4e-05	0.21	1	0.13	0.29
36	4.9e-05	0.097	0	0	0	0	5.2e-06	0	0.86	0.039	8	0.13	0.064
37	0.34	0	0	0	0.66	0	0	0.0013	0	0	4	0.59	0.57
38	1e-05	0.15	0.85	0	0	0	0	0	0.00018	0	2	0.084	0
39	0	0.00093	0	0	0	0	5.7e-06	0	1	0.0008	8	0.13	0.064
40	0.76	0.0011	0	0	0.13	0.019	0	0.084	0	0	0	0.38	0.29
41	0	0	1	0	0	0	0	0	0.00015	0	2	0.084	0
42	0.78	0	0	0	0.068	0	0	0.15	0	0	0	0.38	0.29
43	3.5e-06	0.97	0	0	0	4.8e-06	0	0	0	0.029	1	0.13	0.29
44	0	0	1	0	0	0	0	0	0.00011	0	2	0.084	0
45	0.37	0	0	0	0.6	0	0	0.029	0	0	4	0.59	0.57
46	1	0	0	0	0.00061	0	0	0	0	0	0	0.38	0.29
47	0	0	1	0	0	0	2.1e-05	0	0.0021	0	2	0.084	0
48	0	0	0	0.98	0	0	0	0	8.4e-05	0.019	3	0	0.16
49	1	0	0	0	2.6e-05	0	0	1.9e-05	0	0	0	0.38	0.29
50	0	3.8e-06	0	0	0	0	0	0	0.99	0.014	8	0.13	0.064
51	0	0.048	0.95	0	0	0	0	0	9.9e-06	0	2	0.084	0
52	0.37	0	0	0	0.48	0.00065	0	0.15	0	0	4	0.59	0.57
53	0	0.03	0	0	0	0	0	0	8.6e-06	0.97	9	0.042	0.16
54	0	0	1	0	0	0	0	0	5.1e-06	0	2	0.084	0
55	0.95	6.5e-06	0	0	0.011	0.014	0	0.024	0	0	0	0.38	0.29
56	0	6.3e-05	0	1	0	0	0	0	0	0.0038	3	0	0.16
57	7e-06	0.12	0.88	0	0	0	0	0	0.00023	0	2	0.084	0
58	0.52	0	0	0	0.39	4.2e-05	0	0.085	0	0	0	0.38	0.29
59	0.0063	0.31	0	0.6	0	0.0007	0	1.1e-05	5.6e-05	0.083	3	0	0.16
60	0	9.5e-05	0	0	0	0	0	0	0.00017	1	9	0.042	0.16
61	0.5	0	0	0	0.0005	0.14	0	0.36	0	0	0	0.38	0.29
62	0.74	0	0	0	0.0089	0.043	0	0.21	0	0	0	0.38	0.29
63	0.53	0	0	0	0.36	0.00037	0	0.11	0	0	0	0.38	0.29
64	0	0	0	0	0	0	2.3e-06	0	1	1.2e-05	8	0.13	0.064
65	0.62	0	0	0	0.00017	0.14	0	0.24	0	0	0	0.38	0.29
66	0.00014	0.91	0.087	0	0	0	2.6e-06	0	5.5e-06	0	1	0.13	0.29
67	0	0	0	0	0	0	0	0	1	0	8	0.13	0.064
68	0.07	0	0	0	0.93	0	0	0.00074	0	0	4	0.59	0.57
