SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0.00018	0	0	0	0.079	0.034	0.31	0	0.58	0	0	8	0.49	0.52
1	0	1	0	0	0	0.00011	0	4.9e-06	0	0	0.00025	1	0.084	0
2	0.071	0	0	0	0.045	0.31	0.57	0	0.006	0	0	6	0.62	0.52
3	0	0	0	0	0	0	0	1	0	0	0.00018	7	0.084	0.13
4	0.0035	0	0	0	0.18	0.29	0.26	0	0.26	3.9e-05	0	5	0.38	0.29
5	0.025	0	0	0	0.2	0.045	0.71	0	0.014	0	0	6	0.62	0.52
6	0	0	1	0	0	0	0	0	0	0	0	2	0	0.097
7	0	1	0	0	0	0	0	0	0	0	0	1	0.084	0
8	1.9e-05	0	0	0	0.017	0.0061	0.27	0	0.7	0	0	8	0.49	0.52
9	0.002	0	0	0	0.29	0.28	0.19	0	0.24	6.4e-06	0	4	0.57	0.62
10	0	0	0	1	0	0	0	0	0	0	0	3	0	0.23
11	2.8e-06	0	0	0	0.039	0.44	0.51	0	0.017	0	0	6	0.62	0.52
12	0	1	0	0	0	0	0	0	0	0	0.00059	1	0.084	0
13	0	0	0	0	0	0	0	1	0	0	0	7	0.084	0.13
14	1.3e-05	0	0	0	0.005	0.51	0.44	0	0.043	6.7e-05	0	5	0.38	0.29
15	0	0	0	0	0.18	0.21	0.61	0	0.00083	0	0	6	0.62	0.52
16	3.8e-05	1	0	0	0	0	0	1e-05	0	0	0.00031	1	0.084	0
17	0	0	0	0	0	0	0	1	0	0	0	7	0.084	0.13
18	0.0001	1	0	0	0	0	0	0.00031	0	0	0.0013	1	0.084	0
19	0	1	0	0	0	0	0	0	0	0	0	1	0.084	0
20	0	0	0	0	0.024	0.56	0.41	0	0.0043	0	0	5	0.38	0.29
21	0.00016	1	0	0	0	0	0	0.0004	0	0	0.0019	1	0.084	0
22	0	0	0	0	7.9e-05	0.0026	1	0	0.0014	0	0	6	0.62	0.52
23	0.00015	1	0	0	0	0	0	1.4e-05	0	0	0.001	1	0.084	0
24	3.2e-06	1	0	0	0	0	0	0	0	0	3.9e-05	1	0.084	0
25	0	0	0	0	0	2.8e-05	0	0	5.4e-05	1	0	9	0.28	0.47
26	0	1	0	0	0	0	0	2.4e-06	0	0	2.5e-06	1	0.084	0
27	0	1	0	0	0	6.7e-06	0	1.6e-05	0	0	9.2e-05	1	0.084	0
28	0	1	0	0	0	0	0	0	0	0	6.1e-06	1	0.084	0
29	0	0	0	0	0	0.045	0	0	2.1e-05	0.95	0	9	0.28	0.47
30	0	0	0.0041	1	0	0	0	0.00046	0	0	0	3	0	0.23
31	0.15	0	0	0	4.3e-05	0.74	0.1	0	0	0	0	5	0.38	0.29
32	0	1	0	0	0	0	0	0	0	0	0	1	0.084	0
33	0.065	0	0	0	6.9e-05	0.93	0.0078	0	1.3e-05	0	0	5	0.38	0.29
34	0	0	0	0	0	0.0028	0	0	2.3e-06	1	0	9	0.28	0.47
35	0	0	0	0	0	0.00024	0	1	0	4.1e-06	0	7	0.084	0.13
36	0	0	0	0	0	6.1e-06	0	1	0	0	2.7e-05	7	0.084	0.13
37	0.097	0	0	0	0.15	0.37	0.37	0	0.0045	0	0	5	0.38	0.29
38	0	1	0	0	0	1e-05	0	0	0	0	5.5e-05	1	0.084	0
39	0	0	0	0	0	0	0	1	0	0	0.00045	7	0.084	0.13
40	0.0051	0	0	0	0.048	0.75	0.082	0	0.079	0.034	0	5	0.38	0.29
41	0	1	0	0	0	0	0	0	0	0	8.5e-06	1	0.084	0
42	0.073	0	0	0	0.0064	0.74	0.13	0	0.053	0	0	5	0.38	0.29
43	0	0	0	0	0	0.00081	0	1	0	0.0019	0	7	0.084	0.13
44	0	1	0	0	0	0	0	0	0	0	2.2e-06	1	0.084	0
45	0	0	0	0	0.06	0.31	0.6	0	0.028	0	0	6	0.62	0.52
46	0	0	0	0	1.6e-06	0.99	0.01	0	0	0	0	5	0.38	0.29
47	0	1	0	0	0	0	0	1.5e-05	0	0	0.00071	1	0.084	0
48	0	0	0.99	0.0078	0	0	0	0.0023	0	0	0	2	0	0.097
49	1e-05	0	0	0	0	1	0.00024	0	0	0	0	5	0.38	0.29
50	0	0	0	0	0	0	0	1	0	0	0	7	0.084	0.13
51	0	1	0	0	0	0	0	0	0	0	0	1	0.084	0
52	0.029	0	0	0	0.1	0.35	0.4	0	0.13	0.0011	0	6	0.62	0.52
53	0	0	0	0	0	0	0	1	0	0	0	7	0.084	0.13
54	0	1	0	0	0	0	0	0	0	0	0	1	0.084	0
55	2e-05	0	0	0	0.0055	0.93	0.0034	0	0.034	0.024	0	5	0.38	0.29
56	0	0	3.1e-06	1	0	0	0	0	0	0	0	3	0	0.23
57	0	1	0	0	0	6.7e-06	0	1.8e-06	0	0	4.2e-05	1	0.084	0
58	0.0048	0	0	0	0.24	0.54	0.11	0	0.11	7.5e-05	0	5	0.38	0.29
59	0	0	0.0088	0.96	0	0.0045	0	0.025	2.9e-06	0.00087	0	3	0	0.23
60	0	0	0	0	0	0	0	1	0	0	0	7	0.084	0.13
61	0	0	0	0	5.4e-05	0.6	0.00075	0	0.11	0.28	0	5	0.38	0.29
62	5e-06	0	0	0	0.0017	0.79	0.0075	0	0.12	0.08	0	5	0.38	0.29
63	0.0051	0	0	0	0.13	0.54	0.17	0	0.16	0.00065	0	5	0.38	0.29
64	0	0	0	0	0	0	0	0.63	0	0	0.37	7	0.084	0.13
65	0	0	0	0	2.4e-05	0.67	0.00016	0	0.077	0.26	0	5	0.38	0.29
